hababe,xbu1ebu1h||
hubb-u dünya,xo9bu1u4o8 do9bo1o0bu2o4e
hubb-u dünya,xo9bu1u4o8 do9bo1o0yo4e
hubbü'l-vatan mine'l-iman,xbu1 elwtbo1 mbo1 eleymebo1
hubbü’l-vatan mine’l-iman,xbu1 elwtbo1 mbo1 eleymebo1
hubbü'l-vatan mine'l-îmân,xbu1 elwtbo1 mbo1 eleymebo1
hubb-u nefi̇s,xo9bu1o9o8 bo1o4fo1o0so0
hubb-u nefis,xo9bu1o9o8 bo1o4fo1o0so0
hubb-üş,xbu1o8 el
hubb-u,xbu1o8u4
hubb-u zat,xo9bu1o9o8 do1o4ebo2o0
hubb-u zât,xo9bu1o9o8 do1o4ebo2o0
hubb,xbu1
hubeb,xbu1bu1
hubel,ho9bu1o4l
hubeyb,xo9bu1o4ybu1
hubi,xo1wbu1y
hûbî,xo1wbu1y
hubruy,xo1wbu1rwy
hûbrûy,xo1wbu1rwy
hubter,xo1wbu1bo2r
hûbter,xo1wbu1bo2r
hububata,xbu1wbu1ebo2h
hububatı,xbu1wbu1ebo2y
hububatta,xbu1wbu1ebo2dh
hububat,xbu1wbu1ebo2
hubûbât,xbu1wbu1ebo2
hubûbat,xbu2wbu1ebo2
hububat,xo9bu1o9wbu1o4ebo2o0
hububat,xywbu1ebo2
hübub,hbu1wbu1
hübûb,hbu1wbu1
hübubiyle,hbu1wbu1ylh
hubublar,xbu1wbu1lr
hububu,xbu1wbu1y
hubub,xbu1wbu1
hubûb,xbu1wbu1
hubura,xo1bu1wrh
hubur,xbu1wr
hubûr,xbu1wr
hübut etmek,hbu1wt e
hübût etmek,hbu1wt e
hübut,hbu1wt
hübût,hbu1wt
hub,xbu1
hub,xo1wbu1
hûb,xo1wbu1
hubz,xo1bu1ro1
huccac,xxu1exu1
huccâc,xxu1exu1
hüccac,xxu1o8exu1
hüccete,xxu1o8bo2h
huccet-i̇ a'zam,xo9xu1o4o8bo2u4 eo4ao0to1o4mo0
huccet-i a'zam,xo9xu1o4o8bo2u4 eo4ao0to1o4mo0
huccet-i̇ bahi̇re,xo9xu1o4o8bo2u4 bu1o4ehu4ro4h||
huccet-i bahire,xo9xu1o4o8bo2u4 bu1o4ehu4ro4h||
huccet-i bâhire,xo9xu1o4o8bo2u4 bu1o4ehu4ro4h
hüccetidir,xxu1o8bo2ydr
huccet-i haşriye,xo9xu1o4o8bo2u4 xo4so3o0ru4bu2o4h
huccet-i̇ haşri̇ye,xo9xu1o4o8bo2u4 xo4so3o0ru4yo4h||
huccet-i haşriye,xo9xu1o4o8bo2u4 xo4so3o0ru4yo4h||
hüccetim,xxu1o8bo2m
hüccetine,xxu1o8bo2bo1h
hüccetinin,xxu1o8bo2bo1ko3
hüccetini,xxu1o8bo2bo1y
hüccetin,xxu1o8bo2ko3
huccet-i̇ rahmet-i̇ alem,xo9xu1o4o8bo2u4 ro4xo0mo4bo2u4 ao4elo4mo0
huccet-i rahmet-i alem,xo9xu1o4o8bo2u4 ro4xo0mo4bo2u4 ao4elo4mo0
huccet-i rahmet-i âlem,xo9xu1o4o8bo2u4 ro4xo0mo4bo2u4 ao4elo4mo0
hüccet-i,xxu1o8bo2u4
hücceti,xxu1o8bo2y
hüccetiyle,xxu1o8bo2ylh
hüccetlerden,xxu1o8bo2lrdbo1
hüccetlerdir,xxu1o8bo2lrdr
hüccetlere,xxu1o8bo2lrh
hüccetleridir,xxu1o8bo2lrydr
hüccetlerinden,xxu1o8bo2lrbo1dbo1
hüccetlerine,xxu1o8bo2lrybo1h
hüccetlerini,xxu1o8bo2lrybo1y
hüccetlerin,xxu1o8bo2lrko3
hüccetleri,xxu1o8bo2lry
hüccetleriyle,xxu1o8bo2lrylh
hüccetlerle,xxu1o8bo2lrlh
hüccetler,xxu1o8bo2lr
hüccetle,xxu1o8bo2lh
hüccetli,xxu1o8bo2ly
hüccetsiz,xxu1o8bo2sro1
hüccetten,xxu1o8bo2dbo1
hüccette,xxu1o8bo2dh
hüccettir,xxu1o8bo2dr
hüccetullahilbâliğa,xxu1o8ho2 eellh elbu1elao1h
hüccetullah-il,xxu1o8ho2 eellh el
hüccetullahın,xxu1o8ho2 ello8h||ko3
hüccet-ül,xxu1o8ho2 el
hüccet-üz,xxu1o8bo2 el
hüccetüzzehra'nın,xxu1o8ho2 elro1o8hrebo1ko3
huccet,xo9xu1o4o8bo2o0
huccet,xxu1bo2
hüccet,xxu1bo2
hüccet,xxu1o8bo2
hücciyeti,xxu1o8ybo2y
hücec,xxu1xu1
huceste,xo1xu1sbo2h
huceste,xo1xu1sbo2h||
hüceyrata,xxu1yrebo2h
hüceyratına,xxu1yrebo2bo1h
hüceyratındaki,xxu1yrebo2bo1dh||ky
hüceyratından,xxu1yrebo2bo1dbo1
hüceyratında,xxu1yrebo2bo1dh
hüceyratın,xxu1yrebo2ko3
hüceyrat-ı,xxu1yrebo2u4
hüceyrât-ı,xxu1yrebo2u4
hüceyratı,xxu1yrebo2y
hüceyratıyla,xxu1yrebo2ylh
hüceyratları,xxu1yrebo2lry
hüceyratta,xxu1yrebo2dh
hüceyrat,xxu1bu2rebo2
hüceyrat,xxu1yrebo2
hüceyrecikten,xxu1yrh||xu1kdbo1
hüceyrecikte,xxu1yrh||xu1kdh
hüceyreden,xxu1yrh||dbo1
hüceyrede,xxu1yrh||dh
hüceyre-i,xxu1yrh'u4
hüceyrelerden,xxu1yrh||lrdbo1
hüceyrelerde,xxu1yrh||lrdh
hüceyrelere,xxu1yrh||lrh
hüceyrelerinden,xxu1yrh||lrbo1dbo1
hüceyrelerine,xxu1yrh||lrybo1h
hüceyrelerinin,xxu1yrh||lrybo1ko3
hüceyreleri,xxu1yrh||lry
hüceyrenin,xxu1yrh||bo1ko3
hüceyresinde,xxu1yrh||sbo1dh
hüceyresine,xxu1yrh||sbo1h
hüceyre,xxu1bu2rh
hüceyre,xxu1yrh
hüceyre,xxu1yrh||
hüceyreye,xxu1yrh||yh
hücra,hxu1re
hücralarda,hxu1relrdh
hücre,hxu1r
hücre,hxu1rh
hücre,hxu1rh||
hücre-i,xxu1rh'u4
hücrelerine,xxu1rh||lrybo1h
hücremde,xxu1rh||mdh
hücremin,xxu1rh||mko3
hücresine,xxu1rh||sbo1h
hücresi,xxu1rh||sy
hücrevi,xxu1rwy
hücre,xxu1rh
hücre,xxu1rh||
hücuma,hxu1wmh
hücumat-ı,hxu1mebo2u4
hücumcu,hxu1wmxu1y
hücûmcu,hxu1wmxu1y
hücumda,hxu1wmdh
hücumdaki,hxu1wmdh||ky
hücumdan,hxu1wmdbo1
hücumdur,hxu1wmdr
hücûm eden,hxu1wm ebu2dbo1
hücum eden,hxu1wm eydbo1
hücum etmek,hxu1wm e
hücûm etmek,hxu1wm e
hücûm ettirmek,hxu1wm ebu2bo2drmk
hücum ettirmek,hxu1wm eybo2drmk
hücum,hxu1wm
hücûm,hxu1wm
hücüm,hxu1wm
hücumla,hxu1wmlh
hücumlara,hxu1wmlrh
hücumlarda,hxu1wmlrdh
hücumlardan,hxu1wmlrdbo1
hücumlar,hxu1wmlr
hücumları,hxu1wmlry
hücumlarına,hxu1wmlrybo1h
hücumlarından,hxu1wmlrbo1dbo1
hücumların,hxu1wmlrko3
hücumlarını,hxu1wmlrybo1y
hücumlarının,hxu1wmlrybo1ko3
hücumlarıyla,hxu1wmlrylh
hücumlarla,hxu1wmlrlh
hücumu,hxu1wmy
hücumum,hxu1wmm
hücumuna,hxu1wmbo1h
hücumunda,hxu1wmbo1dh
hücumundan,hxu1wmbo1dbo1
hücumun,hxu1wmko3
hücumunu def' etmek,hxu1wmbo1y dfo1a e
hücûmunu def' etmek,hxu1wmbo1y dfo1a e
hücumunu,hxu1wmbo1y
hücumunun,hxu1wmbo1ko3
hücumuyla,hxu1wmylh
hücürat,xxu1rebo2
hücürât,xxu1rebo2
huda'a,xo1deah
hudabinane,xo1debu1ybo1ebo1h
hüdabinliktedir,xo1debu1ybo1lkdh||dr
hudabin,xo1debu1ybo1
hudabîn,xo1debu1ybo1
hudâbîn,xo1debu1ybo1
hüdabîn,xo1debu1ybo1
hüdadadır,hdedh||dr
hudadad,xo1deded
hudâdâd,xo1deded
hüdadan,hdedbo1
huda'dan,xo1dedbo1
hüdâdar,hdy||der
hüdadır,ho9dedr
huda'dır,xo1deadr
hüda,hde
hüdâ,ho9do99y
hüda-i,hdecu4
huda-i,xo1deau4
huda'ı,xo1deay
hu'daki,ho9wo4 dh||ky
hud'aları,xo1dah||lry
hudanekerde,xo1debo1krdh||
hudânekerde,xo1debo1krdh
hüdanın,hdebo1ko3
hud'anın,xo1dah||bo1ko3
hüdaperesttirler,xo1debu3rsbo2drlr
hudâperest,xo1debu3rsbo2
hüdaperest,xo1debu3rsbo2
hudapesendaneleriyle,xo1debu3sbo1debo1h||lrylh
hüdapesendane,xo1debu3sbo1debo1h
hudara,xo1wdeo6re
hudârâ,xo1wdeo6re
hudaşinas,xo1deso3bo1es
hudâşinas,xo1deso3bo1es
hüdasından,hdesbo1dbo1
hudasından,xo1desbo1dbo1
hüdasın,hdesko3
huda'sın,xo1deasko3
hüdavendigar,xo1dewbo1dker
hüdâvendigâr,xo1dewbo1dker
hudavendigar,xo1dewbo1dko7er
hudâvendigâr,xo1dewbo1dko7er
hudavend,xo1dewbo1d
hudâvend,xo1dewbo1d
hud'a,xo1dah
hud'a,xo1dah||
hud’a,xo1dah
hud’a,xo1dah||
huda,xo1de
hudâ,xo1de
huda',xo1dea
huda,xo1o9do4e
hudâ,xo1o9do4e
hüda'ya,hdeyh
hüdaya,hdeyh
hüdâya,hdeyh
hudaya,xo1deye
hudâyâ,xo1deye
huda'ya,xo1deyh
hüda-yı,hdeyu4
hudâyinâbit,xo1debu2y bo1ebu1bo2
hudayinabit,xo1deyy bo1ebu1bo2
huda-yı,xo1deyu4
hud'da,hwddh
hud'daki,hwddh||ky
hüddamını,xo1do8embo1y
hüddamlar,xo1do8emlr
huddam,xo1dem
huddâm,xo1dem
hüddam,xo1do8em
hudeybiye'de,xdybu1yh||dh
hudeybiye'nin,xdybu1yh||bo1ko3
hudeybiye,xdybu1yh
hudeybiye'yi,xdybu1yh||yy
hüdhüd,hdhd
hüdhüd,ho9do0ho9d
hüdhüdmisal,hdhdmbo3el
hüdhüd-ü,ho9do0ho9du4
hüdhüd'ün,hdhdko3
hüdhüdün,hdhdko3
hud,hwd
hudperest,xo1wdbu3rsbo2
hudrî'den,xo1dry||dbo1
hudrî,xo1dry
hudrun,xo1o9zo1o0rٹ
hududa,xdwdh
hududdan,xdwddbo1
hududda,xdwddh
hududlara,xdwdlrh
hududlarda,xdwdlrdh
hududlarından,xdwdlrbo1dbo1
hududlarını,xdwdlrybo1y
hududların,xdwdlrko3
hududları,xdwdlry
hududlar,xdwdlr
hududsuzluğu,xdwdsro1lao1y
hududsuz,xdwdsro1
hududumuzu,xdwdmro1y
hududum,xdwdm
hududuna,xdwdybo1h
hududundan,xdwdbo1dbo1
hududunda,xdwdbo1dh
hududunu,xdwdybo1y
hududunuz,xdwdyko3ro1
hudud-u,xdwdu4
hududu,xdwdy
hudud,xdwd
hudûd,xdwd
hûd-u,hwdu4
hudûsa,xdwbo3h
hudûsları,xdwbo3lry
hudûstan,xdwbo3dbo1
hudûsta,xdwbo3dh
hudûsuna,xdwbo3bo1h
hudûsundan,xdwbo3bo1dbo1
hudûsun,xdwbo3ko3
hudûsu,xdwbo3y
hudûs,xdwbo3
hudus,xdws
hudûs,xdws
hudutlara,xdwdlrh
hudutlarda,xdwdlrdh
hudutlarından,xdwdlrbo1dbo1
hudutların,xdwd lrko3
hudutları,xdwd lry
hudutlar,xdwdlr
hudutsuz,xdwdsro1
hudut,xdwd
hud,xo1wd
hûd,xo1wd
huffaşa,xo1fo1o8eso3h
huffaş,xo1fo1eso3
huffâş,xo1fo1eso3
huffaş,xo1fo1o8eso3
huffaz,xfo1eto1
huffâz,xfo1eto1
hufre etmek حفره ا,xfo1re
hufr etmek,xfo1re
hufre,xfo1rh
hufre,xfo1rh||
hufte,xo1fo1bo2h
hufte,xo1fo1bo2h||
hügo'lar,hwao1wlr
hügo'nun,hwao1wbo1ko3
hu,ho9w
hu,hw
hû,hw
hükemadan,xkmedbo1
hükema-i,xkmecu4
hükemalara,xkmelrh
hükemalarından,xkmelrbo1dbo1
hükemalarının,xkmelrybo1ko3
hükemaların,xkmelrko3
hükemaları,xkmelry
hükemalar,xkmelr
hükemanın,xkmebo1ko3
hükemasıdır,xkmesydr
hükemâsıdır,xkmesydr
hükemasına,xkmesbo1h
hükemasından,xkmesbo1dbo1
hükemasının,xkmesbo1ko3
hükeması,xkmesy
hükemasıyla,xkmesylh
hükema,xkme
hükemâ,xkme
hükema-yı,xkmeyu4
hükemayı,xkmeyy
hükkamın,xko8emko3
hükkâmın,xo9ko8emko3
hükkam-ı,xko8emu4
hükkâm-ı,xko8emu4
hükkam,xkem
hükkâm,xkem
hükmedebilir,xkm eydh||bu1ylyr
hükmedeceksin,xkm eydh||xu1ksko3
hükmedecektir,xkm eydh||xu1kdr
hükmedecek,xkm eydh||xu1k
hükmedemem,xkm eydh||mh||m
hükmedemez,xkm eydh||mro1
hükmedemiyorlar,xkm eydh||myywrlr
hükmedemiyor,xkm eydh||myywr
hükmedenlere,xkm eydbo1lrh
hükmedenler,xkm eydbo1lr
hükmeden,xkm eydbo1
hükmederek,xkm eydh||rk
hükmederiz,xkm eydrro1
hükmederler,xkm eydrlr
hükmeder,xkm eydr
hükmedilebileceğine,xkm eydylh||bu1ylh||xu1ko7bo1h
hükmedilebilir,xkm eydylh||bu1ylyr
hükmedilecekti,xkm eydylh||xu1kdy
hükmedilemediğinden,xkm eydylh||mdyko7bo1dbo1
hükmedilemiyeceğine,xkm eydylh||myh||xu1ko7bo1h
hükmedilirse,xkm eydylyrsh
hükmedilir,xkm eydylyr
hükmedilmediği,xkm eydylmdyko7y
hükmedilmesini,xkm eydylmh||sbo1y
hükmedilmez,xkm eydylmro1
hükmedilmiş,xkm eydylmso3
hükmedilsin,xkm eydylsybo1
hükmediniz,xkm eydyko3ro1
hükmedip,xkm eydwbu1
hükmediyorduk,xkm eydyywrdfo2
hükmediyordu,xkm eydyywrdy
hükmediyorlar,xkm eydyywrlr
hükmediyorsunuz,xkm eydyywrsko3ro1
hükmediyorsun,xkm eydyywrsko3
hükmediyorum,xkm eydyywrm
hükmediyoruz,xkm eydyywrro1
hükmediyor,xkm eydyywr
hükmen,xkmeo44
hükmen,xkmo44e
hükmetmektir,xkm eybo2mkdr
hükm etmek,xkm e
hükmetmek,xkm eybo2mk
hükmetmeliyiz,xkm eybo2mly||yro1
hükmetmemek,xkm eybo2mh||mk
hükmetmemişler,xkm eybo2mh||mso3lr
hükmetmesi,xkm eybo2mh||sy
hükmetmeye,xkm eybo2mko7h
hükmetmezse,xkm eybo2mro1sh
hükmetmişlerdir,xkm eybo2mso3lrdr
hükmetmişler,xkm eybo2mso3lr
hükmetmişse,xkm eybo2mso3sh
hükmetmişsin,xkm eybo2mso3sko3
hükmetmiştir,xkm eybo2mso3dr
hükmetmiş,xkm eybo2mso3
hükmetsen,xkm eybo2sh||ko3
hükmetse,xkm eybo2sh
hükmetsin,xkm eybo2sybo1
hükmettiğinden,xo9km eybo2dyko7bo1dbo1
hükmettiğine,xkm eybo2dyko7bo1h
hükmettiğini,xkm eybo2dyko7bo1y
hükmettiği,xkm eybo2dyko7y
hükmettiklerine,xkm eybo2dklrybo1h
hükmettikleri,xkm eybo2dklry
hükmettik,xkm eybo2dk
hükmetti,xkm eybo2dy
hükme,xkmh
hükmeylediler,xo9km eo5yldylr
hükmeyledim,xkm eo5ylh||dm
hükmeyler,xkm eo5ylr
hükmeyleyen,xkm eo5ylh||ybo1
hükmi,xkmy
hükmî,xkmy
hükmîyi,xkmy||yy
hükmiyle,xkmylh
hükmolunan,xo9km ewlwbo1ebo1
hükmolunur,xkm ewlbo1wr
hükmüdür,xkmydr
hükmümü,xkmmy
hükmümüzü,xkmmro1y
hükmünce,xkmbo1xu1h
hükmündedirler,xkmbo1dh||drlr
hükmündedir,xkmbo1dh||dr
hükmündeki,xkmbo1dh||ky
hükmünden,xkmbo1dbo1
hükmündesiniz,xkmbo1dh||sko3ro1
hükmündesin,xkmbo1dh||sko3
hükmünde,xkmbo1dh
hükmündeyim,xkmbo1dh||ym
hükmündeyiz,xkmbo1dh||yro1
hükmüne,xkmbo1h
hükmünü bozmak,xkmbo1y bu1wro1mfo2
hükmünü fi'le çıkarmak,xkmbo1y fo1alh xu3bu2fo2ermfo2
hükmünü fi'le çıkarmak,xkmbo1y fo1alh xu3yfo2ermfo2
hükmünün,xkmbo1ko3
hükmünü,xkmbo1y
hükmünüzün,xkmko3ro1ko3
hükmünüzü,xkmko3ro1y
hükmünüz,xkmko3ro1
hükmün,xkmko3
hükmü olmak,xkmy ew
hükmü,xkmy
hükm-ü,xo9kmu4
hükmüyledir,xkmylh||dr
hükmüyle,xkmylh
hükm,xkm
hukne,xfo2bo1h
hukne,xfo2bo1h||
hukuka,xfo2wfo2h
hukukçulardan,xfo2wfo2xu1ylrdbo1
hukuk-i siyasiye,xfo2wfo2 sbu2esbu2h
hukuk-i̇ si̇yasi̇ye,xfo2wfo2 syesyh||
hukuk-i siyasiye,xfo2wfo2 syesyh||
hukuki,xfo2wfo2y
hukukî,xfo2wfo2y
hukûkî,xfo2wfo2y
hukukiyyunun,xfo2wfo2ywbo1ko3
hukuklara,xfo2wfo2lrh
hukuklarımın,xfo2wfo2lrymko3
hukuklarımızın,xfo2wfo2lrymro1ko3
hukuklarına,xfo2wfo2lrybo1h
hukuklarını,xfo2wfo2lrybo1y
hukukların,xfo2wfo2lrko3
hukukları,xfo2wfo2lry
hukuklar,xfo2wfo2lr
hukukla,xfo2wfo2lh
hukukşinas,xfo2wfo2 so3bo1es
hukuktadır,xfo2wfo2dh||dr
hukukta,xfo2wfo2dh
hukūk-u amme,xo9fo2o9wfo2o9 ao4emo4o8h||
hukūk-u âmme,xo9fo2o9wfo2o9 ao4emo4o8h
hukŪk-u âmme,xo9fo2o9wfo2o9 ao4emo4o8h
hukukullaha,xfo2wfo2 ello8h||h
hukukullahı,xfo2wfo2 ello8h||y
hukukullah,xfo2wfo2 eellh
hukuk-ul,xfo2wfo2 el
hukukuma,xfo2wfo2mh
hukûk-u medeniyet,xo9fo2o9wfo2o9 mo4do4bo1u4bu2o4bo2o0
hukuk-u medeni̇yet,xo9fo2o9wfo2o9 mo4do4bo1u4yo4bo2o0
hukuk-u medeniyet,xo9fo2o9wfo2o9 mo4do4bo1u4yo4bo2o0
hukukumun,xfo2wfo2mko3
hukukumu,xfo2wfo2my
hukukumuza,xfo2wfo2mro1h
hukukumuzun,xfo2wfo2mro1ko3
hukukumuzu,xfo2wfo2mro1y
hukukum,xfo2wfo2m
hukukuna,xfo2wfo2bo1h
hukukunun,xfo2wfo2bo1ko3
hukukunu,xfo2wfo2bo1y
hukukunuzu,xfo2wfo2ko3ro1y
hukukun,xfo2wfo2ko3
hukuk-u,xfo2wfo2u4
hukuku,xfo2wfo2y
hukukuyla,xfo2wfo2ylh
hukuk,xfo2wfo2
hukuk,xo9fo2o9wfo2o0
hükümat,xkwmebo2
hükümdarane,xkmderebo1h
hükümdarane,xkmderebo1h||
hükümdârâne,xkmderebo1h
hükümdara,xkmderh
hükümdar-ı,xkmderu4
hükümdari,xkmdery
hükümdârî,xkmdery
hükümdarlara,xkmderlrh
hükümdarlarından,xkmderlrbo1dbo1
hükümdarların,xkmderlrko3
hükümdarları,xkmderlry
hükümdarlarla,xkmderlrlh
hükümdarlar,xkmderlr
hükümdarla,xkmderlh
hükümdarlığın,xkmderlao1ko3
hükümdarlık,xkmderlfo2
hükümdar,xkmder
hükümdâr,xkmder
hükümden,xkmdbo1
hükümde,xkmdh
hükümdür,xkmdr
hükûmetçe,xkwmbo2xu1h
hükumet etmek,xkwmbo2 e
hükûmet etmek,xkwmbo2 e
hükûmete,xkwmbo2h
hükûmetidir,xkwmbo2ydr
hükûmetimize,xkwmbo2mro1h
hükûmetimizin,xkwmbo2mro1ko3
hükûmetimizi,xkwmbo2mro1y
hükûmetimiz,xkwmbo2mro1
hükümet-i̇ müstebi̇de,xkwmbo2 msbo2bu1dh||
hükümet-i müstebide,xkwmbo2 msbo2bu1dh
hükümet-i müstebide,xkwmbo2 msbo2bu1dh||
hükûmetince,xkwmbo2bo1xu1h
hükûmetindeki,xkwmbo2bo1dh||ky
hükûmetinden,xkwmbo2bo1dbo1
hükûmetinde,xkwmbo2bo1dh
hükûmetindir,xkwmbo2ko3dr
hükûmetine,xkwmbo2bo1h
hükûmeti'nin,xkwmbo2bo1ko3
hükûmetinin,xkwmbo2bo1ko3
hükûmetini,xkwmbo2bo1y
hükûmetiniz,xkwmbo2ko3ro1
hükûmetin,xkwmbo2ko3
hükûmet-i,xkwmbo2u4
hükûmeti,xkwmbo2y
hükûmetiyle,xkwmbo2ylh
hükûmetlerden,xkwmbo2lrdbo1
hükûmetlerde,xkwmbo2lrdh
hükûmetlere,xkwmbo2lrh
hükûmetlerinde,xkwmbo2lrbo1dh
hükûmetlerini,xkwmbo2lrybo1y
hükûmetlerin,xkwmbo2lrko3
hükûmetleri,xkwmbo2lry
hükümetleri,xkwmbo2lry
hükûmetlerle,xkwmbo2lrlh
hükûmetler,xkwmbo2lr
hükûmetle,xkwmbo2lh
hükûmetsiz,xkwmbo2sro1
hükûmetteki,xkwmbo2dh||ky
hükûmetten,xkwmbo2dbo1
hükûmette,xkwmbo2dh
hükûmettir,xkwmbo2dr
hükumet,xkwmbo2
hükûmet,xkwmbo2
hükümet,xkwmbo2
hüküm-fermadır,xkmfo1rmedr
hükümfermadır,xkmfo1rmedr
hükümfermalığını,xkmfo1rmelao1bo1y
hükümfermalığı,xkmfo1rmelao1y
hüküm-fermalık,xkmfo1rmelfo2
hükümfermalık,xkmfo1rmelfo2
hüküm-ferma,xkmfo1rme
hükümferma,xkmfo1rme
hükümferma,xkm fo1rme
hükümfermâ,xkm fo1rme
hükümlerden,xkmlrdbo1
hükümlerde,xkmlrdh
hükümlere,xkmlrh
hükümleridir,xkmlrydr
hükümlerinden,xkmlrbo1dbo1
hükümlerinde,xkmlrbo1dh
hükümlerine,xkmlrybo1h
hükümlerinin,xkmlrybo1ko3
hükümlerini,xkmlrybo1y
hükümlerinize,xkmlryko3ro1h
hükümlerin,xkmlrko3
hükümleri,xkmlry
hükümleriyle,xkmlrylh
hükümler,xkmlr
hükümlü,xkmly
hükümname,xkmbo1emh||
hükümnâme,xkmbo1emh
hükümrandır,xkmrebo1dr
hükümrani,xkmrebo1y
hükümranı,xkmrebo1y
hükümrânî,xkmrebo1y
hükümranlık,xkmrebo1lfo2
hükümran,xkmrebo1
hükümran,xo9ko9mo0ro4ebo1o0
hükümrân,xo9ko9mo0ro4ebo1o0
hükümsüzdür,xkmsro1dr
hükümsüzlüktür,xkmsro1lkdr
hükümsüzlük,xkmsro1lk
hükümsüz,xkmsro1
hüküm,xkm
huk,xo1wk
hûk,xo1wk
hülâgu'dan,hlekwdbo1
hülâgu,hlekw
hülâgu'nun,hlekwbo1ko3
hülâgu'yu,hlekwyy
hülâsadaki,xo1lezh||dh||ky
hülâsadan,xo1lezh||dbo1
hulâsadır,xo1lezh||dr
hülâsadır,xo1lezh||dr
hulasa etmek,xo1lezh e
hulâsa etmek,xo1lezh e
hülasa etmek,xo1lezh e
hülâsa etmek,xo1lezh e
hulasa-i̇ kelam,xo1lezhc klem
hulasa-i kelam,xo1lezhc klem
hulâsa-i kelâm,xo1lezhc klem
hülasa-i kelam,xo1lezhcklem
hülâsa-i kelâm,xo1lezhcklem
hulâsa-i,xo1lezh'u4
hülâsa-i,xo1lezh'u4
hülâsalara,xo1lezh||lrh
hülâsalardan,xo1lezh||lrdbo1
hülâsalarda,xo1lezh||lrdh
hülâsalarıdırlar,xo1lezh||lrydrlr
hülâsalarıdır,xo1lezh||lrydr
hulâsalarını,xo1lezh||lrybo1y
hülâsalarını,xo1lezh||lrybo1y
hülâsaları,xo1lezh||lry
hülâsalarıyla,xo1lezh||lrylh
hulâsalarla,xo1lezh||lrlh
hülâsalarla,xo1lezh||lrlh
hülâsalar,xo1lezh||lr
hulâsalı,xo1lezh||ly
hülâsalı,xo1lezh||ly
hülâsa'nın,xo1lezh||bo1ko3
hülâsanın,xo1lezh||bo1ko3
hulâsasıdır,xo1lezh||sydr
hülâsasıdır,xo1lezh||sydr
hulâsasına,xo1lezh||sbo1h
hülâsasına,xo1lezh||sbo1h
hulâsasından,xo1lezh||sbo1dbo1
hülâsasından,xo1lezh||sbo1dbo1
hülâsasının,xo1lezh||sbo1ko3
hulâsasını,xo1lezh||sbo1y
hülâsasını,xo1lezh||sbo1y
hulâsası,xo1lezh||sy
hülasası,xo1lezh||sy
hülâsası,xo1lezh||sy
hülâsasıyla,xo1lezh||sylh
hülasatan,xo1lezho2
hülâsatan,xo1lezho2
hulasaten,xo1lezho2
hulâsaten,xo1lezho2
hulasaten,xo1lezho2o44
hulâsaten,xo1lezho2o44
hülâsaten,xo1lezho2o44
hulasaten,xo1o9lo4ezo4ho2o44
hulâsaten,xo1o9lo4ezo4ho2o44
hulasa toplamak,xo1lezh twbu3lemfo2
hulâsa toplamak,xo1lezh twbu3lemfo2
hulâsat-ül-hulâsadır,xo1lezho2 elxo1lezh||dr
hülasat-ül-hülasa,xo1lezho2 elxo1lezh||
hülâsat-ül-hülâsa,xo1lezho2 elxo1lezh
hülâsat-ül,xo1lezho2 el
hulasa,xo1lezh
hulasa,xo1lezh||
hulâsa,xo1lezh
hülasa,xo1lezh||
hülâsa,xo1lezh
hulasa,xo1o9lo4ezo4h||
hulâsa,xo1o9lo4ezo4h
hülâsa'ya,xo1lezh||yh
hülâsa'yı,xo1lezh||yy
hülâsayı,xo1lezh||yy
huld,xo1ld
hulefadan,xo1lfo1edbo1
hulefa-i,xo1lfo1ecu4
hulefasından,xo1lfo1esbo1dbo1
hulefa,xo1lfo1e
hulefâ,xo1lfo1e
hulefa-yı,xo1lfo1eyu4
hulel-i,xo9lo4lu4
hulf etmek,xo1lfo1 e
hulfetmek,xo1lfo1 eybo2mk
hulfetmez,xo1lfo1 eybo2mro1
hulf-i yemîn etmek,xo1lfo1 bu2mbu2bo1 e
hulf-i yemin etmek,xo1lfo1 ymybo1 e
hulf-ul-vaad,xo1lfo1 elwad
hulfül-vaad,xo1lfo1 elwad
hulfül-va'de,xo1lfo1 elwadh
hulful-va'd,xo1lfo1 elwad
hulfül-vaîd,xo1lfo1 elwayd
hulf-ul,xo1lfo1 el
hulf-ül,xo1lfo1 el
hulf-ü,xo1lfo1u4
hulf,xo1lfo1
hulf,xo1o9lo0fo1o0
hulkî,xo1lfo2y
hulkum,xlfo2wm
hulkûm,xlfo2wm
hulkun,xo1lfo2ko3
hulk,xo1lfo2
hulk,xo1o9lfo2
hülleci,xlh<>xu1y
hülleci,xlh||xu1y
hulleden,xlo8h||dbo1
hulledir,xlo8h||dr
hulle-i inâyet,xo9lo4o8u4 au4bo1o4ebu2o4bo2o0
hulle-i̇ i̇nayet,xo9lo4o8ۀu4 au4bo1o4eyo4bo2o0
hulle-i inayet,xo9lo4o8ۀu4 au4bo1o4eyo4bo2o0
hulle-i,xlo8h'u4
hulleleri,xlo8h||lry
hulleleriyle,xlo8h||lrylh
hulleler,xlo8h||lr
hullenin,xlo8h||bo1ko3
hullesinden,xlo8h||sbo1dbo1
hullet,xo1lbo2
hülle,xlh
hülle,xlh||
hulle,xlo8h
hulleye,xlo8h||yh
hulleyi,xlo8h||yy
hulud,xo1lwd
hulûd,xo1lwd
hulukuhu-l,xo1lo9fo2o9ho9 el
