
ş,so3,ش
şîrmerd,so3bu2rmrd,شيرمرد
şîrpençe,so3bu2rbu3bo1xu1h,شيرپنجه
şîrpençe,so3bu2rbu3bo1xu3h,شيرپنچه
şîrâze,so3bu2rero1h,شيرازه
şît-i,so3ybo2u4,شیتِ
şîve,so3bu2wh,شيوه
şîvebaz,so3bu2wh bu1ero1,شيوه باز
şîvekâr,so3bu2wh ker,شيوه کار
şîveli,so3bu2wh||ly,شيوه‌لی
şîven,so3bu2wbo1,شيون
şîvesiz,so3bu2wh||sro1,شيوه‌سز
şîvesizlik,so3bu2wh||sro1lk,شيوه‌سزلک
şîî,so3bu2ay,شيعی
şîşe,so3bu2so3h,شيشه
şöhre,so3hrh,شهره
şöhre,so3hrh||,شهره‌
şöhret kazanmak,so3hrbo2 fo2ro1ebo1mfo2,شهرت قزانمق
şöhret,so3hrbo2,شهرت
şöhret-i,so3hrbo2u4,شهرتِ
şöhret-perest,so3hrbo2||bu3rsbo2,شهرت‌پرست
şöhret-perestlik,so3hrbo2||bu3rsbo2lk,شهرت‌پرستلک
şöhret-şiar,so3hrbo2||so3aer,شهرت‌شعار
şöhret-şiar-ı,so3hrbo2||so3aeru4,شهرت‌شعارِ
şöhrete,so3hrbo2h,شهرته
şöhretgir-i,so3hrbo2ko7yru4,شهرتگیرِ
şöhretgîr,so3o9hrbo2ko7yr,شُهرتگیر
şöhretgîr-i,so3hrbo2ko7yru4,شهرتگیرِ
şöhreti,so3hrbo2y,شهرتی
şöhretin,so3hrbo2ko3,شهرتڭ
şöhretinden,so3hrbo2bo1dbo1,شهرتندن
şöhretini,so3hrbo2bo1y,شهرتنی
şöhretiyle,so3hrbo2ylh,شهرتیله
şöhretle,so3hrbo2lh,شهرتله
şöhretli,so3hrbo2ly,شهرتلی
şöhretperest,so3hrbo2||bu3rsbo2,شهرت‌پرست
şöhretperestlerin,so3hrbo2||bu3rsbo2lrko3,شهرت‌پرستلرڭ
şöhretperestlik,so3hrbo2||bu3rsbo2lk,شهرت‌پرستلک
şöhretperestlikle,so3hrbo2||bu3rsbo2lklh,شهرت‌پرستلکله
şöhretperestlikten,so3hrbo2||bu3rsbo2lkdbo1,شهرت‌پرستلکدن
şöhretperestliğe,so3hrbo2||bu3rsbo2lko7h,شهرت‌پرستلگه
şöhretperestliğin,so3hrbo2||bu3rsbo2lko7ko3,شهرت‌پرستلگڭ
şöhretperestliğinin,so3hrbo2||bu3rsbo2lko7bo1ko3,شهرت‌پرستلگنڭ
şöhretperverane,so3hrbo2||bu3rwrebo1h,شهرت‌پرورانه
şöhretten,so3hrbo2dbo1,شهرتدن
şöhretşiar,so3hrbo2 so3aer,شهرت شعار
şöhretşiar,so3hrbo2||so3aer,شهرت‌شعار
şöhretşiar-ı,so3hrbo2||so3aeru4,شهرت‌شعارِ
şöhretşiâr,so3hrbo2 so3aer,شهرت شعار
şömine,so3wmbu2bo1h,شومينه
şömine,so3wmybo1h||,شومینه‌
şöven,so3wwh<>bo1,شووه‌ن
şöven,so3wwh||bo1,شووه‌ن
şövenizm,so3wwbu2bo1bu2ro1m,شووينيزم
şövenizm,so3wwybo1yro1m,شووینیزم
şöyle böyle,so3wbu2lh bu1wbu2lh,شويله بويله
şöyle böyle,so3wylh bu1wylh||,شویله بویله‌
şöyle ki,so3wbu2lh kh,شويله که
şöyle ki,so3wylh kh||,شویله که‌
şöyle,so3wbu2lh,شويله
şöyle,so3wylh,شویله
şöyle,so3wylh||,شویله‌
şöylece,so3wbu2lh||xu1h,شويله‌جه
şöylece,so3wylh<>xu1h||,شویله‌جه‌
şöylece,so3wylh||xu1h,شویله‌جه
şöyledir,so3wylh||dr,شویله‌در
şöyledirler,so3wylh||drlr,شویله‌درلر
şöyleki,so3wylh||kh,شویله‌که
şûbe,so3abu1h,شعبه
şûh,so3wxo1,شوخ
şûhluk,so3wxo1lfo2,شوخلق
şûhmeşreb,so3wxo1 mso3rbu1,شوخ مشرب
şûle,so3alh,شعله
şûle-i,so3alhu4,شعلهِ
şûleli,so3alh||ly,شعله‌لی
şûm,so3wm,شوم
şûr,so3wr,شور
şûra'nın,so3wry||bo1ko3,شوری‌نڭ
şûra,so3wry,شوری
şûra-yı,so3wreyu4,شورایِ
şûradır,so3wredr,شورادر
şûralar,so3wry||lr,شوری‌لر
şûranın,so3wry||bo1ko3,شوری‌نڭ
şûraya,so3wry||yh,شوری‌یه
şûrayı,so3wry||yy,شوری‌یی
şûrbaht,so3wrbu1xo1bo2,شوربخت
şûre,so3wrh,شوره
şûrede,so3wrh||dh,شوره‌ده
şûrelerinden,so3wrh||lrbo1dbo1,شوره‌لرندن
şûresinden,so3wrh||sbo1dbo1,شوره‌سندن
şûrezâr,so3wrh ro1er,شوره زار
şûrezâr,so3wrh||ro1er,شوره‌زار
şûristan,so3wrsbo2ebo1,شورستان
şûristana,so3wrsbo2ebo1h,شورستانه
şûristanda,so3wrsbo2ebo1dh,شورستانده
şûristân,so3wrsbo2ebo1,شورستان
şûriş,so3wrso3,شورش
şûrâ,so3o9wrbu2,شُوري
şûrâ,so3wre,شورا
şûrâ-yi devlet,so3o9wro4ebu2u4  do4wo0lo4bo2o0,شُورَايِ  دَوْلَتْ
şûrâ-yı devlet,so3o9wro4ebu2u4  do4wo0lo4bo2o0,شُورَايِ  دَوْلَتْ
şûrîde,so3wrydh,شوریده
şûrîdebaht,so3wrydh bu1xo1bo2,شوریده بخت
şûrîdehâtır,so3wrydh xo1etr,شوریده خاطر
şûy,so3wy,شوی
şübban-ı,so3bu1o8ebo1u4,شبّانِ
şübeh,so3bu1h,شبه
şübehat,so3bu1hebo2,شبهات
şübehat-âlûd,so3bu1hebo2||eo6lwd,شبهات‌آلود
şübehat-ı,so3bu1hebo2u4,شبهاتِ
şübehata,so3bu1hebo2h,شبهاته
şübehatta,so3bu1hebo2dh,شبهاتده
şübehattan,so3bu1hebo2dbo1,شبهاتدن
şübehatı,so3bu1hebo2y,شبهاتی
şübehatın,so3bu1hebo2ko3,شبهاتڭ
şübehatından,so3bu1hebo2bo1dbo1,شبهاتندن
şübehatını,so3bu1hebo2bo1y,شبهاتنی
şübehatıyla,so3bu1hebo2ylh,شبهاتیله
şübehi,so3o9bu1o4hy,شُبَهی
şübhe etmek,so3bu1hh e,شبهه ا
şübhe,so3bu1hh,شبهه
şübhe,so3bu1hh||,شبهه‌
şübhe-i,so3bu1hhu4,شبههِ
şübhecileri,so3bu1hh||xu1ylry,شبهه‌جیلری
şübhedar,so3bu1hh der,شبهه دار
şübhedar,so3bu1hh||der,شبهه‌دار
şübheden,so3bu1hh||dbo1,شبهه‌دن
şübhelen,so3bu1hh<>lbo1,شبهه‌لن
şübhelendim,so3bu1hh||lbo1dm,شبهه‌لندم
şübhelendir,so3bu1hh<>lbo1dyr,شبهه‌لندیر
şübhelendirmek,so3bu1hh<>lbo1dyrmk,شبهه‌لندیرمک
şübhelendirmek,so3bu1hh||lbo1dbu2rmk,شبهه‌لنديرمک
şübhelendirmesin,so3bu1hh||lbo1dyrmh||sybo1,شبهه‌لندیرمه‌سین
şübhelenmek,so3bu1hh<>lbo1mk,شبهه‌لنمک
şübhelenmek,so3bu1hh||lbo1mk,شبهه‌لنمک
şübheler,so3bu1hh||lr,شبهه‌لر
şübhelerden,so3bu1hh||lrdbo1,شبهه‌لردن
şübhelere,so3bu1hh||lrh,شبهه‌لره
şübheleri,so3bu1hh||lry,شبهه‌لری
şübhelerim,so3bu1hh||lrm,شبهه‌لرم
şübhelerin,so3bu1hh||lrko3,شبهه‌لرڭ
şübhelerinde,so3bu1hh||lrbo1dh,شبهه‌لرنده
şübhelerine,so3bu1hh||lrybo1h,شبهه‌لرینه
şübhelerini,so3bu1hh||lrybo1y,شبهه‌لرینی
şübhelerinin,so3bu1hh||lrybo1ko3,شبهه‌لرینڭ
şübheleriniz,so3bu1hh||lryko3ro1,شبهه‌لریڭز
şübheleriyle,so3bu1hh||lrylh,شبهه‌لریله
şübhelerle,so3bu1hh||lrlh,شبهه‌لرله
şübheli,so3bu1hh lw,شبهه لو
şübheli,so3bu1hh<>ly,شبهه‌لی
şübheli,so3bu1hh||ly,شبهه‌لی
şübheli,so3hbu1h lw,شهبه لو
şübhelidir,so3bu1hh||lydr,شبهه‌لیدر
şübhelilere,so3bu1hh||lylrh,شبهه‌لیلره
şübhem,so3bu1hh||m,شبهه‌م
şübhemiz,so3bu1hh||mro1,شبهه‌مز
şübhen,so3bu1hh||ko3,شبهه‌ڭ
şübhenin,so3bu1hh||bo1ko3,شبهه‌نڭ
şübheniz,so3bu1hh||ko3ro1,شبهه‌ڭز
şübhenizi,so3bu1hh||ko3ro1y,شبهه‌ڭزی
şübhesi,so3bu1hh||sy,شبهه‌سی
şübhesini,so3bu1hh||sbo1y,شبهه‌سنی
şübhesiz,so3bu1hh<>sro1,شبهه‌سز
şübhesiz,so3bu1hh||sro1,شبهه‌سز
şübhesizdir,so3bu1hh||sro1dr,شبهه‌سزدر
şübhesizlik,so3bu1hh<>sro1lk,شبهه‌سزلک
şübhesizlik,so3bu1hh||sro1lk,شبهه‌سزلک
şübheye,so3bu1hh||yh,شبهه‌یه
şübheyi,so3bu1hh||yy,شبهه‌یی
şüca',so3xu1ea,شجاع
şüca'at,so3xu1eabo2,شجاعت
şüca’,so3xu1ea,شجاع
şüca’at,so3xu1eabo2,شجاعت
şücun,so3xu1wbo1,شجون
şücâ',so3xu1ea,شجاع
şücâ'at,so3xu1eabo2,شجاعت
şücûn,so3xu1wbo1,شجون
şüfea,so3fo1ae,شفعا
şüfeâ,so3fo1ae,شفعا
şüheda,so3hde,شهدا
şüheda,so3o9ho4do4e,شُهَدَا
şüheda-i,so3hdecu4,شهداءِ
şüheda-yı,so3hdeyu4,شهدایِ
şühedalara,so3hdelrh,شهدالره
şühedanın,so3hdebo1ko3,شهدانڭ
şühedanıza,so3hdeko3ro1h,شهداڭزه
şühedasından,so3hdesbo1dbo1,شهداسندن
şühedayı,so3hdeyy,شهدایی
şühedâ,so3hde,شهدا
şühedâ,so3o9ho4do4e,شُهَدَا
şühud,so3hwd,شهود
şühudu,so3hwdy,شهودی
şühudun,so3hwdko3,شهودڭ
şühur,so3hwr,شهور
şühûd,so3hwd,شهود
şühûr,so3hwr,شهور
şükr etmek,so3kre,شکرا
şükr,so3kr,شکر
şükr-ü külli,so3o9ko0ro9 ko9lu4o8bu2,شُکْرُ کُلِّي
şükr-ü külli,so3o9ko0ro9 ko9lu4o8y,شُکْرُ کُلِّی
şükr-ü külli̇,so3o9ko0ro9 ko9lu4o8y,شُکْرُ کُلِّی
şükr-ü küllî,so3o9ko0ro9 ko9lu4o8bu2,شُکْرُ کُلِّي
şükr-ü,so3kru4,شکرِ
şükran,so3krebo1,شکران
şükran,so3o9ko0ro4ebo1,شُکْرَان
şükran-ı,so3krebo1u4,شکرانِ
şükrana,so3krebo1h,شکرانه
şükrandan,so3krebo1dbo1,شکراندن
şükrandır,so3krebo1dr,شکراندر
şükrane,so3krebo1h||,شکرانه‌
şükraniye,so3krebo1yh,شکرانیه
şükraniyesi,so3krebo1yh||sy,شکرانیه‌سی
şükraniyeyi,so3krebo1yh||yy,شکرانیه‌یی
şükraniyyet,so3krebo1ybo2,شکرانیت
şükranla,so3krebo1lh,شکرانله
şükranlarıma,so3krebo1lrymh,شکرانلریمه
şükranlarımla,so3krebo1lrmlh,شکرانلرمله
şükranlarımı,so3krebo1lrymy,شکرانلریمی
şükranlarımız,so3krebo1lrymro1,شکرانلریمز
şükranlarımızı,so3krebo1lrymro1y,شکرانلریمزی
şükranlarını,so3krebo1lrybo1y,شکرانلرینی
şükranı,so3krebo1y,شکرانی
şükranım,so3krebo1m,شکرانم
şükranımızı,so3krebo1mro1y,شکرانمزی
şükranımızın,so3krebo1mro1ko3,شکرانمزڭ
şükranız,so3krebo1ro1,شکرانز
şükre,so3krh,شکره
şükredecek,so3kr eydh||xu1k,شکر ایده‌جک
şükredeceğim,so3kr eydh||xu1ko7m,شکر ایده‌جگم
şükredeceğimi,so3kr eydh||xu1ko7my,شکر ایده‌جگمی
şükreder,so3kr eydr,شکر ایدر
şükrederek,so3kr eydh||rk,شکر ایده‌رک
şükrederim,so3kr eydrm,شکر ایدرم
şükrederiz,so3kr eydrro1,شکر ایدرز
şükrederken,so3kr eydrkbo1,شکر ایدرکن
şükrederlerse,so3kr eydrlrsh,شکر ایدرلرسه
şükredersiniz,so3kr eydrsko3ro1,شکر ایدرسڭز
şükredeyim,so3kr eydh||ym,شکر ایده‌یم
şükredilmeli,so3kr eydylmh||ly,شکر ایدیلمه‌لی
şükredilmezse,so3kr eydylmro1sh,شکر ایدیلمزسه
şükredilse,so3kr eydylsh,شکر ایدیلسه
şükrediniz,so3kr eydyko3ro1,شکر ایدیڭز
şükredip,so3kr eydwbu1,شکر ایدوب
şükrediyordu,so3kr eydyywrdy,شکر ایدییوردی
şükrediyorlar,so3kr eydyywrlr,شکر ایدییورلر
şükrediyorum,so3kr eydyywrm,شکر ایدییورم
şükrediyoruz,so3kr eydyywrro1,شکر ایدییورز
şükret,so3kr eybo2,شکر ایت
şükretmek,so3kr eybo2mk,شکر ایتمک
şükretmek,so3kre,شکرا
şükretmekle,so3kr eybo2mklh,شکر ایتمکله
şükretmektir,so3kr eybo2mkdr,شکر ایتمکدر
şükretmeli,so3kr eybo2mly,شکر ایتملی
şükretmelidir,so3kr eybo2mh||lydr,شکر ایتمه‌لیدر
şükretmelisiniz,so3kr eybo2mh||lysko3ro1,شکر ایتمه‌لیسڭز
şükretmeliyiz,so3kr eybo2mly||yro1,شکر ایتملی‌یز
şükretmemiz,so3kr eybo2mh||mro1,شکر ایتمه‌مز
şükretmesin,so3kr eybo2mh||sybo1,شکر ایتمه‌سین
şükretmeye,so3kr eybo2mko7h,شکر ایتمگه
şükretmeyelim,so3kr eybo2myh||lm,شکر ایتمیه‌لم
şükretmeyen,so3kr eybo2mh||ybo1,شکر ایتمه‌ین
şükretmeyenleri,so3kr eybo2mh||ybo1lry,شکر ایتمه‌ینلری
şükretmeyerek,so3kr eybo2myh||rk,شکر ایتمیه‌رک
şükretmeğe,so3kr eybo2mko7h,شکر ایتمگه
şükretmişler,so3kr eybo2mso3lr,شکر ایتمشلر
şükretmiştir,so3kr eybo2mso3dr,شکر ایتمشدر
şükretse,so3kr eybo2sh,شکر ایتسه
şükretsek,so3kr eybo2sh||k,شکر ایتسه‌ک
şükretsem,so3kr eybo2sh||m,شکر ایتسه‌م
şükretseniz,so3kr eybo2sh||ko3ro1,شکر ایتسه‌ڭز
şükretsin,so3kr eybo2sybo1,شکر ایتسین
şükretsinler,so3kr eybo2sybo1lr,شکر ایتسینلر
şükrettik,so3kr eybo2dk,شکر ایتدک
şükrettiler,so3kr eybo2dylr,شکر ایتدیلر
şükrettim,so3kr eybo2dm,شکر ایتدم
şükrettirdi,so3kr eybo2dyrdy,شکر ایتدیردی
şükrettirecek,so3kr eybo2dyrh||xu1k,شکر ایتدیره‌جک
şükrettirmek,so3kr eybo2dyrmk,شکر ایتدیرمک
şükrettirmekten,so3kr eybo2dyrmkdbo1,شکر ایتدیرمکدن
şükrettiğini,so3kr eybo2dyko7bo1y,شکر ایتدیگنی
şükreyle,so3kr eo5ylh,شکر أیله
şükreyledim,so3kr eo5ylh||dm,شکر أیله‌دم
şükreylesem,so3kr eo5ylh||sh||m,شکر أیله‌سه‌م
şükrgüzar,so3krko7ro1er,شکرگزار
şükrolsun,so3kr ewlswbo1,شکر اولسون
şükrân,so3krebo1,شکران
şükrân,so3o9ko0ro4ebo1,شُکْرَان
şükrâne,so3krebo1h,شکرانه
şükrâniyyesi,so3krebo1yh||sy,شکرانیه‌سی
şükrâniyyet,so3krebo1bu2bo2,شکرانيت
şükrî,so3kry,شکری
şükrü'nün,so3krybo1ko3,شکرینڭ
şükrü,so3kry,شکری
şükrüm,so3krm,شکرم
şükrüme,so3krymh,شکریمه
şükrümle,so3krmlh,شکرمله
şükrümü,so3krymy,شکریمی
şükrümüzü,so3krymro1y,شکریمزی
şükrün,so3krko3,شکرڭ
şükründe,so3krbo1dh,شکرنده
şükrüne,so3krybo1h,شکرینه
şükrünü,so3krybo1y,شکرینی
şükrünüzü,so3kryko3ro1y,شکریڭزی
şükufe,so3kwfo1h||,شکوفه‌
şükufe-i,so3kwfo1hu4,شکوفهِ
şükufezar,so3kwfo1h ro1er,شکوفه زار
şükuh,so3kwh||,شکوه‌
şükuk,so3kwk,شکوک
şükûf-misal,so3kwfo1||mbo3el,شکوف‌مثال
şükûfe,so3kwfo1h,شکوفه
şükûfe-misal,so3kwfo1h||mbo3el,شکوفه‌مثال
şükûfezar,so3kwfo1h ro1er,شکوفه زار
şükûh,so3kwh,شکوه
şükûk,so3kwk,شکوک
şükûkata,so3kwkebo2h,شکوکاته
şükûke,so3kwkh,شکوکه
şükûkun,so3kwkko3,شکوکڭ
şüküfte,so3kfo1bo2h,شکفته
şüküfte,so3kfo1bo2h||,شکفته‌
şükür,so3kr,شکر
şükürce,so3krxu1h,شکرجه
şükürde,so3krdh,شکرده
şükürden,so3krdbo1,شکردن
şükürdür,so3krdr,شکردر
şükürle,so3krlh,شکرله
şükürler,so3krlr,شکرلر
şükürleri,so3krlry,شکرلری
şükürlerine,so3krlrybo1h,شکرلرینه
şükürlerini,so3krlrybo1y,شکرلرینی
şükürlerle,so3krlrlh,شکرلرله
şükürsüz,so3krsro1,شکرسز
şükürsüzlük,so3krsro1lk,شکرسزلک
şükürsüzlükle,so3krsro1lklh,شکرسزلکله
şükürsüzlüğün,so3krsro1lko7ko3,شکرسزلگڭ
şümar,so3mer,شمار
şümer-il,so3o9mo4ru4 el,شُمَرِ ال
şümul,so3mwl,شمول
şümul-u,so3mwlu4,شمولِ
şümul-ü,so3mwlu4,شمولِ
şümullendir,so3mwllbo1dyr,شموللندیر
şümullendirmek,so3mwllbo1dbu2rmk,شموللنديرمک
şümullendirmek,so3mwllbo1dyrmk,شموللندیرمک
şümulleri,so3mwllry,شموللری
şümullerine,so3mwllrybo1h,شموللرینه
şümullü,so3mwlly,شموللی
şümulü olmak,so3mwly ew,شمولی او
şümulü,so3mwly,شمولی
şümulünde,so3mwlbo1dh,شمولنده
şümulünden,so3mwlbo1dbo1,شمولندن
şümulüne,so3mwlbo1h,شمولنه
şümulünü,so3mwlbo1y,شمولنی
şümulüyle,so3mwlylh,شمولیله
şümus,so3mws,شموس
şümus-u,so3mwsu4,شموسِ
şümusa,so3mwsh,شموسه
şümusiyeyi,so3mwsyh||yy,شموسیه‌یی
şümustur,so3mwsdr,شموسدر
şümusu,so3mwsy,شموسی
şümusun,so3mwsko3,شموسڭ
şümâr,so3mer,شمار
şümûl,so3mwl,شمول
şümûlü olmak,so3mwly ew,شمولی او
şümürde,so3mrdh,شمرده
şümürde,so3mrdh||,شمرده‌
şüphe etmek,so3bu1bo2hh e,شبتهه ا
şüphe etmek,so3bu1hh e,شبهه ا
şüphe,so3bu1hh,شبهه
şüphe,so3bu1hh||,شبهه‌
şüphelenmek,so3bu1hh lbo1mk,شبهه لنمک
şüpheler,so3bu1hh||lr,شبهه‌لر
şüpheli,so3bu1hh lw,شبهه لو
şüphemiz,so3bu1hh||mro1,شبهه‌مز
şüphen,so3bu1hh||ko3,شبهه‌ڭ
şüphenin,so3bu1hh||bo1ko3,شبهه‌نڭ
şüphesiz bilmek,so3bu1hh sro1bu1lmk,شبهه سزبلمک
şüphesiz,so3bu1hh sro1,شبهه سز
şüphesiz,so3bu1hh||sro1,شبهه‌سز
şüpheye düşmek,so3bu1hh bu2h dwso3mk,شبهه يه دوشمک
şüpheye düşmek,so3bu1hh yh dwso3mk,شبهه یه دوشمک
şüpheye,so3bu1hh||yh,شبهه‌یه
şüpüş,so3bu3so3,شپش
şürb,so3o9ro0bu1o0,شُرْبْ
şürb,so3rbu1,شرب
şürbün,so3rbu1ko3,شربڭ
şürbünde,so3rbu1bo1dh,شربنده
şürbünden,so3rbu1bo1dbo1,شربندن
şürefa,so3rfo1e,شرفا
şürefâ,so3rfo1e,شرفا
şürehbil-el,so3o9ro4xbu1yl el,شُرَحبیل ال
şüreka,so3o9ro4ko4e,شُرَکَا
şüreka,so3rke,شرکا
şürekaya,so3rkeyh,شرکایه
şürekâ,so3o9ro4ko4e,شُرَکَا
şürekâ,so3rke,شرکا
şüru',so3rwa,شروع
şüru,so3rwa,شروع
şüruh,so3rwx,شروح
şürur,so3rwr,شرور
şüruru,so3rwry,شروری
şürut,so3rwt,شروط
şürû,so3rwa,شروع
şürûh,so3rwx,شروح
şürûr,so3rwr,شرور
şüs,so3s,شس
şüst,so3sbo2,شست
şüstüşu,so3sbo2 w so3w,شست و شو
şüstüşû,so3sbo2 w so3w,شست و شو
şütür,so3bo2r,شتر
şütürban,so3bo2rbu1ebo1,شتربان
şütürdil,so3bo2rdl,شتردل
şütürhar,so3bo2rxo1wer,شترخوار
şütürhâr,so3bo2rxo1wer,شترخوار
şütürmürg,so3bo2rmrao1,شترمرغ
şüun,so3bo5wbo1,شئون
şüunat,so3bo5wbo1ebo2,شئونات
şüvazlı,so3weto1ly,شواظلی
şüyu',so3ywa,شیوع
şüyu,so3ywa,شیوع
şüyuh,so3ywxo1,شیوخ
şüyuhatını,so3ywxo1bo2bo1y,شیوختنی
şüyû',so3ywa,شیوع
şüyû,so3bu2wa,شيوع
şüyûh,so3bu2wxo1,شيوخ
şüzuz,so3do1wdo1,شذوذ
şüzuzat-ı,so3do1wdo1ebo2u4,شذوذاتِ
şüzuzatıyla,so3do1wdo1ebo2ylh,شذوذاتیله
şüzuzları,so3do1wdo1lry,شذوذلری
şüzuzunu,so3do1wdo1ybo1y,شذوذینی
şüûn,so3bo5wbo1,شئون
şüûnât,so3bo5wbo1ebo2,شئونات
şüş,so3so3,شش
şıhne,so3xbo1h,شحنه
şıhne,so3xbo1h||,شحنه‌
şık,so3bu2fo2,شيق
şık,so3fo2,شق
şık,so3yfo2,شیق
şıkk,so3u4fo2o8,شِقّ
şıkk-ı muhalif,so3u4fo2u4o8 mo9xo1o4elu4fo1o0,شِقِّ مُخَالِفْ
şıkk-ı muhâlif,so3u4fo2u4o8 mo9xo1o4elu4fo1o0,شِقِّ مُخَالِفْ
şıkk-ı,so3fo2o8u4,شقِّ
şıkka,so3fo2o8h,شقّه
şıkkı,so3fo2o8y,شقّی
şıkkın,so3fo2o8ko3,شقّڭ
şıkkına,so3fo2o8bo1h,شقّنه
şıkkıyla,so3fo2o8ylh,شقّیله
şıklı,so3fo2ly,شقلی
şıklık,so3bu2fo2lfo2,شيقلق
şıklık,so3yfo2lfo2,شیقلق
şıkta,so3fo2dh,شقده
şıktan,so3fo2dbo1,شقدن
şıktır,so3fo2dr,شقدر
şıllık,so3bu2llfo2,شيللق
şıllık,so3yllfo2,شیللق
şımar,so3ymer,شیمار
şımarmak,so3bu2mermfo2,شيمارمق
şımarmak,so3ymermfo2,شیمارمق
şımart,so3ymerbo2,شیمارت
şımartan,so3ymerbo2ebo1,شیمارتان
şımartmak,so3bu2merbo2mfo2,شيمارتمق
şımartmak,so3ymerbo2mfo2,شیمارتمق
şımartmış,so3ymerbo2mso3,شیمارتمش
şımartıl,so3ymerbo2yl,شیمارتیل
şımartılmak,so3bu2merbo2bu2lmfo2,شيمارتيلمق
şımartılmak,so3ymerbo2ylmfo2,شیمارتیلمق
şımartır,so3ymerbo2yr,شیمارتیر
şımarık,so3bu2merbu2fo2,شيماريق
şımarık,so3ymeryfo2,شیماریق
şın,so3,ش
şıpıdık,so3bu2bu3bu2dbu2fo2,شيپيديق
şıpıdık,so3ybu3ydyfo2,شیپیدیق
şıpıltıları,so3ybu1ylbo2ylry,شیبیلتیلری
şıpşıp,so3bu2bu3so3bu2bu3,شيپشيپ
şıpşıp,so3ybu3so3ybu3,شیپشیپ
şıra,so3bu2rh,شيره
şıra,so3yrh||,شیره‌
şırla,so3yrle,شیرلا
şırlamak,so3bu2rlemfo2,شيرلامق
şırlamak,so3yrlemfo2,شیرلامق
şırlanyağı,so3bu2rleao1ebo1 bu2eao1y,شيرلاغان ياغی
şırlanyağı,so3yrleao1ebo1 yeao1y,شیرلاغان یاغی
şırnak,so3yrbo1efo2,شیرناق
şırpadak,so3bu2rbu3edefo2,شيرپاداق
şırpadak,so3yrbu3edefo2,شیرپاداق
şırılda,so3yrylde,شیریلدا
şırıldamak,so3bu2rbu2ldemfo2,شيريلدامق
şırıldamak,so3yryldemfo2,شیریلدامق
şırılgan yağı,so3bu2rlao1ebo1 bu2eao1y,شيرلغان ياغی
şırılgan yağı,so3yrlao1ebo1 yeao1y,شیرلغان یاغی
şırıltı,so3bu2rbu2lbo2y,شيريلتی
şırıltı,so3yrylbo2y,شیریلتی
şırıltıları,so3yrylbo2ylry,شیریلتیلری
şırılşırıl,so3bu2rbu2l||so3bu2rbu2l,شيريل‌شيريل
şırılşırıl,so3yryl<>so3yryl,شیریل‌شیریل
şırınga,so3bu2rbu2bo1ao1e,شيرينغا
şırınga,so3yrybo1ao1e,شیرینغا
şırınga,so3yrybo1ao1h,شیرینغه
şırınga-i,so3yrybo1ao1hu4,شیرینغهِ
şırıngalar,so3yrybo1ao1h||lr,شیرینغه‌لر
şırıngalardan,so3yrybo1ao1h||lrdbo1,شیرینغه‌لردن
