a'cam,eo5axu1em,أعجام
aynını almak,aybo1bo1y elmfo2,عیننی المق
aynını yapmak,abu2bo1bo1y bu2ebu3mfo2,عيننی ياپمق
aynını yapmak,aybo1bo1y yebu3mfo2,عیننی یاپمق
aynını yazmak,abu2bo1bo1y bu2ero1mfo2,عيننی يازمق
aynını yazmak,aybo1bo1y yero1mfo2,عیننی یازمق
aynını,aybo1bo1y,عیننی
aynının,aybo1bo1ko3,عیننڭ
aynısı,aybo1ysy,عینیسی
aynıyla,aybo1ylh,عینیله
ayran,ebu2rebo1,ايران
ayran,eo6yrebo1,آیران
ayran,eyrebo1,ایران
ayrana,eo6yrebo1h,آیرانه
ayrandan,eo6yrebo1dbo1,آیراندن
ayranlık,eo6yrebo1lfo2,آیرانلق
ayranı,eo6yrebo1y,آیرانی
ayranım,eo6yrebo1m,آیرانم
ayrı ayrı koymak,ebu2ry ebu2ry fo2wmfo2,ايری ايری قومق
ayrı ayrı koymak,eyry eyry fo2wmfo2,ایری ایری قومق
ayrı ayrı,ebu2ry ebu2ry,ايری ايری
ayrı ayrı,eyry eyry,ایری ایری
ayrı kapamak,ebu2ry fo2bu3emfo2,ايری قپامق
ayrı kapamak,eyry fo2bu3emfo2,ایری قپامق
ayrı,ebu2ry,ايری
ayrı,eo6yry,آیری
ayrı,eyry,ایری
ayrıca ve mahsus olan meclis,eyryxu1h w mxo1zwz ewlebo1 mxu1ls,ایریجه و مخصوص اولان مجلس
ayrıca ve mahsûs olan meclis,ebu2rbu2xu1h w mxo1zwz ewlebo1 mxu1ls,ايريجه و مخصوص اولان مجلس
ayrıca,eo6yryxu1h,آیریجه
ayrıdır,eo6yrydr,آیریدر
ayrıdırlar,eo6yrydrlr,آیریدرلر
ayrık,eo6yryfo2,آیریق
ayrıl,eo6yryl,آیریل
ayrılabilir,eo6yrylh||bu1ylyr,آیریله‌بیلیر
ayrılacak,eo6yrylexu1fo2,آیریلاجق
ayrılacaksınız,eo6yrylexu1fo2sko3ro1,آیریلاجقسڭز
ayrılacağım,eo6yrylexu1ao1m,آیریلاجغم
ayrılacağız,eo6yrylexu1ao1ro1,آیریلاجغز
ayrılamadım,eo6yrylemdm,آیریلامدم
ayrılamayacaktır,eo6yrylemyh||xu1fo2dr,آیریلامیه‌جقدر
ayrılamaz,eo6yrylemero1,آیریلاماز
ayrılan,eo6yrylebo1,آیریلان
ayrılanlar,eo6yrylebo1lr,آیریلانلر
ayrılanmak,eo6yrylebo1mfo2,آیریلانمق
ayrılar,eo6yrylr,آیریلر
ayrılarak,eo6yrylerfo2,آیریلارق
ayrılaş,eo6yryleso3,آیریلاش
ayrılaşmak,eo6yryleso3mfo2,آیریلاشمق
ayrıldı,eo6yryldy,آیریلدی
ayrıldık,eo6yryldfo2,آیریلدق
ayrıldıktan,eo6yrldfo2dbo1,آیرلدقدن
ayrıldılar,eo6yrldylr,آیرلدیلر
ayrıldım,eo6yryldm,آیریلدم
ayrıldın,eo6yryldko3,آیریلدڭ
ayrıldığı,eo6yryldyao1y,آیریلدیغی
ayrıldığım,eo6yryldyao1m,آیریلدیغم
ayrıldığıma,eo6yryldyao1mh,آیریلدیغمه
ayrıldığımıza,eo6yryldyao1mro1h,آیریلدیغمزه
ayrıldığın,eo6yryldyao1ko3,آیریلدیغڭ
ayrıldığından,eo6yryldyao1bo1dbo1,آیریلدیغندن
ayrıldığını,eo6yryldyao1ko3y,آیریلدیغڭی
ayrılmadım,eo6yrylmdm,آیریلمدم
ayrılmadır,eo6yrylmedr,آیریلمادر
ayrılmak,ebu2rlmfo2,ايرلمق
ayrılmak,eo6yrylmfo2,آیریلمق
ayrılmak,eyrlmfo2,ایرلمق
ayrılmaktan,eo6yrylmfo2dbo1,آیریلمقدن
ayrılmaktır,eo6yrylmfo2dr,آیریلمقدر
ayrılmalardan,eo6yrylmelrdbo1,آیریلمالردن
ayrılmaları,eo6yrylmelry,آیریلمالری
ayrılmaların,eo6yrylmelrko3,آیریلمالرڭ
ayrılmalarına,eo6yrylmh||lrybo1h,آیریلمه‌لرینه
ayrılmamak,ebu2rlmemfo2,ايرلمامق
ayrılmamak,eo6yrylmemfo2,آیریلمامق
ayrılmamak,eyrlmemfo2,ایرلمامق
ayrılmamaklığınız,eo6yrylmemfo2lao1ko3ro1,آیریلمامقلغڭز
ayrılmamasını,eo6yrylmemsbo1y,آیریلمامسنی
ayrılmamağa,eo6yrylmemao1h,آیریلمامغه
ayrılmamışlar,eo6yrylmemso3lr,آیریلمامشلر
ayrılmamıştır,eo6yrylmemso3dr,آیریلمامشدر
ayrılması,eo6yrylmesy,آیریلماسی
ayrılmasın,eo6yrylmesybo1,آیریلماسین
ayrılmasına,eo6yrylmesbo1h,آیریلماسنه
ayrılmasını,eo6yrylmesbo1y,آیریلماسنی
ayrılmaya,eo6yrylmao1h,آیریلمغه
ayrılmayacaklardır,eo6yrylmyh||xu1fo2lrdr,آیریلمیه‌جقلردر
ayrılmayacaktır,eo6yrylmyh||xu1fo2dr,آیریلمیه‌جقدر
ayrılmayacağız,eo6yrylmyh||xu1ao1ro1,آیریلمیه‌جغز
ayrılmayalım,eo6yrylmyh||lm,آیریلمیه‌لم
ayrılmayarak,eo6yrylmyh||rfo2,آیریلمیه‌رق
ayrılmaz gölgesi,ebu2rlmro1 kwlkh sy,ايرلمز کولکه سی
ayrılmaz gölgesi,eyrlmro1 kwlkh sy,ایرلمز کولکه سی
ayrılmaz,eo6yrylmero1,آیریلماز
ayrılmazdı,eo6yrylmero1dy,آیریلمازدی
ayrılmazlar,eo6yrylmero1lr,آیریلمازلر
ayrılmağa,eo6yrylmao1h,آیریلمغه
ayrılmıyarak,eo6yrylmyh||rfo2,آیریلمیه‌رق
ayrılmış,eo6yrylmso3,آیریلمش
ayrılmışlardır,eo6yrylmso3lrdr,آیریلمشلردر
ayrılmıştı,eo6yrylmso3dy,آیریلمشدی
ayrılmıştır,eo6yrylmso3dr,آیریلمشدر
ayrılsa,eo6yrylsh,آیریلسه
ayrılsın,eo6yrylsybo1,آیریلسین
ayrılık,eo6yrylfo2,آیریلق
ayrılıkla,eo6yrylfo2lh,آیریلقله
ayrılıklara,eo6yrylfo2lrh,آیریلقلره
ayrılıkları,eo6yrylfo2lry,آیریلقلری
ayrılıklı,eo6yrylfo2ly,آیریلقلی
ayrılıkta,eo6yrylfo2dh,آیریلقده
ayrılıktan,eo6yrylfo2dbo1,آیریلقدن
ayrılınca,eo6yrylbo1xu1h,آیریلنجه
ayrılıncaya,eo6yrylbo1xu1h||yh,آیریلنجه‌یه
ayrılıp,eo6yrylwbu1,آیریلوب
ayrılır,eo6yrylyr,آیریلیر
ayrılırken,eo6yrylyrkbo1,آیریلیرکن
ayrılırlar,eo6yrylyrlr,آیریلیرلر
ayrılırız,eo6yrylyrro1,آیریلیرز
ayrılıyor,eo6yrylyywr,آیریلییور
ayrılığı,eo6yrylao1y,آیریلغی
ayrılığımız,eo6yrylyao1mro1,آیریلیغمز
ayrılış,ebu2rbu2lso3,ايريلش
ayrılış,eyrylso3,ایریلش
ayrılışı,eo6yrylyso3y,آیریلیشی
aytimur,eo6y||bo2ymwr,آی‌تیمور
aytlamak,erfo2lemfo2,ارقلامق
ayva,ebu2wh,ايوه
ayva,eo6ywe,آیوا
ayva,eywh||,ایوه‌
ayvacık,eo6ywexu1fo2,آیواجق
ayvalık,eo6ywelfo2,آیوالق
ayvaz,aywezo1,عیواض
ayvaz,eo6ywero1,آیواز
ayyak,ebu2efo2,اياق
ayyak,eyefo2,ایاق
ayyar,ayer,عیار
ayyari,ayery,عیاری
ayyaş,ayeso3,عیاش
ayyaş,ayo8eso3,عیّاش
ayyaşlar,ayo8eso3lr,عیّاشلر
ayyaşlık,aye||so3lfo2,عیا‌شلق
ayyaşlık,ayeso3lfo2,عیاشلق
ayyaşlık,aye||so3lfo2,عیا‌شلق
ayyaşın,ayo8eso3ko3,عیّاشڭ
ayyuk,aywfo2,عیوق
ayyuka,ayo8wfo2h,عیّوقه
ayyâr,abu2er,عيار
ayyârî,abu2ery,عياری
ayyâşlık,abu2eso3lfo2,عياشلق
ayyûk,aywfo2,عیوق
ayâl,ayel,عیال
ayân başı,abu2ebo1 bu1eso3y,عيان باشی
ayân,abu2ebo1,عيان
ayân,ayebo1,عیان
ayân-beyan,ayebo1 bu1yebo1,عیان بیان
ayâna,ayebo1h,عیانه
ayânen,abu2ebo1eo44,عياناً
ayânen,ao4bu2o4ebo1o44e,عَيَانًا
ayânen,ayebo1o44e,عیانًا
ayânî,ayebo1y,عیانی
ayâr etmek,abu2ere,عيارا
ayâr,abu2er,عيار
ayîne,ebu2bu2bo1h,ايينه
ayı,eo6bu2w,آيو
ayı,eo6yw,آیو
ayı,eo6yy,آیی
ayıb,aybu1,عیب
ayıbalığı,ebu2w bu1elao1y,ايو بالغی
ayıbalığı,eyw bu1elao1y,ایو بالغی
ayıbla,aybu1lh,عیبله
ayıblara,aybu1lrh,عیبلره
ayıblardan,aybu1lrdbo1,عیبلردن
ayıblarımı,aybu1lrymy,عیبلریمی
ayıblarından,aybu1lrbo1dbo1,عیبلرندن
ayıblarını,aybu1lrybo1y,عیبلرینی
ayıblı,aybu1ly,عیبلی
ayıbı,aybu1y,عیبی
ayıbına,aybu1bo1h,عیبنه
ayıbını,aybu1bo1y,عیبنی
ayık,ebu2fo2,ايق
ayık,eo6yfo2,آیق
ayık,eo6yyfo2,آییق
ayık,eyfo2,ایق
ayıkla,eo6yfo2le,آیقلا
ayıklamak,eo6yfo2lemfo2,آیقلامق
ayıklık,eo6yfo2lfo2,آیقلق
ayıktırdığını,eo6yfo2dyrdyao1bo1y,آیقدیردیغنی
ayıl,eo6yyl,آییل
ayılarından,eo6ywlrbo1dbo1,آیولرندن
ayıldı,eo6yyldy,آییلدی
ayıldık,eo6yyldfo2,آییلدق
ayıldılar,eo6yyldylr,آییلدیلر
ayıldım,eo6yyldm,آییلدم
ayıldığı,eo6yyldyao1y,آییلدیغی
ayıldığım,eo6yyldyao1m,آییلدیغم
ayılmak,ebu2lmfo2,ايلمق
ayılmak,eo6yylmfo2,آییلمق
ayılmak,eylmfo2,ایلمق
ayılmamak,eo6yylmemfo2,آییلمامق
ayılması,eo6yylmesy,آییلماسی
ayılmağa,eo6yylmao1h,آییلمغه
ayılsa,eo6yylsh,آییلسه
ayılsın,eo6yylsybo1,آییلسین
ayılt,eo6yylbo2,آییلت
ayıltacaktır,eo6yylbo2h||xu1fo2dr,آییلته‌جقدر
ayıltmak,ebu2lbo2mfo2,ايلتمق
ayıltmak,eo6yylbo2mfo2,آییلتمق
ayıltmak,eylbo2mfo2,ایلتمق
ayıltmaktır,eo6yylbo2mfo2dr,آییلتمقدر
ayılttığınız,eo6yylbo2dyao1ko3ro1,آییلتدیغڭز
ayılıp,eo6yylwbu1,آییلوب
ayılır,eo6yylyr,آییلیر
ayın on beşi,ebu2k ewbo1 bu1so3y,ايک اون بشی
ayın on beşi,eyk ewbo1 bu1so3y,ایک اون بشی
ayın,eo6yko3,آیڭ
ayına,eo6ybo1h,آینه
ayında,eo6ybo1dh,آینده
ayının,eo6yybo1ko3,آیینڭ
ayıp!,abu2bu1,عيب
ayıp!,aybu1,عیب
ayıp,aybu1,عیب
ayıpla,aybu1le,عیبلا
ayıplamak,aybu1lemfo2,عیبلامق
ayıplan,aybu1lebo1,عیبلان
ayıplanmak,aybu1lebo1mfo2,عیبلانمق
ayıplarını,aybu1lrybo1y,عیبلرینی
ayıplı,aybu1ly,عیبلی
ayıpsız,aybu1sro1,عیبسز
ayır,eo6yyr,آییر
ayırabiliriz,eo6yyrebu1ylyrro1,آییرابیلیرز
ayıracak,eo6yyrexu1fo2,آییراجق
ayıramadı,eo6yyremdy,آییرامدی
ayıramadıklarından,eo6yyremdfo2lrbo1dbo1,آییرامدقلرندن
ayıramayacaklardır,eo6yyremyh||xu1fo2lrdr,آییرامیه‌جقلردر
ayıramazlar,eo6yyremero1lr,آییرامازلر
ayıramıyor,eo6yyremyywr,آییرامییور
ayıran,eo6yyrebo1,آییران
ayırd etmek,ebu2rde,ايردا
ayırd etmek,eyrde,ایردا
ayırdedilmiş,eo6yyrd eydylmso3,آییرد ایدیلمش
ayırdetmeğe,eo6yyrd eybo2mko7h,آییرد ایتمگه
ayırdettik,eo6yyrd eybo2dk,آییرد ایتدک
ayırdı,eo6yyrdy,آییردی
ayırdıkları,eo6yyrdfo2lry,آییردقلری
ayırdıktan,eo6yyrdfo2dbo1,آییردقدن
ayırma,eo6yyrmh,آییرمه
ayırmak,ebu2rmfo2,ايرمق
ayırmak,eo6yyrmfo2,آییرمق
ayırmak,eyrmfo2,ایرمق
ayırmakla,eo6yyrmfo2lh,آییرمقله
ayırmaktır,eo6yyrmfo2dr,آییرمقدر
ayırmasın,eo6yyrmesybo1,آییرماسین
ayırmayacak,eo6yyrmyh||xu1fo2,آییرمیه‌جق
ayırmayı,eo6yyrmeyy,آییرمایی
ayırmayıp,eo6yyrmeywbu1,آییرمایوب
ayırmış,eo6yyrmso3,آییرمش
ayırmıştır,eo6yyrmso3dr,آییرمشدر
ayırt,eo6yyrbo2,آییرت
ayırıcı,eo6yyryxu1y,آییریجی
ayırıp,eo6yyrwbu1,آییروب
ayırır,eo6yyrr,آییرر
ayırıyorsun,eo6yyryywrsko3,آییرییورسڭ
ayırıyoruz,eo6yyryywrro1,آییرییورز
ayıya,eo6yy||yh,آیی‌یه
ayş,abu2so3,عيش
ayş,ayso3,عیش
ayşe,aeyo5so3h,عائشه
az bir şey,ero1bu1rso3y,ازبرشی
az bulunur,ero1bu1wlbo1wr,ازبولنور
az buçuk bir şey,ero1bu1xu3wfo2 bu1rso3y,ازبچوق برشی
az kaldı,ero1fo2eldy,ازقالدی
az kullanmak,ero1fo2wllebo1mfo2,ازقوللانمق
az pişmiş,ero1bu3so3mso3,ازپشمش
az sonra,ero1zkrh,ازصکره
az sonra,ero1zkrh||,ازصکره‌
az yer az içer,ero1bu2rero1ebu2xu3r,ازيرازايچر
az yer az içer,ero1yrero1eyxu3r,ازیرازایچر
az,eo6ro1,آز
az,ero1,از
az-çok,eo6ro1 xu3wfo2,آز چوق
aza,eazo1e,اعضا
aza,eo6ro1h,آزه
aza-yı meclisten olan,eazo1ey mxu1lsdbo1 ewlebo1,اعضای مجلسدن اولان
aza-yı,eo5azo1eyu4,أعضایِ
azab etmek,ado1ebu1 e,عذاب ا
azab,ado1ebu1,عذاب
azab,aro1bu1,عزب
azab-ı,ado1ebu1u4,عذابِ
azaba,ado1ebu1h,عذابه
azabda,ado1ebu1dh,عذابده
azabdan,ado1ebu1dbo1,عذابدن
azabdır,ado1ebu1dr,عذابدر
azabengiz,ado1ebu1 ebo1ko7yro1,عذاب انگیز
azabla,ado1ebu1lh,عذابله
azablar,ado1ebu1lr,عذابلر
azablara,ado1ebu1lrh,عذابلره
azablariyle,ado1ebu1lrylh,عذابلریله
azablarla,ado1ebu1lrlh,عذابلرله
azabları,ado1ebu1lry,عذابلری
azablarına,ado1ebu1lrybo1h,عذابلرینه
azablarını,ado1ebu1lrybo1y,عذابلرینی
azablarıyla,ado1ebu1lrylh,عذابلریله
azablı,ado1ebu1ly,عذابلی
azablısı,ado1ebu1lysy,عذابلیسی
azabsız,ado1ebu1sro1,عذابسز
azabı,ado1ebu1y,عذابی
azabıdır,ado1ebu1ydr,عذابیدر
azabıma,ado1ebu1mh,عذابمه
azabın,ado1ebu1ko3,عذابڭ
azabına,ado1ebu1bo1h,عذابنه
azabında,ado1ebu1bo1dh,عذابنده
azabından,ado1ebu1bo1dbo1,عذابندن
azabını,ado1ebu1bo1y,عذابنی
azabının,ado1ebu1bo1ko3,عذابنڭ
azabınıza,ado1ebu1ko3ro1h,عذابڭزه
azabıyla,ado1ebu1ylh,عذابیله
azacık,eo6ro1exu1fo2,آزاجق
azad etmek,ero1ede,ازادا
azad,eo6ro1ed,آزاد
azad,ero1ed,ازاد
azada,eo5azo1edh,أعضاده
azade,eo6ro1edh||,آزاده‌
azade,eo6ro1o4edo4h||,آزَادَه‌
azadegi,eo6ro1dky,آزدکی
azadegi,eo6ro1edky,آزادکی
azadegi,ero1ed ky,ازاد کی
azadi,eo6ro1edy,آزادی
azadla,eo6ro1edle,آزادلا
azadlamak,eo6ro1edlemfo2,آزادلامق
azadlı,eo6ro1edly,آزادلی
azadlık,eo6ro1edlfo2,آزادلق
azadlık,ero1edlfo2,ازادلق
azal,eo6ro1el,آزال
azala,eo6ro1elh,آزاله
azalacak,eo6ro1elh||xu1fo2,آزاله‌جق
azaları,eo5azo1elry,أعضالری
azalarımızı,eo5azo1elrymro1y,أعضالریمزی
azaların,eo5azo1elrko3,أعضالرڭ
azalarına,eo5azo1elrybo1h,أعضالرینه
azalarından,eo5azo1elrbo1dbo1,أعضالرندن
azaldı,eo6ro1eldy,آزالدی
azalma,eo6ro1elmh,آزالمه
azalma,ero1elmh,ازالمه
azalma,ero1elmh||,ازالمه‌
azalmak,eo6ro1elmfo2,آزالمق
azalmak,ero1elmfo2,ازالمق
azalmaktadır,eo6ro1elmfo2dh||dr,آزالمقده‌در
azalmış,eo6ro1elmso3,آزالمش
azalt,eo6ro1elbo2,آزالت
azaltacak,eo6ro1elbo2h||xu1fo2,آزالته‌جق
azaltma,ero1elbo2mh,ازالتمه
azaltma,ero1elbo2mh||,ازالتمه‌
azaltmak,eo6ro1elbo2mfo2,آزالتمق
azaltmak,ero1elbo2mfo2,ازالتمق
azaltmakla,eo6ro1elbo2mfo2lh,آزالتمقله
azalttığını,eo6ro1elbo2dyao1bo1y,آزالتدیغنی
azaltılma,ero1eldlmh,ازالدلمه
azaltılma,ero1eldlmh||,ازالدلمه‌
azaltıyor,eo6ro1elbo2yywr,آزالتییور
azalır,eo6ro1elyr,آزالیر
azalıyor,eo6ro1elyywr,آزالییور
azalığı,eo5azo1elao1y,أعضالغی
azalığına,eo5azo1elao1bo1h,أعضالغنه
azalığında,eo5azo1elao1bo1dh,أعضالغنده
azalığını,eo5azo1elao1bo1y,أعضالغنی
azam,eato1m,اعظم
azamet,ao4to1o4mo4bo2o0,عَظَمَتْ
azamet,ato1embo2,عظامت
azamet,ato1mbo2,عظمت
azamet-i kemal,ao4to1o4mo4bo2u4 ko4mo4elo0,عَظَمَتِ کَمَالْ
azamet-i kemâl,ao4to1o4mo4bo2u4 ko4mo4elo0,عَظَمَتِ کَمَالْ
azamet-i kudret,ao4to1o4mo4bo2u4 fo2o9do0ro4bo2o0,عَظَمَتِ قُدْرَتْ
azamet-i,ato1mbo2u4,عظمتِ
azamet-i̇ kemal,ao4to1o4mo4bo2u4 ko4mo4elo0,عَظَمَتِ کَمَالْ
azamet-i̇ kudret,ao4to1o4mo4bo2u4 fo2o9do0ro4bo2o0,عَظَمَتِ قُدْرَتْ
azamete,ato1mbo2h,عظمته
azameti,ato1mbo2y,عظمتی
azametin,ato1mbo2ko3,عظمتڭ
azametinde,ato1mbo2bo1dh,عظمتنده
azametinden,ato1mbo2bo1dbo1,عظمتندن
azametindendir,ato1mbo2bo1dbo1dr,عظمتندندر
azametine,ato1mbo2bo1h,عظمتنه
azametini,ato1mbo2bo1y,عظمتنی
azametinin,ato1mbo2bo1ko3,عظمتنڭ
azametiyle,ato1mbo2ylh,عظمتیله
azametle,ato1mbo2lh,عظمتله
azametleri,ato1mbo2lry,عظمتلری
azametlerine,ato1mbo2lrybo1h,عظمتلرینه
azametlerini,ato1mbo2lrybo1y,عظمتلرینی
azametleriyle,ato1mbo2lrylh,عظمتلریله
azametli,ato1embo2lw,عظامتلو
azametli,ato1mbo2ly,عظمتلی
azametliler,ato1mbo2lylr,عظمتلیلر
azametlilerini,ato1mbo2lylrybo1y,عظمتلیلرینی
azamette,ato1mbo2dh,عظمتده
azamettedir,ato1mbo2dh||dr,عظمتده‌در
azametteki,ato1mbo2dh||ky,عظمتده‌کی
azametten,ato1mbo2dbo1,عظمتدن
azamettirler,ato1mbo2drlr,عظمتدرلر
azami,eato1my,اعظمی
azan,eo6do1ebo1,آذان
azanın,eo5azo1ebo1ko3,أعضانڭ
azap,ado1ebu1,عذاب
azaplar,ado1ebu1lr,عذابلر
azaplara,ado1ebu1lrh,عذابلره
azapta,ado1ebu1dh,عذابده
azaptan,ado1ebu1dbo1,عذابدن
azaptır,ado1ebu1dr,عذابدر
azar azar,ero1rero1r,ازرازر
azar,eo6ro1er,آزار
azar,eo6ro1r,آزر
azar,ero1er,ازار
azarla,eo6ro1erle,آزارلا
azarlamak,eo6ro1erlemfo2,آزارلامق
azarlamak,ero1erlmfo2,ازارلمق
azarlan,eo6ro1erlebo1,آزارلان
azarlanmak,eo6ro1erlebo1mfo2,آزارلانمق
azarlat,eo6ro1erlebo2,آزارلات
azarlatmak,eo6ro1erlebo2mfo2,آزارلاتمق
azarlayış,eo6ro1erlebu2so3,آزارلايش
azarlayış,eo6ro1erleyso3,آزارلایش
azarış,ero1erso3,ازارش
azası olmak,eazo1esy ew,اعضاسی او
azası,eo5azo1esy,أعضاسی
azasına,eo5azo1esbo1h,أعضاسنه
azasında,eo5azo1esbo1dh,أعضاسنده
azasından,eo5azo1esbo1dbo1,أعضاسندن
azasındandır,eo5azo1esbo1dbo1dr,أعضاسندندر
azasını,eo5azo1esbo1y,أعضاسنی
azasının,eo5azo1esbo1ko3,أعضاسنڭ
azatlamak,eo6ro1edlemfo2,آزادلامق
azatlı,eo6ro1edly,آزادلی
azatlık,eo6ro1edlfo2,آزادلق
azaya,eo5azo1eyh,أعضایه
azb,ao4do1o0bu1,عَذْب
azbat'ı,eo4zo1bu1ty,اَضبطی
azcık,eo6ro1xu1fo2,آزجق
azdad,ezo1ded,اضداد
azdâd,ezo1ded,اضداد
azdı,eo6ro1dy,آزدی
azdır,eo6ro1dr,آزدر
azdır,eo6ro1dyr,آزدیر
azdırlar,eo6ro1drlr,آزدرلر
azdırmak,eo6ro1dyrmfo2,آزدیرمق
azdırmak,ero1drmfo2,ازدرمق
azdırıl,eo6ro1dyl,آزدیل
azdırılmak,eo6ro1dylmfo2,آزدیلمق
azemetine,ato1mbo2bo1h,عظمتنه
azemetiyle,ato1mbo2ylh,عظمتیله
azemutun,ato1mwbo2ko3,عظموتڭ
azer,eo6do1r,آذر
azerasa,eo6do1reo6se,آذرآسا
azerbeycan,eo6do1rbu1yxu1ebo1,آذربیجان
azergede,eo6do1rkdh||,آذرکده‌
azeri,eo6do1ry,آذری
azeri,eo6ro1ry,آزری
azerperest,eo6do1rbu3rsbo2,آذرپرست
azerîleri,eo6ro1ry,آزری
azgın,eo6ro1ao1ybo1,آزغین
azgınca,eo6ro1ao1ybo1xu1h,آزغینجه
azgınlaşmış,eo6ro1ao1ybo1leso3mso3,آزغینلاشمش
azgınlık,eo6ro1ao1ybo1lfo2,آزغینلق
azhar,eo4to1o0ho4ro0,اَظْهَرْ
azhar,eo5to1hr,أظهر
azhardır,eo5to1hrdr,أظهردر
azher,eo5to1hr,أظهر
azheri,eo5to1hry,أظهری
azil,aro1l,عزل
azim derd,ato1ym drd,عظیم درد
azim keder,ato1ym kdr,عظیم کدر
azim ve elim,atym welym,عطیم والیم
azim ıztırab,ato1ym ezo1trebu1,عظیم اضطراب
azim,aero1m,عازم
azim,ao4to1ymo0,عَظیمْ
azim,aro1m,عزم
azim,ato1ym,عظیم
azimet etmek,aro1ymbo2 e,عزیمت ا
azimet,ao4ro1ymo4bo2o0,عَزیمَتْ
azimet,aro1ymbo2,عزیمت
azimet,aro1ymfo2,عزیمق
azimet-i,aro1ymbo2u4,عزیمتِ
azimeti,aro1ymbo2y,عزیمتی
azimetle,aro1ymbo2lh,عزیمتله
azimetlerle,aro1ymbo2lrlh,عزیمتلرله
azimetli,aro1ymbo2ly,عزیمتلی
azimkâr,aro1mker,عزمکار
azimkârane,aro1mkerebo1h,عزمکارانه
azimle,aro1mlh,عزمله
azimlerine,ato1ymlrybo1h,عظیملرینه
azimüşşan,ato1ym elso3ebo1,عظیم الشان
aziz tutmak,aro1yro1 twbo2mfo2,عزیز طوتمق
aziz tutmak,aro1yro1twbo2mfo2,عزیزطوتمق
aziz'dir,aro1yro1dr,عزیزدر
aziz'e,aro1yro1h,عزیزه
aziz'in,aro1yro1ko3,عزیزڭ
aziz'sin,aro1yro1sko3,عزیزسڭ
aziz,ao4ro1yro1o0,عَزیزْ
aziz,aro1yro1,عزیز
aziz-i cebbar,ao4ro1yro1u4 xu1o4bu1o4o8ero0,عَزیزِ جَبَّارْ
aziz-i mısır,ao4ro1yro1u4 mu4zu4ro0,عَزیزِ مِصِرْ
aziz-i,aro1yro1u4,عزیزِ
aziz-il,aro1yro1 el,عزیز ال
azizan,aro1yro1ebo1,عزیزان
azizdir,aro1yro1dr,عزیزدر
azize,aro1yro1h||,عزیزه‌
azizi,aro1yro1y,عزیزی
azizidirler,aro1yro1ydrlr,عزیزیدرلر
azizim,aro1yro1m,عزیزم
aziziye,aro1yro1yh||,عزیزیه‌
azizler,aro1yro1lr,عزیزلر
azizlerin,aro1yro1lrko3,عزیزلرڭ
azizlerine,aro1yro1lrybo1h,عزیزلرینه
azizlik,aro1yro1lk,عزیزلک
azizliği,aro1yro1lko7y,عزیزلگی
azi̇m,ao4to1ymo0,عَظیمْ
azi̇met,ao4ro1ymo4bo2o0,عَزیمَتْ
azi̇z,ao4ro1yro1o0,عَزیزْ
azi̇z-i̇ cebbar,ao4ro1yro1u4 xu1o4bu1o4o8ero0,عَزیزِ جَبَّارْ
azi̇z-i̇ misir,ao4ro1yro1u4 mu4zu4ro0,عَزیزِ مِصِرْ
azl etmek,aro1l e,عزل ا
azl,aro1l,عزل
azlara,eo6ro1lrh,آزلره
azledecek,aro1l eydh||xu1k,عزل ایده‌جک
azleder,aro1l eydr,عزل ایدر
azlederek,aro1l eydh||rk,عزل ایده‌رک
azledildi,aro1l eydyldy,عزل ایدیلدی
azledip,aro1l eydwbu1,عزل ایدوب
azlediyor,aro1l eydyywr,عزل ایدییور
azlem,eo5to1lm,أظلم
azlet,aro1l eybo2,عزل ایت
azletmek,aro1l eybo2mk,عزل ایتمک
azletmiyor,aro1l eybo2myywr,عزل ایتمییور
azletmiş,aro1l eybo2mso3,عزل ایتمش
azletti,aro1l eybo2dy,عزل ایتدی
azleyledi,aro1l eo5yldy,عزل أیلدی
azlolmak,aro1l ewlmfo2,عزل اولمق
azlık,ero1lfo2,ازلق
azlığı,eo6ro1lao1y,آزلغی
azlığına,eo6ro1lao1bo1h,آزلغنه
azlığından,eo6ro1lao1bo1dbo1,آزلغندن
azlığıyla,eo6ro1lao1ylh,آزلغیله
azm,ao4ro1o0mo0,عَزْمْ
azm,aro1m,عزم
azm,ato1m,عظم
azm-i,aro1mu4,عزمِ
azma,eo6ro1mh,آزمه
azma,eo6ro1mh||,آزمه‌
azmak,eo6ro1mefo2,آزماق
azmak,eo6ro1mfo2,آزمق
azman,eo6ro1mebo1,آزمان
azmane,aro1mebo1h,عزمانه
azmayiş,eo6ro1meyso3,آزمایش
azmeden,aro1m eydbo1,عزم ایدن
azmedilmiş,aro1m eydylmso3,عزم ایدیلمش
azmend,eo6ro1mbo1d,آزمند
azmetmiş,aro1m eybo2mso3,عزم ایتمش
azmetmişim,aro1m eybo2mso3m,عزم ایتمشم
azmetmişiz,aro1m eybo2mso3ro1,عزم ایتمشز
azmetmişlerdir,aro1m eybo2mso3lrdr,عزم ایتمشلردر
azmetmiştim,aro1m eybo2mso3dm,عزم ایتمشدم
azmettik,aro1m eybo2dk,عزم ایتدک
azmettim,aro1m eybo2dm,عزم ایتدم
azmettiği,aro1m eybo2dyko7y,عزم ایتدیگی
azmettiğimiz,aro1m eybo2dyko7mro1,عزم ایتدیگمز
azmi,aro1my,عزمی
