
c,xu1,ج
cüsse,xu1bo3h,جثه
cüsse,xu1bo3h<>,جثه‌
cüsse,xu1bo3h||,جثه‌
cüsseli,xu1bo3h<>ly,جثه‌لی
cüsseli,xu1bo3h||ly,جثه‌لی
cüssesi,xu1bo3o8h||sy,جثّه‌سی
cüstücu,xu1sbo2 w xu1w,جست و جو
cüstücû,xu1sbo2 w xu1w,جست و جو
cüval,xu1wel,جوال
cüvâl,xu1wel,جوال
cüz',xu1o9ro1o0wo5o0,جُزْؤْ
cüz',xu1ro1c,جزء
cüz'-i ihtiyari,xu1o9ro1o0cu4 eu4xo1o0bo2u4yo4ery,جُزْءِ اِخْتِیَاری
cüz'-i ihtiyârî,xu1o9ro1o0cu4 eu4xo1o0bo2u4bu2o4erbu2,جُزْءِ اِخْتِيَاري
cüz'-i,xu1ro1cu4,جزءِ
cüz'-i̇ i̇hti̇yari̇,xu1o9ro1o0cu4 eu4xo1o0bo2u4yo4ery,جُزْءِ اِخْتِیَاری
cüz'-küll,xu1ro1c klo8,جزء کلّ
cüz'-ü,xu1ro1cu4,جزءِ
cüz'de,xu1ro1cdh,جزءده
cüz'den,xu1ro1cdbo1,جزءدن
cüz'dür,xu1ro1cdr,جزءدر
cüz'e,xu1ro1yo5h,جزئه
cüz'i bir şey,xu1ro1bo5y bu1rso3y,جزئی برشی
cüz'i hatırat,xu1o9ro1o0bo5y xo1o4etu4ro4ebo2o0,جُزْئی خَاطِرَاتْ
cüz'i mürekkeb,xu1ro1cmrkbu1,جزءمرکب
cüz'i yara etmek,xu1ro1bo5y yerh e,جزئی یاره ا
cüz'i,xu1o9ro1o0wo5y,جُزْؤی
cüz'i,xu1ro1bo5y so3y,جزئی شی
cüz'i,xu1ro1bo5y,جزئی
cüz'i-yi müşahhas,xu1o9ro1o0bo5u4y yu4 mo9so3o4xo1o4o8zo0,جُزْئِی یِ مُشَخَّصْ
cüz'i-yi,xu1ro1yo5yu4,جزئیِ
cüz'ice bir renk vermek,xu1ro1bo5yxu1h bu1rrbo1k wyrmk,جزئیجه بررنک ویرمک
cüz'ice,xu1ro1bo5bu2xu1h,جزئيجه
cüz'ice,xu1ro1bo5yxu1h||,جزئیجه‌
cüz'iyat,xu1o9ro1o0bo5u4yo4ebo2o0,جُزْئِیَاتْ
cüz'iyat,xu1ro1yo5yebo2,جزئیات
cüz'iyat-ı,xu1ro1yo5yebo2u4,جزئیاتِ
cüz'iyata,xu1ro1yo5yebo2h,جزئیاته
cüz'iyatlar,xu1ro1yo5yebo2lr,جزئیاتلر
cüz'iyatları,xu1ro1yo5yebo2lry,جزئیاتلری
cüz'iyatlarına,xu1ro1yo5yebo2lrybo1h,جزئیاتلرینه
cüz'iyatlarıyla,xu1ro1yo5yebo2lrylh,جزئیاتلریله
cüz'iyatta,xu1ro1yo5yebo2dh,جزئیاتده
cüz'iyattan,xu1ro1yo5yebo2dbo1,جزئیاتدن
cüz'iyatı,xu1ro1yo5yebo2y,جزئیاتی
cüz'iyatın,xu1ro1yo5yebo2ko3,جزئیاتڭ
cüz'iyatına,xu1ro1yo5yebo2bo1h,جزئیاتنه
cüz'iyatında,xu1ro1yo5yebo2bo1dh,جزئیاتنده
cüz'iyatındaki,xu1ro1yo5yebo2bo1dh||ky,جزئیاتنده‌کی
cüz'iyatından,xu1ro1yo5yebo2bo1dbo1,جزئیاتندن
cüz'iyatını,xu1ro1yo5yebo2bo1y,جزئیاتنی
cüz'iyatıyla,xu1ro1yo5yebo2ylh,جزئیاتیله
cüz'iye,xu1ro1yo5yh,جزئیه
cüz'iye-i,xu1ro1yo5yh||u4,جزئیه‌ِ
cüz'iyede,xu1ro1yo5yh||dh,جزئیه‌ده
cüz'iyedir,xu1ro1yo5yh||dr,جزئیه‌در
cüz'iyeler,xu1ro1yo5yh||lr,جزئیه‌لر
cüz'iyeleri,xu1ro1yo5yh||lry,جزئیه‌لری
cüz'iyenin,xu1ro1yo5yh||bo1ko3,جزئیه‌نڭ
cüz'iyesine,xu1ro1yo5yh||sbo1h,جزئیه‌سنه
cüz'iyesini,xu1ro1yo5yh||sbo1y,جزئیه‌سنی
cüz'iyet,xu1o9ro1o0bo5u4bu2o4bo2o0,جُزْئِيَتْ
cüz'iyet,xu1o9ro1o0bo5u4yo4bo2o0,جُزْئِیَتْ
cüz'iyet,xu1ro1yo5ybo2,جزئیت
cüz'iyete,xu1ro1yo5ybo2h,جزئیته
cüz'iyeti,xu1ro1yo5ybo2y,جزئیتی
cüz'iyetin,xu1ro1yo5ybo2ko3,جزئیتڭ
cüz'iyetine,xu1ro1yo5ybo2bo1h,جزئیتنه
cüz'iyetiyle,xu1ro1yo5ybo2ylh,جزئیتیله
cüz'iyetten,xu1ro1yo5ybo2dbo1,جزئیتدن
cüz'iyeye,xu1ro1yo5yh||yh,جزئیه‌یه
cüz'iyeyi,xu1ro1yo5yh||yy,جزئیه‌یی
cüz'iyyat,xu1ro1bo5yebo2,جزئیات
cüz'iyyat,xu1ro1yo5yebo2,جزئیات
cüz'iyyatta,xu1ro1yo5yebo2dh,جزئیاتده
cüz'iyyatına,xu1ro1yo5yebo2bo1h,جزئیاتنه
cüz'iyye,xu1ro1yo5yh,جزئیه
cüz'iyye-i,xu1ro1yo5yh||u4,جزئیه‌ِ
cüz'iyyedir,xu1ro1yo5yh||dr,جزئیه‌در
cüz'iyyeleri,xu1ro1yo5yh||lry,جزئیه‌لری
cüz'iyyetin,xu1ro1yo5ybo2ko3,جزئیتڭ
cüz'iyyetten,xu1ro1yo5ybo2dbo1,جزئیتدن
cüz'iyyât,xu1ro1bo5bu2ebo2,جزئيات
cüz'iyât,xu1o9ro1o0bo5u4bu2o4ebo2o0,جُزْئِيَاتْ
cüz'i̇ hatirat,xu1o9ro1o0bo5y xo1o4etu4ro4ebo2o0,جُزْئی خَاطِرَاتْ
cüz'i̇,xu1o9ro1o0wo5y,جُزْؤی
cüz'i̇,xu1ro1bo5y,جزئی
cüz'i̇-yi̇ müşahhas,xu1o9ro1o0bo5u4y yu4 mo9so3o4xo1o4o8zo0,جُزْئِی یِ مُشَخَّصْ
cüz'i̇yat,xu1o9ro1o0bo5u4yo4ebo2o0,جُزْئِیَاتْ
cüz'i̇yet,xu1o9ro1o0bo5u4yo4bo2o0,جُزْئِیَتْ
cüz'ler,xu1ro1clr,جزءلر
cüz'lere,xu1ro1clrh,جزءلره
cüz'leri,xu1ro1clry,جزءلری
cüz'leridir,xu1ro1clrydr,جزءلریدر
cüz'lerin,xu1ro1clrko3,جزءلرڭ
cüz'lerinde,xu1ro1clrbo1dh,جزءلرنده
cüz'lerindendir,xu1ro1clrbo1dbo1dr,جزءلرندندر
cüz'lerini,xu1ro1clrybo1y,جزءلرینی
cüz'sün,xu1ro1csko3,جزءسڭ
cüz'î bir şey,xu1ro1bo5y bu1rso3y,جزئی برشی
cüz'î hâtirât,xu1o9ro1o0bo5bu2 xo1o4etu4ro4ebo2o0,جُزْئي خَاطِرَاتْ
cüz'î hâtırât,xu1o9ro1o0bo5bu2 xo1o4etu4ro4ebo2o0,جُزْئي خَاطِرَاتْ
cüz'î yara etmek,xu1ro1bo5y bu2erh e,جزئی ياره ا
cüz'î,xu1o9ro1o0wo5bu2,جُزْؤي
cüz'î,xu1ro1bo5y so3y,جزئی شی
cüz'î,xu1ro1bo5y,جزئی
cüz'î,xu1ro1yo5y,جزئی
cüz'î-küllî,xu1ro1yo5y klo8y,جزئی کلّی
cüz'î-yi müşahhas,xu1o9ro1o0bo5u4bu2 bu2u4 mo9so3o4xo1o4o8zo0,جُزْئِي يِ مُشَخَّصْ
cüz'î-yi,xu1ro1yo5yu4,جزئیِ
cüz'îce bir renk vermek,xu1ro1bo5bu2xu1h bu1rrbo1k wbu2rmk,جزئيجه بررنک ويرمک
cüz'îde,xu1ro1yo5ydh,جزئیده
cüz'îden,xu1ro1yo5ydbo1,جزئیدن
cüz'îdir,xu1ro1yo5ydr,جزئیدر
cüz'îlerde,xu1ro1yo5ylrdh,جزئیلرده
cüz'îlere,xu1ro1yo5ylrh,جزئیلره
cüz'îleri,xu1ro1yo5ylry,جزئیلری
cüz'înin,xu1ro1yo5ybo1ko3,جزئینڭ
cüz'îsi,xu1ro1yo5ysy,جزئیسی
cüz'îsine,xu1ro1yo5ysbo1h,جزئیسنه
cüz'îsinin,xu1ro1yo5ysbo1ko3,جزئیسنڭ
cüz'îye,xu1ro1yo5y||yh,جزئی‌یه
cüz'îyi,xu1ro1yo5y||yy,جزئی‌یی
cüz'ü,xu1ro1yo5y,جزئی
cüz'üdür,xu1ro1yo5ydr,جزئیدر
cüz'ün,xu1ro1yo5ko3,جزئڭ
cüz'ünde,xu1ro1yo5bo1dh,جزئنده
cüz'ündeki,xu1ro1yo5bo1dh||ky,جزئنده‌کی
cüz'ünden,xu1ro1yo5bo1dbo1,جزئندن
cüz'üne,xu1ro1yo5bo1h,جزئنه
cüz'ünü,xu1ro1yo5bo1y,جزئنی
cüz'ünün,xu1ro1yo5bo1ko3,جزئنڭ
cüz'üyle,xu1ro1yo5ylh,جزئیله
cüz,xu1o9ro1o0,جُزْ
cüz,xu1ro1,جز
cüz,xu1ro1c,جزء
cüz-i,xu1ro1cu4,جزءِ
cüz-ü,xu1ro1cu4,جزءِ
cüzam,xu1do1em,جذام
cüzdan,xu1ro1bo5debo1,جزئدان
cüzdan,xu1ro1debo1,جزدان
cüzdanda,xu1ro1debo1dh,جزدانده
cüzdanlar,xu1ro1debo1lr,جزدانلر
cüzdanları,xu1ro1debo1lry,جزدانلری
cüzdanına,xu1ro1debo1bo1h,جزداننه
cüzdanındaki,xu1ro1debo1bo1dh||ky,جزداننده‌کی
cüzde,xu1ro1cdh,جزءده
cüzden,xu1ro1cdbo1,جزءدن
cüzdür,xu1ro1cdr,جزءدر
cüzler,xu1ro1clr,جزءلر
cüzlere,xu1ro1wo5lrh,جزؤلره
cüzleri,xu1ro1clry,جزءلری
cüzlerin,xu1ro1clrko3,جزءلرڭ
cüzlerinde,xu1ro1clrbo1dh,جزءلرنده
cüzlerinden,xu1ro1clrbo1dbo1,جزءلرندن
cüzlerini,xu1ro1clrybo1y,جزءلرینی
cüzlerinin,xu1ro1clrybo1ko3,جزءلرینڭ
cüzlükten,xu1ro1clkdbo1,جزءلکدن
cüzsün,xu1ro1csko3,جزءسڭ
cüzzam,xu1do1em,جذام
cüzzamlı,xu1do1emly,جذاملی
cüzâm,xu1do1em,جذام
cüz’,xu1ro1c,جزء
cüz’i,xu1ro1bo5y,جزئی
cüz’iyyat,xu1ro1bo5yebo2,جزئیات
cüz’ünde,xu1ro1yo5bo1dh,جزئنده
cıcık,xu1yxu1yfo2,جیجیق
cılk,xu1lfo2,جلق
cılk,xu1ylfo2,جیلق
cıllık,xu1yllyfo2,جیللیق
cılız,xu1ylyro1,جیلیز
cılızlık,xu1ylro1lfo2,جیلزلق
cımbız,xu1mbu1ro1,جمبز
cımbız,xu1ymbu1yro1,جیمبیز
cırboğa,xu1yrbu1wao1e,جیربوغا
cırcır,xu1yrxu1yr,جیرجیر
cırla,xu1yrle,جیرلا
cırlak,xu1yrlefo2,جیرلاق
cırlamak,xu1yrlemfo2,جیرلامق
cırlat,xu1yrlebo2,جیرلات
cırlatmak,xu1yrlebo2mfo2,جیرلاتمق
cırtla,xu1yrbo2le,جیرتلا
cırtlak,xu1yr<>bo2lefo2,جیر‌تلاق
cırtlak,xu1yr||bo2lefo2,جیر‌تلاق
cırtlamak,xu1yrbo2lemfo2,جیرتلامق
cırılda,xu1yrylde,جیریلدا
cırıldamak,xu1yryldemfo2,جیریلدامق
cırıltı,xu1yrylbo2y,جیریلتی
cıvık,xu1ywyfo2,جیویق
cıvıl,xu1ywyl,جیویل
cıvılcıvıl,xu1ywyl,جیویل
cıvılda,xu1ywylde,جیویلدا
cıvıldamak,xu1ywyldemfo2,جیویلدامق
cıvıldaşmaları,xu1ywyldeso3mh||lry,جیویلداشمه‌لری
cıvıltı,xu1ywylbo2y,جیویلتی
cıyak cıyak,xu1yyefo2 xu1yyefo2,جییاق جییاق
cıyak,xu1yyefo2,جییاق
cıyırda,xu1yyrde,جییردا
cıyırdamak,xu1yyrdemfo2,جییردامق
cıyırtı,xu1yyrbo2y,جییرتی
cız,xu1yro1,جیز
cızbız,xu1yro1bu1yro1,جیزبیز
cızla,xu1yro1le,جیزلا
cızlamak,xu1ro1lemfo2,جزلامق
cızlamak,xu1yro1lemfo2,جیزلامق
cızılda,xu1yro1ylde,جیزیلدا
cızıldamak,xu1yro1yldemfo2,جیزیلدامق
cızıltı,xu1yro1ylbo2y,جیزیلتی
cızıltılı,xu1yro1ylbo2yly,جیزیلتیلی
cızırda,xu1yro1yrde,جیزیردا
cızırdamak,xu1yro1yrdemfo2,جیزیردامق
cızırdat,xu1yro1yrdebo2,جیزیردات
cızırdatmak,xu1yro1yrdebo2mfo2,جیزیرداتمق
cızırtı,xu1yro1yrbo2y,جیزیرتی
