
b,bu1,ب
bîmarhâne,bu1bu2mer xo1ebo1h,بيمار خانه
bîmaye,bu1y||meyh,بی‌مایه
bîmeale,bu1y||meo6lh,بی‌مآله
bîmecâl,bu1y mxu1el,بی مجال
bîmekân,bu1y mkebo1,بی مکان
bîmerhamet,bu1y mrxmbo2,بی مرحمت
bîmeze,bu1y mro1h,بی مزه
bîmihr,bu1y mhr,بی مهر
bîmisal,bu1y||mbo3el,بی‌مثال
bîmisali,bu1y||mbo3ely,بی‌مثالی
bîmisaline,bu1y||mbo3elbo1h,بی‌مثالنه
bîmisalinin,bu1y||mbo3elbo1ko3,بی‌مثالنڭ
bîmisâl,bu1y mbo3el,بی مثال
bîmisâline,bu1y||mbo3elbo1h,بی‌مثالنه
bîmuhâbâ,bu1y mxebu1e,بی محابا
bîmâr,bu1bu2mer,بيمار
bîmârân,bu1bu2merebo1,بيماران
bîmübâlât,bu1y mbu1elebo2,بی مبالات
bîmürüvvet,bu1y mrwbo2,بی مروت
bîna,bu1ybo1e,بینا
bînamaz,bu1y bo1mero1,بی نماز
bînasîb,bu1y bo1zbu2bu1,بی نصيب
bînazir,bu1y||bo1to1yr,بی‌نظیر
bînaziri,bu1y||bo1to1yry,بی‌نظیری
bînazîr,bu1y bo1to1bu2r,بی نظير
bînazîr,bu1y||bo1to1yr,بی‌نظیر
bînema-i,bu1y||bo1mecu4,بی‌نماءِ
bînemek,bu1y bo1mk,بی نمک
bînevâ,bu1bu2bo1we,بينوا
bînihaye,bu1y bo1heyh,بی نهایه
bînihaye,bu1y||bo1heyh,بی‌نهایه
bînihaye-i,bu1y||bo1heyh||u4,بی‌نهایه‌ِ
bînihayeden,bu1y||bo1heyh||dbo1,بی‌نهایه‌دن
bînihayeleri,bu1y||bo1heyh||lry,بی‌نهایه‌لری
bînihayenin,bu1y||bo1heyh||bo1ko3,بی‌نهایه‌نڭ
bînihayesinden,bu1y||bo1heyh||sbo1dbo1,بی‌نهایه‌سندن
bînihayesine,bu1y||bo1heyh||sbo1h,بی‌نهایه‌سنه
bînihayesini,bu1y||bo1heyh||sbo1y,بی‌نهایه‌سنی
bînihayeye,bu1y||bo1heyh||yh,بی‌نهایه‌یه
bînihayeyi,bu1y||bo1heyh||yy,بی‌نهایه‌یی
bînisyan,bu1y||bo1syebo1,بی‌نسیان
bînâ,bu1bu2bo1e,بينا
bînâm,bu1bu2bo1em,بينام
bînâz,bu1y||bo1ero1,بی‌ناز
bînî,bu1bu2bo1y,بينی
bîpervâ,bu1y bu3rwe,بی پروا
bîpervâ,bu1y||bu3rwe,بی‌پروا
bîpâyan,bu1y||bu3eyebo1,بی‌پایان
bîpâyan-ı,bu1y||bu3eyebo1u4,بی‌پایانِ
bîpâyandır,bu1y||bu3eyebo1dr,بی‌پایاندر
bîpâyanını,bu1y||bu3eyebo1bo1y,بی‌پایاننی
bîpâyân,bu1bu2bu3ebu2ebo1,بيپايان
bîpâyân,bu1y bu3eyebo1,بی پایان
bîrahat,bu1y||rexbo2,بی‌راحت
bîrahm,bu1y rxm,بی رحم
bîrayb,bu1y rybu1,بی ریب
bîrûn,bu1bu2rwbo1,بيرون
bîrûnunda,bu1bu2rwbo1bo1dh,بيروننده
bîsebat,bu1y bo3bu1ebo2,بی ثبات
bîsebeb,bu1y sbu1bu1,بی سبب
bîser,bu1y sr,بی سر
bîset,bu1abo3bo2,بعثت
bîst,bu1bu2sbo2,بيست
bîsud,bu1y||swd,بی‌سود
bîsûd,bu1y swd,بی سود
bîtab,bu1y||bo2ebu1,بی‌تاب
bîtaraf,bu1bu2 to4ro4fo1o0,بي طَرَفْ
bîtaraf,bu1y trfo1,بی طرف
bîtaraf,bu1ytrfo1,بیطرف
bîtaraf,bu1y||trfo1,بی‌طرف
bîtarafane,bu1y||trfo1ebo1h,بی‌طرفانه
bîtaraflık,bu1y||trfo1lfo2,بی‌طرفلق
bîtaraflığından,bu1y||trfo1lao1bo1dbo1,بی‌طرفلغندن
bîtaraftır,bu1y||trfo1dr,بی‌طرفدر
bîtarafâne,bu1y trfo1ebo1h,بی طرفانه
bîtarafî,bu1y||trfo1y,بی‌طرفی
bîtenahîdir,bu1y||bo2bo1ehydr,بی‌تناهیدر
bîtâb,bu1bu2bo2ebu1,بيتاب
bîtâbane,bu1bu2bo2ebu1ebo1h,بيتابانه
bîve,bu1bu2wh,بيوه
bîvefâ,bu1y wfo1e,بی وفا
bîvesvese,bu1y||wswsh,بی‌وسوسه
bîvezen,bu1bu2wh ro1bo1,بيوه زن
bîzar,bu1yro1er,بیزار
bîzeval,bu1y||ro1wel,بی‌زوال
bîzevali,bu1y||ro1wely,بی‌زوالی
bîzevalin,bu1y||ro1welko3,بی‌زوالڭ
bîzevaline,bu1y||ro1welbo1h,بی‌زوالنه
bîzâr,bu1bu2ro1er,بيزار
bîâr,bu1y aer,بی عار
bîçare,bu1yxu3erh,بیچاره
bîçarede,bu1yxu3erh||dh,بیچاره‌ده
bîçareden,bu1yxu3erh||dbo1,بیچاره‌دن
bîçaregân-ı,bu1yxu3erh||ko7ebo1u4,بیچاره‌گانِ
bîçareler,bu1yxu3erh||lr,بیچاره‌لر
bîçarelerden,bu1yxu3erh||lrdbo1,بیچاره‌لردن
bîçarelerdir,bu1yxu3erh||lrdr,بیچاره‌لردر
bîçarelere,bu1yxu3erh||lrh,بیچاره‌لره
bîçareleri,bu1yxu3erh||lry,بیچاره‌لری
bîçarelerin,bu1yxu3erh||lrko3,بیچاره‌لرڭ
bîçarenin,bu1yxu3erh||bo1ko3,بیچاره‌نڭ
bîçaresi,bu1yxu3erh||sy,بیچاره‌سی
bîçareye,bu1yxu3erh||yh,بیچاره‌یه
bîçareyi,bu1yxu3erh||yy,بیچاره‌یی
bîçunuçirâ,bu1y xu3wbo1 w xu3re,بی چون و چرا
bîçâre,bu1bu2xu3erh,بيچاره
bîçâre,bu1bu2xu3o4ero4h,بيچَارَه
bîçâre,bu1yxu3erh,بیچاره
bîçâregân,bu1bu2xu3erko7ebo1,بيچارگان
bîçâreler,bu1yxu3erh||lr,بیچاره‌لر
bîçârenin,bu1yxu3erh||bo1ko3,بیچاره‌نڭ
bîçâreye,bu1yxu3erh||yh,بیچاره‌یه
bîşe,bu1bu2so3h,بيشه
bîşerm,bu1y so3rm,بی شرم
bîşuur,bu1y so3awr,بی شعور
bîşübhe,bu1y so3bu1hh,بی شبهه
bîşümâr,bu1y so3mer,بی شمار
böbrek,bu1wbu1rh<>k,بوبره‌ک
böbrek,bu1wbu1rh||k,بوبره‌ک
böbrek,bu1wkrk,بوکرک
böbrekleri,bu1wbu1rklry,بوبرکلری
böcek,bu1wxu1k,بوجک
böcekkabuğu,bu1wxu1k fo2ebu1wao1y,بوجک قابوغی
böceklen,bu1wxu1klh<>bo1,بوجکله‌ن
böceklenmek,bu1wxu1klh<>bo1mk,بوجکله‌نمک
böceklenmek,bu1wxu1klh||bo1mk,بوجکله‌نمک
böceklere,bu1wxu1klrh,بوجکلره
böceklerin,bu1wxu1klrko3,بوجکلرڭ
böcekli,bu1wxu1kly,بوجکلی
böcekten,bu1wxu1kdbo1,بوجکدن
böceği,bu1wxu1ko7y,بوجگی
böceğin,bu1wxu1ko7ko3,بوجگڭ
böceğini,bu1wxu1ko7bo1y,بوجگنی
böceğinin,bu1wxu1ko7bo1ko3,بوجگنڭ
böl,bu1wl,بول
bölgesinde,bu1wlko7h||sbo1dh,بولگه‌سنده
bölme,bu1wlmh,بولمه
bölme,bu1wlmh||,بولمه‌
bölmek,bu1wlmk,بولمک
bölmelerde,bu1wlmh||lrdh,بولمه‌لرده
bölmeleri,bu1wlmh||lry,بولمه‌لری
bölük,bu1lwk,بلوک
bölük,bu1wlk,بولک
bölük,bu1wlwk,بولوک
bölüklere,bu1wlwklrh,بولوکلره
bölükte,bu1wlwkdh,بولوکده
bölümü,bu1wlwmy,بولومی
bölümünde,bu1wlwmbo1dh,بولومنده
bölün,bu1wlwbo1,بولون
bölünmek,bu1wlbo1mk,بولنمک
bölünmek,bu1wlwbo1mk,بولونمک
bölünmesi,bu1wlbo1mh||sy,بولنمه‌سی
bölünmez,bu1wlwbo1mro1,بولونمز
bölüntü,bu1wlwbo1bo2w,بولونتو
bölüğe,bu1wlwko7h,بولوگه
bölüğün,bu1wlwko7ko3,بولوگڭ
bölüğünde,bu1wlwko7bo1dh,بولوگنده
bölüş,bu1wlwso3,بولوش
bölüşmek,bu1wlwso3mk,بولوشمک
bölüştür,bu1wlwso3dwr,بولوشدور
bölüştürmek,bu1wlwso3dwrmk,بولوشدورمک
bön,bu1wbo1,بون
börek,bu1wrh<>k,بوره‌ک
börek,bu1wrh||k,بوره‌ک
börek,bu1wrk,بورک
börekçi,bu1wrkxu1y,بورکجی
böyle,bu1wbu2lh,بويله
böyle,bu1wylh,بویله
böyle,bu1wylh||,بویله‌
böylece,bu1wbu2lh xu1h,بويله جه
böylece,bu1wylh xu1h||,بویله جه‌
böylece,bu1wylh||xu1h,بویله‌جه
böyledir,bu1wylh||dr,بویله‌در
böyledirler,bu1wylh||drlr,بویله‌درلر
böyleler,bu1wylh||lr,بویله‌لر
böylelerden,bu1wylh||lrdbo1,بویله‌لردن
böylelere,bu1wylh||lrh,بویله‌لره
böyleleri,bu1wylh||lry,بویله‌لری
böylelerin,bu1wylh||lrko3,بویله‌لرڭ
böylelerini,bu1wylh||lrybo1y,بویله‌لرینی
böylelerinin,bu1wylh||lrybo1ko3,بویله‌لرینڭ
böylelikle,bu1wylh||lklh,بویله‌لکله
böylesi,bu1wylh||sy,بویله‌سی
böyleyken,bu1wylh||ykbo1,بویله‌یکن
böğrek,bu1wkrk,بوکرک
böğür,bu1wko7wr,بوگور
böğürmek,bu1wko7wrmk,بوگورمک
böğürt,bu1wko7wrbo2,بوگورت
böğürtlen,bu1wko7wrbo2lbo1,بوگورتلن
böğürtmek,bu1wko7wrbo2mk,بوگورتمک
böğürtü,bu1wko7wrbo2w,بوگورتو
bû,bu1w,بو
bûd,bu1wd,بود
bûde,bu1wdh,بوده
bûm,bu1wm,بوم
bûmehen,bu1wmhbo1,بومهن
bûr,bu1wr,بور
bûriya,bu1wrye,بوریا
bûs etmek,bu1ws e,بوس ا
bûs,bu1ws,بوس
bûse,bu1wsh,بوسه
bûstân,bu1wsbo2ebo1,بوستان
bûte,bu1wbo2h,بوته
bûtimar,bu1wbo2bu2mer,بوتيمار
bûy,bu1wy,بوی
bûy-ı şîrîn,bu1wy so3bu2rbu2bo1,بوی شيرين
bûydâr,bu1wyder,بویدار
bûzîne,bu1wro1ybo1h,بوزینه
bücür,bu1wxu1wr,بوجور
büdce,bu1wdxu1h,بودجه
büdce,bu1wdxu1h||,بودجه‌
büfe,bu1wfo1h,بوفه
büfe,bu1wfo1h||,بوفه‌
bühtan,bu1hbo2ebo1,بهتان
bühtancı,bu1hbo2ebo1xu1y,بهتانجی
bühtân,bu1hbo2ebo1,بهتان
bük,bu1wk,بوک
büka etmek,bu1ke e,بکا ا
büka,bu1ke,بکا
büka,bu1kec,بکاء
büke büke koparmak,bu1wkh bu1wkh fo2wbu3ermfo2,بوکه بوکه قوپارمق
büke'nin,bu1wkh||bo1ko3,بوکه‌نڭ
bükerek,bu1wkh||rk,بوکه‌رک
büklüm,bu1wklm,بوکلم
büklüm,bu1wklwm,بوکلوم
bükmek,bu1wkmk,بوکمک
büktürmüyor,bu1wkdyrmyywr,بوکدیرمییور
bükâ etmek,bu1ke e,بکا ا
bükâ,bu1ke,بکا
bükâ,bu1kec,بکاء
bükük,bu1wkwk,بوکوک
bükül,bu1wkwl,بوکول
bükülmek,bu1wklmk,بوکلمک
bükülmek,bu1wkwlmk,بوکولمک
bükülmez,bu1wkwlmro1,بوکولمز
bükülmüş,bu1wkwlmso3,بوکولمش
bükülmüştür,bu1wkwlmso3dr,بوکولمشدر
bükülü,bu1wkwlw,بوکولو
büküm,bu1wkwm,بوکوم
büküntü,bu1wkwbo1bo2w,بوکونتو
büküp,bu1wkwbu1,بوکوب
bülaceb,bu1welaxu1bu1,بوالعجب
bülbül,bu1lbu1l,بلبل
bülbül-misali,bu1lbu1l||mbo3ely,بلبل‌مثالی
bülbül-ü,bu1lbu1lu4,بلبلِ
bülbüldür,bu1lbu1ldr,بلبلدر
bülbüle,bu1lbu1lh,بلبله
bülbüller,bu1lbu1llr,بلبللر
bülbüllerden,bu1lbu1llrdbo1,بلبللردن
bülbülleri,bu1lbu1llry,بلبللری
bülbüllerin,bu1lbu1llrko3,بلبللرڭ
bülbüllerini,bu1lbu1llrybo1y,بلبللرینی
bülbülü,bu1lbu1ly,بلبلی
bülbülün,bu1lbu1lko3,بلبلڭ
bülbülünü,bu1lbu1lbo1y,بلبلنی
büldan,bu1ldebo1,بلدان
büldân,bu1ldebo1,بلدان
bülega,bu1lao1e,بلغا
bülega-i,bu1lao1ecu4,بلغاءِ
bülega-yı,bu1lao1eyu4,بلغایِ
bülegaların,bu1lao1elrko3,بلغالرڭ
büleganız,bu1lao1eko3ro1,بلغاڭز
bülegaya,bu1lao1eyh,بلغایه
bülegânın,bu1lao1ebo1ko3,بلغانڭ
bülend,bu1lbo1d,بلند
bülend,bu1o9lo4bo1o0do0,بُلَنْدْ
bülendbala,bu1lbo1dbu1ele,بلندبالا
bülendbâlâ,bu1lbo1dbu1ele,بلندبالا
bülendidir,bu1lbo1dydr,بلندیدر
bülendine,bu1lbo1dybo1h,بلندینه
bülendpervaz,bu1lbo1dbu3rwero1,بلندپرواز
bülendpervâz,bu1lbo1dbu3rwero1,بلندپرواز
büleğa,bu1lao1ec,بلغاء
büleğâ,bu1lao1ec,بلغاء
bülheves,bu1welhws,بوالهوس
büluğ,bu1lwao1,بلوغ
büluğa,bu1lwao1h,بلوغه
büluğumdan,bu1lwao1mdbo1,بلوغمدن
büluğunuzu,bu1lwao1ko3ro1y,بلوغڭزی
bülûğ,bu1lwao1,بلوغ
bülûğa,bu1lwao1h,بلوغه
bün,bu1bo1,بن
bünyad,bu1bo1yed,بنیاد
bünyamin,bu1bo1yemybo1,بنیامین
bünyan,bu1bo1yebo1,بنیان
bünyan-ı,bu1bo1yebo1u4,بنیانِ
bünyanında,bu1bo1yebo1bo1dh,بنیاننده
bünye,bu1bo1bu2h,بنيه
bünye,bu1bo1yh,بنیه
bünye,bu1bo1yh||,بنیه‌
bünye-i,bu1o9bo1o0yh||u4,بُنْیه‌ِ
bünyelerinde,bu1o9bo1o0yh||lrbo1dh,بُنْیه‌لرنده
bünyelerine,bu1o9bo1o0yh||lrybo1h,بُنْیه‌لرینه
bünyemizi,bu1o9bo1o0yh||mro1y,بُنْیه‌مزی
bünyenin,bu1o9bo1o0yh||bo1ko3,بُنْیه‌نڭ
bünyesi,bu1o9bo1o0yh||sy,بُنْیه‌سی
bünyesinde,bu1o9bo1o0yh||sbo1dh,بُنْیه‌سنده
bünyesindeki,bu1o9bo1o0yh||sbo1dh||ky,بُنْیه‌سنده‌کی
bünyesine,bu1o9bo1o0yh||sbo1h,بُنْیه‌سنه
bünyesini,bu1o9bo1o0yh||sbo1y,بُنْیه‌سنی
bünyeviyat,bu1bo1bu2wyebo2,بنيویات
bünyeviyat,bu1bo1ywyebo2,بنیویات
bünyeye,bu1o9bo1o0yh||yh,بُنْیه‌یه
bünyâd,bu1bo1bu2ed,بنياد
bünyâd,bu1bo1yed,بنیاد
bünyân,bu1bo1bu2ebo1,بنيان
bür'iyye'den,bu1o9ryo5yo8h||dbo1,بُرئیّه‌دن
bürc,bu1rxu1,برج
bürdbar,bu1rdbu1er,بردبار
bürdbâr,bu1rdbu1er,بردبار
bürde'de,bu1o9rdh||dh,بُرده‌ده
bürde,bu1rdh,برده
bürde,bu1rdh||,برده‌
bürde-i,bu1o9rdh||u4,بُرده‌ِ
büreyde,bu1rydh,بریده
bürhan'daki,bu1rhebo1dh||ky,برهانده‌کی
bürhan'ın,bu1rhebo1ko3,برهانڭ
bürhan,bu1rhebo1,برهان
bürhan-üt,bu1rhebo1 el,برهان ال
bürhan-ı,bu1rhebo1u4,برهانِ
bürhana,bu1rhebo1h,برهانه
bürhanda,bu1rhebo1dh,برهانده
bürhandan,bu1rhebo1dbo1,برهاندن
bürhandır,bu1rhebo1dr,برهاندر
bürhandırlar,bu1rhebo1drlr,برهاندرلر
bürhaniye,bu1rhebo1yh,برهانیه
bürhaniyenin,bu1rhebo1yh||bo1ko3,برهانیه‌نڭ
bürhanla,bu1rhebo1lh,برهانله
bürhanlar,bu1rhebo1lr,برهانلر
bürhanlara,bu1rhebo1lrh,برهانلره
bürhanlardan,bu1rhebo1lrdbo1,برهانلردن
bürhanlardır,bu1rhebo1lrdr,برهانلردر
bürhanlarla,bu1rhebo1lrlh,برهانلرله
bürhanları,bu1rhebo1lry,برهانلری
bürhanlarıdır,bu1rhebo1lrydr,برهانلریدر
bürhanların,bu1rhebo1lrko3,برهانلرڭ
bürhanlarına,bu1rhebo1lrybo1h,برهانلرینه
bürhanlarında,bu1rhebo1lrbo1dh,برهانلرنده
bürhanlarındaki,bu1rhebo1lrbo1dh||ky,برهانلرنده‌کی
bürhanlarından,bu1rhebo1lrbo1dbo1,برهانلرندن
bürhanlarını,bu1rhebo1lrybo1y,برهانلرینی
bürhanlarının,bu1rhebo1lrybo1ko3,برهانلرینڭ
bürhanlarınız,bu1rhebo1lryko3ro1,برهانلریڭز
bürhanlarınızla,bu1rhebo1lryko3ro1lh,برهانلریڭزله
bürhanlarıyla,bu1rhebo1lrylh,برهانلریله
bürhanlarız,bu1rhebo1lrro1,برهانلرز
bürhanlı,bu1rhebo1ly,برهانلی
bürhanî,bu1rhebo1y,برهانی
bürhanı,bu1rhebo1y,برهانی
bürhanıdır,bu1rhebo1ydr,برهانیدر
bürhanıdırlar,bu1rhebo1ydrlr,برهانیدرلر
bürhanım,bu1rhebo1m,برهانم
bürhanımız,bu1rhebo1mro1,برهانمز
bürhanın,bu1rhebo1ko3,برهانڭ
bürhanına,bu1rhebo1bo1h,برهاننه
bürhanından,bu1rhebo1bo1dbo1,برهانندن
bürhanını,bu1rhebo1bo1y,برهاننی
bürhanınıza,bu1rhebo1ko3ro1h,برهانڭزه
bürhanıyla,bu1rhebo1ylh,برهانیله
bürhân,bu1rhebo1,برهان
büride,bu1rydh||,بریده‌
bürka,bu1rfo2a,برقع
bürkan,bu1rkebo1,برکان
bürkân,bu1rkebo1,برکان
bürna,bu1rbo1e,برنا
bürnâ,bu1rbo1e,برنا
büro,bu1wrw,بورو
bürokrasi,bu1wrwfo2resy,بوروقراسی
bürran,bu1rebo1,بران
bürrân,bu1rebo1,بران
büruc,bu1rwxu1,بروج
büruc-u,bu1rwxu1u4,بروجِ
bürucunda,bu1rwxu1bo1dh,بروجنده
bürucuyla,bu1o9rwxu1ylh,بُروجیله
bürudet,bu1rwdbo2,برودت
bürudet-i,bu1rwdbo2u4,برودتِ
bürudete,bu1rwdbo2h,برودته
bürudeti,bu1rwdbo2y,برودتی
bürudetin,bu1rwdbo2ko3,برودتڭ
bürudetinle,bu1rwdbo2ko3lh,برودتڭله
bürudetiyle,bu1rwdbo2ylh,برودتیله
bürudetle,bu1rwdbo2lh,برودتله
bürudetli,bu1rwdbo2ly,برودتلی
bürudettir,bu1rwdbo2dr,برودتدر
büruz,bu1rwro1,بروز
büryan,bu1u4ro0yo4ebo1o0,بِرْیَانْ
büryân,bu1u4ro0bu2o4ebo1o0,بِرْيَانْ
bürîde,bu1rydh,بریده
bürûdet,bu1rwdbo2,برودت
bürûdetin,bu1rwdbo2ko3,برودتڭ
bürûz,bu1rwro1,بروز
bürü,bu1wrw,بورو
bürülü,bu1wrwlw,بورولو
bürümcek,bu1wrwmxu1k,بورومجک
bürümcük,bu1wrbo1xu1k,بورنجک
bürümcük,bu1wrmxu1k,بورمجک
bürüme,bu1wrwmh,بورومه
bürüme,bu1wrwmh||,بورومه‌
bürümek,bu1wrwmk,بورومک
bürün,bu1wrwbo1,بورون
bürüncük,bu1wrbo1xu1k,بورنجک
bürünerek,bu1wrwbo1h||rk,بورونه‌رک
bürünmek,bu1wrwbo1mk,بورونمک
bürünmekle,bu1wrwbo1mklh,بورونمکله
bürünmeli,bu1wrwbo1mly,بورونملی
büsbütün,bu1sbu1bo2wbo1,بسبتون
büsbütün,bu1ws<>bu1wbo2wbo1,بوس‌بوتون
büsbütün,bu1wsbu1bo2wbo1,بوسبتون
büsbütün,bu1ws||bu1wbo2wbo1,بوس‌بوتون
büst,bu1wsbo2,بوست
büstan,bu1sbo2ebo1,بستان
büstân,bu1sbo2ebo1,بستان
büt,bu1bo2,بت
büthane,bu1bo2 xo1ebo1h||,بت خانه‌
büthâne,bu1bo2 xo1ebo1h,بت خانه
bütperest,bu1bo2 bu3rsbo2,بت پرست
bütun,bu1twbo1,بطون
bütçe,bu1wdxu1h,بودجه
bütûn,bu1twbo1,بطون
bütün bütün,bu1bo2wbo1 bu1bo2wbo1,بتون بتون
bütün gece yatmamak,bu1bo2wbo1 kbu2xu1h bu2ebo2memfo2,بتون کيجه ياتمامق
bütün gece yatmamak,bu1bo2wbo1 kyxu1h yebo2memfo2,بتون کیجه یاتمامق
bütün,bu1bo2wbo1,بتون
bütün,bu1wbo2wbo1,بوتون
bütünle,bu1wbo2wbo1lh<>,بوتونله‌
bütünlemek,bu1wbo2wbo1lh<>mk,بوتونله‌مک
bütünlemek,bu1wbo2wbo1lh||mk,بوتونله‌مک
bütünleri,bu1bo2wbo1lry,بتونلری
bütünlüğüdür,bu1bo2wbo1lko7ydr,بتونلگیدر
bütünsün,bu1wbo2wbo1sko3,بوتونسڭ
bütünü,bu1bo2wbo1y,بتونی
bütününü,bu1bo2wbo1bo1y,بتوننی
bütününün,bu1bo2wbo1bo1ko3,بتوننڭ
büyut,bu1ywbo2,بیوت
büyût,bu1bu2wbo2,بيوت
büyü,bu1wbu2w,بويو
büyü,bu1wkw,بوکو
büyü,bu1wyw,بویو
büyücek,bu1bu2wxu1k,بيوجک
büyücek,bu1ywxu1k,بیوجک
büyücü karı,bu1wkwxu1y fo2ery,بوکوجی قاری
büyücü,bu1wbu2wxu1y,بويوجی
büyücü,bu1wkwxu1y,بوکوجی
büyücü,bu1wywxu1y,بویوجی
büyüdü,bu1ywdy,بیودی
büyüdüğü,bu1ywdyko7y,بیودیگی
büyük adım atlamak,bu1bu2wk edbu2m ebo2lemfo2,بيوک اديم اتلامق
büyük adım atlamak,bu1ywk edym ebo2lemfo2,بیوک ادیم اتلامق
büyük fıçı,bu1bu2wk fo1wxu3y,بيوک فوچی
büyük fıçı,bu1ywk fo1wxu3y,بیوک فوچی
büyük kadeh,bu1bu2wk fo2dx,بيوک قدح
büyük kadeh,bu1ywk fo2dx,بیوک قدح
büyük oda,bu1bu2wk ewth,بيوک اوطه
büyük oda,bu1ywk ewth||,بیوک اوطه‌
büyük ok,bu1bu2wk ewfo2,بيوک اوق
büyük ok,bu1ywk ewfo2,بیوک اوق
büyük ta'lim günü,bu1ywk bo2alym kwbo1y,بیوک تعلیم کونی
büyük ta'lîm günü,bu1bu2wk bo2albu2m kwbo1y,بيوک تعليم کونی
büyük talim,bu1ywk bo2alym,بیوک تعلیم
büyük talîm,bu1bu2wk bo2albu2m,بيوک تعليم
büyük tekne,bu1bu2wk bo2kbo1h,بيوک تکنه
büyük tekne,bu1ywk bo2kbo1h||,بیوک تکنه‌
büyük zabit,bu1ywk zo1ebu1t,بیوک ضابط
büyük zâbit,bu1bu2wk zo1ebu1t,بيوک ضابط
büyük,bu1bu2k,بيک
büyük,bu1bu2wk,بيوک
büyük,bu1wywk,بویوک
büyük,bu1yk,بیک
büyük,bu1ywk,بیوک
büyük-küçük,bu1ywk kwxu3k,بیوک کوچک
büyükana,bu1bu2wk ebo1e,بيوک انا
büyükana,bu1ywk ebo1e,بیوک انا
büyükbaba,bu1bu2wk bu1ebu1e,بيوک بابا
büyükbaba,bu1ywk bu1ebu1e,بیوک بابا
büyüklen,bu1wywklh<>bo1,بویوکله‌ن
büyüklenmek,bu1wywklh<>bo1mk,بویوکله‌نمک
büyüklenmek,bu1wywklh||bo1mk,بویوکله‌نمک
büyükler,bu1ywklr,بیوکلر
büyüklerdeki,bu1ywklrdh||ky,بیوکلرده‌کی
büyüklerden,bu1ywklrdbo1,بیوکلردن
büyüklere,bu1ywklrh,بیوکلره
büyükleri,bu1ywklry,بیوکلری
büyüklerimin,bu1ywklrymko3,بیوکلریمڭ
büyüklerimiz,bu1ywklrymro1,بیوکلریمز
büyüklerimizi,bu1ywklrymro1y,بیوکلریمزی
büyüklerimizin,bu1ywklrymro1ko3,بیوکلریمزڭ
büyüklerin,bu1ywklrko3,بیوکلرڭ
büyüklerinden,bu1ywklrbo1dbo1,بیوکلرندن
büyüklerine,bu1ywklrybo1h,بیوکلرینه
büyüklerini,bu1ywklrybo1y,بیوکلرینی
büyüklerinin,bu1ywklrybo1ko3,بیوکلرینڭ
büyüklerinindir,bu1ywklrybo1ko3dr,بیوکلرینڭدر
büyüklerinizi,bu1ywklryko3ro1y,بیوکلریڭزی
büyüklü,bu1ywkly,بیوکلی
büyüklük,bu1bu2wklk,بيوکلک
büyüklük,bu1wywklk,بویوکلک
büyüklük,bu1ywklk,بیوکلک
büyüklük-küçüklük,bu1ywklk kwxu3klk,بیوکلک کوچکلک
büyüklükleri,bu1ywklklry,بیوکلکلری
büyüklüklerine,bu1ywklklrybo1h,بیوکلکلرینه
büyüklükleriyle,bu1ywklklrylh,بیوکلکلریله
büyüklükte,bu1ywklkdh,بیوکلکده
büyüklüktür,bu1ywklkdr,بیوکلکدر
büyüklüğü,bu1ywklko7y,بیوکلگی
büyüklüğün,bu1ywklko7ko3,بیوکلگڭ
büyüklüğünde,bu1ywklko7bo1dh,بیوکلگنده
büyüklüğündeki,bu1ywklko7bo1dh||ky,بیوکلگنده‌کی
büyüklüğünden,bu1ywklko7bo1dbo1,بیوکلگندن
büyüklüğüne,bu1ywklko7bo1h,بیوکلگنه
büyüklüğünü,bu1ywklko7bo1y,بیوکلگنی
büyüklüğünüze,bu1ywklko7ko3ro1h,بیوکلگڭزه
büyükse,bu1ywksh,بیوکسه
büyükten,bu1ywkdbo1,بیوکدن
büyüktü,bu1ywkdy,بیوکدی
büyüktür,bu1ywkdr,بیوکدر
büyüktürler,bu1ywkdrlr,بیوکدرلر
büyükvalide,bu1bu2wk weldh,بيوک والده
büyükvalide,bu1ywk weldh||,بیوک والده‌
büyükçe,bu1ywkxu1h,بیوکجه
büyüle,bu1wywlh<>,بویوله‌
büyülemek,bu1wywlh<>mk,بویوله‌مک
büyülemek,bu1wywlh||mk,بویوله‌مک
büyülen,bu1wywlh<>bo1,بویوله‌ن
büyülenmek,bu1wywlh<>bo1mk,بویوله‌نمک
büyülenmek,bu1wywlh||bo1mk,بویوله‌نمک
büyülten,bu1ywlbo2bo1,بیولتن
büyülterek,bu1wywlbo2h||rk,بویولته‌رک
büyülttü,bu1ywlbo2dy,بیولتدی
büyülttükten,bu1ywlbo2dkdbo1,بیولتدکدن
büyülttürür,bu1ywlbo2dyrr,بیولتدیرر
büyülü,bu1wywlw,بویولو
büyümek,bu1bu2wmk,بيومک
büyümek,bu1wywmk,بویومک
büyümek,bu1ywmk,بیومک
büyümekle,bu1ywmklh,بیومکله
büyümesi,bu1ywmsy,بیومسی
büyümesine,bu1ywmh||sbo1h,بیومه‌سنه
büyümesiyle,bu1ywmsylh,بیومسیله
büyümeye,bu1ywmko7h,بیومگه
büyümüş kız,bu1bu2wmso3 fo2bu2ro1,بيومش قيز
büyümüş kız,bu1ywmso3 fo2yro1,بیومش قیز
büyümüş piliç,bu1bu2wmso3 bu3lxu1,بيومش پلج
büyümüş piliç,bu1ywmso3 bu3lxu1,بیومش پلج
