âbâ,eo6bu1ec
şecere,so3o4xu1o4ro4h
şecere-i bâkiye,so3o4xu1o4ro4u4 bu1o4efo2u4bu2o4h
şecere-i hilkat,so3o4xu1o4ro4u4 xo1u4lo0fo2o4bo2o0
şecere-i hayat,so3o4xu1o4ro4u4 xo4bu2o4ebo2o0
şecere-i ömür,so3o4xu1o4ro4u4 ao9mo9ro0
şecere-i tûbâ,so3o4xu1o4ro4u4 to9wbu1o4e
şecere-i zîhayât,so3o4xu1o4ro4u4 do1u4bu2 xo4bu2o4ebo2o0
şefâat,so3o4fo1o4eao4bo2o0
şefî',so3o4fo1bu2ao0
şefkatperver,so3o4fo1o0fo2o4bo2o0bu3o4ro0wo4ro0
şehâdet,so3o4ho4edo4bo2o0
şehâdet,so3o4ho4edo4bo2o0
şehâdet-i sâdıka,so3o4ho4edo4bo2u4 zo4edu4fo2o4h
şehâdetnâme,so3o4ho4edo4bo2o0bo1o4emo4h
şehâmet,so3o4ho4emo4bo2o0
şehd-i şehadet,so3o4ho0du4 so3o4ho4edo4bo2o0
şek,so3o4ko0
şekk,so3o4ko0
şekvâ,so3o4ko0wo4e
şemm,so3o4mo8
şems,so3o4mo0so0
şems-i ezel ve ebed,so3o4mo0su4 eo4ro1o4l wo4 eo4bu1o4do0
şems-i ezelî,so3o4mo0su4 eo4ro1o4lbu2
şems-i ezeliye,so3o4mo0su4 eo4ro1o4lu4bu2o4h
şems-i hidâyet,so3o4mo0su4 hdu4eo4bu2o4bo2o0
şems-i hakîkat,so3o4mo0su4 xo4fo2bu2fo2o4bo2o0
şems-i kemâlât,so3o4mo0su4 ko4mo4elo4ebo2o0
şems-i nübüvvet,so3o4mo0su4 bo1o9bu1o9wo4o8bo2o0
şems-i sermed,so3o4mo0su4 so4ro0mo4do0
şems-i sermedî,so3o4mo0su4 so4ro0mo4dbu2
şe'n,so3o4eo5o0bo1o0
şenâat,so3o4bo1o4eao4bo2o0
şenî',so3o4bo1bu2ao0
şe'n-i zâtî,so3o4eo5o0bo1u4 do1o4ebo2u4bu2
şer,so3o4ro0
şerâfet,so3o4ro4efo1o4bo2o0
şerâit,so3o4ro4ebo5u4to0
şerâit-i hilâfet,so3o4ro4ebo5u4tu4 xo1u4lo4efo1o4bo2o0
şerâit-i hayât,so3o4ro4ebo5u4tu4 xo4bu2o4ebo2o0
şerâit-i hayâtiye,so3o4ro4ebo5u4tu4 xo4bu2o4ebo2u4bu2o4h
şerh,so3o4ro0xo0
şerîk,so3o4rbu2ko0
şerîk-i zâtî,so3o4rbu2ku4 do1o4ebo2bu2
şerîr,so3o4rbu2ro0
şerîat,so3o4rbu2ao4bo2o0
şerîat-ı fıtriye,so3o4rbu2ao4bo2u4 fo1u4to0ru4bu2o4h
şerîat-ı fıtriye-i kübrâ,so3o4rbu2ao4bo2u4 fo1u4to0ru4bu2o4u4 ko9bu1o0ro4e
şerr-i hazîn,so3o4ru4o8 xo4ro1u4bu2bo1o0
şerr-i mahz,so3o4ru4o8 mo4xo0zo1o0
şer'an,so3o4ro0ao44e
şetim,so3o4bo2u4mo0
şevk,so3o4wo0fo2o0
şevket,so3o4wo0ko4bo2o0
şevket-i islâmiyet,so3o4wko4bo2u4 eu4sleo4mu4bu2o4bo2o0
şevk-i mukaddes,so3o4wo0fo2u4 mo9fo2o4do4o8so0
şevk-i tenzîlî,so3o4wo0fo2u4 bo2o4bo1o0ro1u4bu2lu4bu2
şeyh,so3o4bu2o0xo1o0
şeyhülislâm,so3o4bu2o0xo1o9 eo0leu4so0lo4emo0
şeyhayn,so3o4bu2o0xo1o4bu2o0bo1o0
şeytân-ı racîm,so3o4bu2o0to4ebo1u4 ro4xu1bu2mo0
şıkk-ı muhâlif,so3u4fo2u4o8 mo9xo1o4elu4fo1o0
şiâr,so3u4ao4ero0
şiddet-i takvâ,so3u4do4o8bo2u4 bo2o4fo2o0wo4e
şiddet-i zuhûr,so3u4do4o8bo2u4 to1o9ho9wro0
şifâhen,so3u4fo1o4eho44e
şihâb,so3u4ho4ebu1o0
şikemperver,so3u4ko4mo0bu3o4ro0wo4ro0
şimâl,so3u4mo4elo0
şimendifer,so3u4bu2mo4bo1o0du4bu2fo1o4ro0
şirk,so3u4ro0ko0
şirk-i hafî,so3u4ro0ku4 xo1o4fo1bu2
şita,so3u4bo2o4e
şîa,so3bu2ao4h
şûrâ,so3o9wrbu2
şûrâ-yı devlet,so3o9wro4ebu2u4  do4wo0lo4bo2o0
şühedâ,so3o9ho4do4e
şükrân,so3o9ko0ro4ebo1
şükr-ü külli,so3o9ko0ro9 ko9lu4o8bu2
şükr-ü küllî,so3o9ko0ro9 ko9lu4o8bu2
şürb,so3o9ro0bu1o0
şürekâ,so3o9ro4ko4e
şuâ',so3o9ao4eao0
şu'le,so3o9ao0lo4h
şuarâ,so3o9ao4ro4e
şa'bân-ı muazzam,so3o4ao0bu1o4ebo1u4 mo9ao4to1o4o8mo0
şa'bân-ı şerîf,so3o4ao0bu1o4ebo1u4 so3o4rbu2fo1o0
şah-ı evliya,so3o4ehu4 eo4wo0lu4bu2o4e
şahm,so3o4xo0mo0
şahs-ı ma'nevî,so3o4xo1o0zu4 mo4ao0bo1o4wbu2
şahs-ı vahid,so3o4xo1o0zu4 wo4exu4do0
şahsiyet-i âdemiyet,so3o4xo1o0zu4bu2o4bo2u4 eo6do4mu4bu2o4bo2o0
şakî,so3o4fo2bu2
şakî,so3o4fo2bu2
şakk,so3o4fo2o0
şakk-ı kamer,so3o4fo2u4o8 fo2o4mo4ro0
şark,so3o4ro0fo2o0
şark-ı şimâlî,so3o4ro0fo2u4 so3u4mo4elbu2
şarlatan,so3o4ero0lo4ebo2o4ebo1o0
şa'şaa,so3o4ao0so3o4ao4h
şayân-ı esef,so3o4ebu2o4ebo1u4 eo4so4fo1o0
tâbi',bo2o4ebu1u4ao0
tâbi',to4ebu1u4ao0
tâbiîn,bo2o4ebu1u4abu2bo1o0
tâhir,to4ehu4ro0
tâife,to4ebo5u4fo1o4h
tâkat,to4efo2o4bo2o0
tĀlib,to4elu4bu1o0
tâlib-i dünya,to4elu4bu1u4 do9bo1o0bu2o4e
târîh-i kadîm,bo2o4erbu2xo1u4 fo2o4dbu2mo0
târîh-i velâdet,bo2o4eru4bu2xo1u4 wo4lo4edo4bo2o0
târik,bo2o4eru4ko0
târik-i dünyâ,bo2o4eru4ku4 do9bo1o0bu2o4e
târik-i dünya,bo2o4eru4ku4 do9bo1o0bu2o4e
tâûn,to4eao9wbo1o0
teâlî,bo2o4ao4elbu2
teâvün,bo2o4ao4ewo9bo1o0
tebârüz,bo2o4bu1o4ero9ro1o0
tebcîl,bo2o4bu1o0xu1bu2lo0
tebdîl,bo2o4bu1o0dbu2lo0
tebdîl-i hava,bo2o4bu1o0dbu2lu4 ho4wo4e
tebdîl-i mekân,bo2o4bu1o0dbu2lu4 mo4ko4ebo1o0
tebeddül,bo2o4bu1o4do9o8lo0
tebeddülât,bo2o4bu1o4do9o8leo4bo2o0
tebeiyet,bo2o4bu1o4au4bu2o4bo2o0
tebelbül-ü akvâm,bo2o4bu1o4lo0bu1o9lo9 eo4fo2o0wo4emo0
teberrük,bo2o4bu1o4ro9o8ko0
teberrüken,bo2o4bu1o4ro9o8ko44e
tebeyyün,bo2o4bu1o4bu2o9o8bo1o0
teblîğ,bo2o4bu1o0lbu2ao1o0
tebliğ-i risâlet,bo2o4bu1o0lu4bu2ao1u4 ru4so4elo4bo2o0
tebrie,bo2o4bu1o0ru4bo5o4h
tebrîk,bo2o4bu1o0ru4bu2ko0
tebşîr,bo2o4bu1o0so3bu2ro0
tebyîz,bo2o4bu1o0bu2bu2zo1o0
tecâhül,bo2o4xu1o4eho9lo0
tecâvüz,bo2o4xu1o4ewo9ro1o0
tecdîd-i bîat,bo2o4xu1o0dbu2du4 bu1bu2ao4bo2o0
teceddüd,bo2o4xu1o4do9o8do0
tecellî,bo2o4xu1o4lo8bu2
tecellî-i sırr-ı ehadiyet,bo2o4xu1o4lu4o8bo5u4 su4ru4o8eo4xo4du4bu2o4bo2o0
tecelliyât,bo2o4xu1o4lu4o8bu2o4ebo2o0
tecelliyât-ı seyyâl,bo2o4xu1o4lu4o8bu2o4ebo2u4 so4bu2o4o8elo0
tecemmu',bo2o4xu1o4mo9o8ao0
tecennüb,bo2o4xu1o4bo1o9o8bu1o0
tecerrüd,bo2o4xu1o4ro9o8do0
tecessüm,bo2o4xu1o4so9o8mo0
tecessüs,bo2o4xu1o4so9o8so0
tecessüs,bo2o4xu1o4so9o8so0
tecevvüf,bo2o4xu1o4wo9o8fo1o0
tecezzî,bo2o4xu1o4ro1o8bu2
tecrîd-i münferid,bo2o4xu1o0rbu2du4 mo9bo1o0fo1o4ru4do0
tecrîd-i mutlak,bo2o4xu1o0rbu2du4 mo9to0lo4fo2o0
tecrübe,bo2o4xu1o0ro9bu1o4h
tecziye,bo2o4xu1o0ro1u4bu2o4h
tedâfüî,bo2o4do4efo1o9abu2
tedâhül,bo2o4do4exo1o9lo0
tedârik,bo2o4do4eru4ko0
tedârik,bo2o4do4eru4ko0
tedbîr,bo2o4do0bu1bu2ro0
tedehhüş,bo2o4do4ho9o8so3o0
tedennî,bo2o4do4bo1o8bu2
tedrîcen,bo2o4do0ru4bu2xu1eo44
tedrîcî,bo2o4do0rbu2xu1bu2
tedrîs,bo2o4do0rbu2so0
tedrîsât,bo2o4do0rbu2so4ebo2o0
tedvîn,bo2o4do0wbu2bo1o0
tedvîr,bo2o4do0wbu2ro0
tedvîr-i kâinât,bo2o4do0wbu2ru4ko4ebo5u4bo1o4ebo2o0
teellüm,bo2o4eo5o4lo9o8mo0
teemmel,bo2o4eo5o4mo4o8lo0
teennî,bo2o4eo5o4bo1o8bu2
teessüf,bo2o4eo5o4so9o8fo1o0
teessür,bo2o4eo5o4bo3o9o8ro0
teessür,bo2o4eo5o4bo3o9o8ro0
teeyyüd,bo2o4eo5o4bu2o9o8do0
tefâvüt,bo2o4fo1o4ewo9bo2o0
tefehhüm,bo2o4fo1o4ho9o8mo0
tefekküh,bo2o4fo1o4ko9o8ho0
tefekkür,bo2o4fo1o4ko9o8ro0
teferruât,bo2o4fo1o4ro9o8ao4ebo2o0
tefessüh,bo2o4fo1o4so9o8xo1o0
tefe'ül,bo2o4fo1o4eo5o9o8lo0
tefevvuk,bo2o4fo1o4wo9o8fo2o0
tefeyyüz,bo2o4fo1o4bu2o9o8zo1o0
tefhîm,bo2o4fo1o0hbu2mo0
tefrîk,bo2o4fo1o0rbu2fo2o0
tefrika,bo2o4fo1o0ru4fo2o4h
tefrîka,bo2o4fo1o0rbu2fo2o4h
tefrîş,bo2o4fo1o0rbu2so3o0
tefrît,bo2o4fo1o0rbu2to0
tefsîr,bo2o4fo1o0sbu2ro0
tefvîz,bo2o4fo1o0wu4bu2zo1o0
tefahhuş,bo2o4fo1o4xo9o8so3o0
tegannî,bo2o4ao1o4bo1o8bu2
tehâcüm,bo2o4ho4exu1o9mo0
tehcîr,bo2o4ho0xu1bu2o0r
teheccüd,bo2o4ho4xu1o9o8do0
tehevvür,bo2o4ho4wo9o8ro0
te'hîr,bo2o4eo5o0xo1bu2ro0
tehalüf,bo2o4xo1o4elo9fo1o0
tekâlîf,bo2o4ko4elbu2fo1o0
tekâlif-i şer'iye,bo2o4ko4elu4fo1u4 so3o4ro0au4bu2o4h
tekâmül,bo2o4ko4emo9lo0
tekâsül,bo2o4ko4eso9lo0
tekdîr,bo2o4ko0dbu2ro0
tekebbür,bo2o4ko4bu1o9o8ro0
tekeffül,bo2o4ko4fo1o9o8lo0
tekeffül-ü rabbânî,bo2o4ko4fo1o9o8lo9 ro4bu1o4o8ebo1bu2
tekellüf,bo2o4ko4lo9o8fo1o0
tekellüm,bo2o4ko4lo9o8mo0
tekellüm-ü ilâhî,bo2o4ko4lo9o8mo9 eu4lhbu2
tekemmül,bo2o4ko4mo9o8lo0
tekerrür,bo2o4ko4ro9o8ro0
tekessür,bo2o4ko4bo3o9o8ro0
tekevvün,bo2o4ko4wo9o8bo1o0
tekfîr,bo2o4ko0fo1bu2ro0
teklîf,bo2o4ko0lbu2fo1o0
tekmîl,bo2o4ko0mbu2lo0
tekrîr,bo2o4ko0rbu2ro0
teksîf,bo2o4ko0bo3bu2fo1o0
teksîr,bo2o4ko0bo3bu2ro0
tekvînî,bo2o4ko0wbu2bo1bu2
tekaddüm,bo2o4fo2o4do9o8mo0
telebbüs,bo2o4lo4bu1o9o8so0
telef,bo2o4lo4fo1o0
televvüs,bo2o4lo4wo9o8bo3o0
telezzüz,bo2o4lo4do1o9o8do1o0
te'lîf,bo2o4eo5o0lbu2fo1o0
telkîh,bo2o4lo0fo2bu2xo0
telkîn,bo2o4lo0fo2bu2bo1o0
telkîn-i ümmet,bo2o4lo0fo2u4bu2bo1o0 eo9mo4o8bo2o0
telaffuz,bo2o4lo4fo1o9o8to1o0
telakkî,bo2o4lo4fo2o8bu2
temâşâ,bo2o4mo4eso3o4e
temâyül,bo2o4mo4ebu2o9lo0
temâyüz,bo2o4mo4ebu2o9ro1o0
temeddüh,bo2o4mo4do9o8xo0
temellük,bo2o4mo4lo9o8ko0
temelluk,bo2o4mo4lo9o8fo2o0
temennâ,bo2o4mo4bo1o4o8e
temennî,bo2o4mo4bo1o8bu2
temerküz,bo2o4mo4ro0ko9ro1o0
temerrüd,bo2o4mo4ro9o8do0
temessük,bo2o4mo4so9o8ko0
temessül,bo2o4mo4bo3o9o8lo0
temevvüc,bo2o4mo4wo9o8xu1o0
temeyyüz,bo2o4mo4bu2o9o8ro1o0
te'mîn,bo2o4eo5o0mbu2bo1o0
te'mînat,bo2o4eo5o0mu4bu2bo1o4ebo2o0
temkîn,bo2o4mo0kbu2bo1o0
temlîk,bo2o4mo0lbu2ko0
temsîl,bo2o4mo0bo3bu2lo0
temsîlî,bo2o4mo0bo3u4bu2lu4bu2
temyîz,bo2o4mo0bu2bu2ro1o0
temyîz,bo2o4mo0bu2bu2ro1o0
tenâkus,bo2o4bo1o4efo2o9zo0
tenâkuz,bo2o4bo1o4efo2o9zo1o0
tenâsüh,bo2o4bo1o4eso9xo1
tenâsül,bo2o4bo1o4eso9lo0
teneffüs,bo2o4bo1o4fo1o9o8so0
tenevvü',bo2o4bo1o4wo9o8ao0
tenevvür,bo2o4bo1o4wo9o8ro0
tenezzüh,bo2o4bo1o4ro1o9o8ho0
tenezzüh,bo2o4bo1o4ro1o9o8ho0
tenezzüh-ü zâtî,bo2o4bo1o4ro1o9o8ho9 do1o4ebo2u4bu2
tenezzül,bo2o4bo1o4ro1o9o8lo0
tenezzülen,bo2o4bo1o4ro1o9o8leo44
te'nîs-i ezhân,bo2o4eo5o0bo1u4bu2su4 eo4do1o0ho4ebo1o0
tenkîs,bo2o4bo1o0fo2bu2zo0
tenkîs,bo2o4bo1o0fo2bu2zo0
tenmiye,bo2o4bo1o0mu4bu2o4h
tenvîr,bo2o4bo1o0wbu2ro0
tenzîh,bo2o4bo1o0ro1bu2ho0
tenzîl,bo2o4bo1o0ro1bu2lo0
terâküm,bo2o4ro4eko9mo0
terâne,bo2o4ro4ebo1o4h
terbiye-i vâhide,bo2o4ro0bu1u4bu2o4u4 wo4exu4do4h
tereccüh,bo2o4ro4xu1o9o8xo0
tereddî,bo2o4ro4do8bu2
tereffüh,bo2o4ro4fo1o9o8ho0
terekküb,bo2o4ro4ko9o8bu1o0
terennüm,bo2o4ro4bo1o9o8mo0
teres,bo2o4ro4so0
tereşşuh,bo2o4ro4so3o9o8xo0
terettüb,bo2o4ro4bo2o9o8bu1o0
terettüb-ü netice,bo2o4ro4bo2o9o8bu1o9 bo1o4bo2u4bu2xu1o4h
terfî',bo2o4ro0fo1bu2ao0
terhîs,bo2o4ro0xo1bu2zo0
tersîm,bo2o4ro0sbu2mo0
tertîbat,bo2o4ro0bo2bu2bu1o4ebo2o0
terahhum,bo2o4ro4xo9o8mo0
terakkî,bo2o4ro4fo2o8bu2
terzil,bo2o4ro0do1u4bu2lo0
teselsül,bo2o4so4lo0so9lo0
teselsül,bo2o4so4lo0so9lo0
tesettür,bo2o4so4bo2o9o8ro0
tesettür-ü nisâ,bo2o4so4bo2o9o8ru4 bo1u4so4e
tese'ül,bo2o4so4eo5o9o8lo0
teshîl,bo2o4so0hbu2lo0
teshîr,bo2o4so0xo1bu2ro0
teshîr-i rabbânî,bo2o4so0xo1bu2ru4 ro4bu1o4o8ebo1bu2
teshir-i sehâb,bo2o4so0xo1u4bu2ru4 so4xo4ebu1o0
te'sîr,bo2o4eo5o0bo3bu2ro0
te'sîs,bo2o4eo5o0sbu2so0
te'sîs-i islâmiyet,bo2o4eo5o0sbu2su4 eu4so0leo4mu4bu2o4bo2o0
te'sîs-i ahkâm-ı risâlet,bo2o4eo5o0sbu2su4 eo4xo0ko4emu4 ru4so4elo4bo2o0
teskîn,bo2o4so0kbu2bo1o0
teslîm,bo2o4so0lbu2mo0
tesmiye,bo2o4so0mu4bu2o4h
tesrî',bo2o4so0ru4bu2ao0
teşbîh,bo2o4so3o0bu1bu2ho0
teşcî',bo2o4so3o0xu1bu2ao0
teşebbüs,bo2o4so3o4bu1o9o8bo3o0
teşeddüd,bo2o4so3o4do9o8do0
teşekkül,bo2o4so3o4ko9o8lo0
teşekkül-ü ervâh,bo2o4so3o4ko9o8lo9 eo4ro0wo4exo0
teşerrüf,bo2o4so3o4ro9o8fo1o0
teşettüt,bo2o4so3o4bo2o9o8bo2o0
teşettüt-ü efkâr,bo2o4so3o4bo2o9o8bo2o9 eo4fo1o0ko4ero0
teşevvüş-ü fikrî,bo2o4so3o4wo9o8so3o9 fo1u4ko0rbu2
teşhîr,bo2o4so3o0hbu2ro0
teşhîs,bo2o4so3o0xo1bu2zo0
teşkîl,bo2o4so3o0kbu2lo0
teşkîlât,bo2o4so3o0kbu2lo4ebo2o0
teşkilât-ı esâsiye,bo2o4so3o0kbu2leo4bo2u4  eo4so4esu4bu2o4h
teşmîl,bo2o4so3o0mbu2lo0
teşrî',bo2o4so3o0ru4bu2ao0
teşrîf,bo2o4so3o0rbu2fo1o0
teşrifat,bo2o4so3o0ru4bu2fo1o4ebo2o0
teşrîk,bo2o4so3o0rbu2ko0
teşrîn-i sânî,bo2o4so3o0rbu2bo1u4  bo3o4ebo1bu2
teşvîk,bo2o4so3o0wbu2fo2o0
teşvîş,bo2o4so3o0wbu2so3o0
teşahhus,bo2o4so3o4xo1o9o8zo0
teşyî',bo2o4so3o0bu2bu2ao0
tetâbuk,bo2o4to4ebu1o9fo2o0
tetebbu,bo2o4bo2o4bu1o9o8ao0
tetebbu',bo2o4bo2o4bu1o9o8ao0
tetimme,bo2o4bo2u4mo4o8h
tevâfuk,bo2o4wo4efo1o9fo2o0
tevâfuk,bo2o4wo4efo1o9fo2o0
tevârüs,bo2o4wo4ero9bo3o0
tevâtür,bo2o4wo4ebo2o9ro0
tevâzün,bo2o4wo4ero1o9bo1o0
tevâzu',bo2o4wo4ezo1o9ao0
tevbîh,bo2o4wo0bu1u4bu2xo1o0
tevcîh,bo2o4wo0xu1bu2ho0
tevdî',bo2o4wo0dbu2ao0
teveccüh,bo2o4wo0xu1o9o8ho0
teveccüh-ü âmme,bo2o4wo4xu1o9o8hu4 ao4emo4o8h
teveccüh-ü ehadiyet,bo2o4wo4xu1o9o8ho9 eo4xo4du4bu2o4bo2o0
teveccüh-ü ilahi,bo2o4wo4xu1o9o8ho9 eu4lo6hu4bu2
teveccüh-ü nâs,bo2o4wo4xu1o9o8ho9 bo1o4eso0
tevehhüm,bo2o4wo4ho9o8mo0
tevehhüm-ü ebediyet,bo2o4wo4ho9o8mu4 eo4bu1o4du4bu2o4bo2o0
tevehhüm-ü zarar,bo2o4wo4ho9o8mo9 zo1o4ro4ro0
tevekkül,bo2o4wo4ko9o8lo0
tevellüd,bo2o4wo4lo9o8do0
tevessü',bo2o4wo4so9o8ao0
tevfik,bo2o4wo0fo1u4bu2fo2o0
tevfîk,bo2o4wo0fo1bu2fo2o0
tevhîd,bo2o4wo0xbu2do0
tevhîd-i hakîkî,bo2o4wo0xu4bu2du4 xo4fo2u4bu2fo2u4bu2
tevhîd-i ilâhî,bo2o4wo0xu4bu2du4 eu4lo6hu4bu2
tevhîd-i zâhirî,bo2o4wo0xbu2du4 to1o4ehu4rbu2
te'vîl,bo2o4eo5o0wbu2lo0
te'vîl,bo2o4eo5o0wbu2lo0
tevkîf,bo2o4wo0fo2bu2fo1o0
tevkîl,bo2o4wo0kbu2lo0
tevsî',bo2o4wo0sbu2ao0
tevaggul,bo2o4wo4ao1o9o8lo0
tevahhuş,bo2o4wo4xo9o8so3o0
tevakkuf,bo2o4wo4fo2o9o8fo1o0
tevakkuf,bo2o4wo4fo2o9o8fo1o0
tevzî',bo2o4wo0ro1bu2ao0
tevzîât,bo2o4wo0ro1bu2ao4ebo2o0
tevzîn,bo2o4wo0ro1bu2bo1o0
teyakkuz,bo2o4bu2o4fo2o9o8to1o0
tezâd,bo2o4zo1o4edo0
tezâhür,bo2o4to1o4eho9ro0
tezĀhür,bo2o4to1o4eho9ro0
tezâhürât,bo2o4to1o4eho9ro4ebo2o0
tezâhürât-ı hayâtiye,bo2o4to1o4eho9ro4ebo2u4 xo4bu2o4ebo2u4bu2o4h
tezehhüd,bo2o4ro1o4ho9o8do0
tezellül,bo2o4do1o4lo9o8lo0
tezelzül,bo2o4ro1o4lo0ro1o9lo0
tezkere,bo2o4do1o0ko4ro4h
tezkiye,bo2o4ro1o0ku4bu2o4h
tezyîf,bo2o4ro1o0bu2bu2fo1o0
tezyîn,bo2o4ro1o0bu2bu2bo1o0
tıfıl,tu4fo1u4lo0
tılsım,tu4lo0su4mo0
tılsım,tu4lo0su4mo0
tılsım-ı muğlak,tu4lo0su4mu4 mo9ao1o0lo4fo2o0
tılsım-ı muğlak-ı âlem,tu4lo0su4mu4 mo9ao1o0lo4fo2u4 ao4elo4mo0
ticâret-i azîme,bo2u4xu1o4ero4bo2u4 ao4to1bu2mo4h
ticaretgâh,bo2u4xu1o4ero4bo2o0ko4eho0
tilâvet,bo2u4lo4ewo4bo2o0
tilmiz,bo2u4lo0mbu2do1o0
tilmîz,bo2u4lo0mbu2do1o0
tilmîz-i kur'ân,bo2u4lo0mu4bu2ro1u4 fo2o9ro0eo6bo1o0
timsâl,bo2u4mo0bo3o4elo0
timsâl-i sŪret,bo2u4mo0bo3o4elu4 zo9wro4bo2o0
tiryâk,bo2u4ro0bu2o4efo2o0
tiryâk,bo2u4ro0bu2o4efo2o0
tûbâ-yı hilkat,to9wbu1o4ebu2u4 xo1u4lo0fo2o4bo2o0
tûfân,to9wfo1o4ebo1o0
tûl-ü emel,to9wlu4 eo4mo4lo0
tûl-ü ömür,to9wlo9 ao9mo9ro0
tŪl-ü ömür,to9wlo9 ao9mo9ro0
tuğyân,to9ao1o0bu2o4ebo1o0
tulû',to9lo9wao0
turra-i ehadiyet,to9ro4o8u4 eo4xo4du4bu2o4bo2o0
turra-i samediyet,to9ro4o8u4 zo4mo4du4bu2o4bo2o0
turra-i vahdâniyet,to9ro4o8u4 wo4xo0do4ebo1u4bu2o4bo2o0
turra-i vahdet,to9ro4o8u4 wo4xo0do4bo2o0
turuk,to9ro9fo2o0
turuk-u evliyâ,to9ro9wfo2o9 eo4wo0lu4bu2o4e
turuk-u mütekellimîn,to9ro9fo2u4 mo9bo2o4ko4lu4o8mu4bu2bo1o0
taâm,to4ao4emo0
tabîb-i hâzık,to4bu1bu2bu1u4 xo4edo1u4fo2o0
tabîî,to4bu1bu2abu2
ta'bîr,bo2o4ao0bu1bu2ro0
ta'bîr,bo2o4ao0bu1bu2ro0
tabiat,to4bu1bu2ao4bo2o0
tabîat-ı eşyâ,to4bu1bu2ao4bo2u4 eo4so3o0bu2o4e
tabiatperest,to4bu1u4bu2ao4bo2o0bu3o4ro4so0bo2o0
tabur,to4ebu1o9wro0
tabaka-i havâs,to4bu1o4fo2o4u4 xo1o4wo4ezo0
tabaka-i avâm,to4bu1o4fo2o4u4 ao4wo4emo0
tabasbus,bo2o4bu1o4zo0bu1o9zo0
ta'cîl,bo2o4ao0xu1bu2lo0
ta'cîz,bo2o4ao0xu1bu2ro1o0
ta'cîz,bo2o4ao0xu1bu2ro1o0
ta'dîl,bo2o4ao0dbu2lo0
tafdîl,bo2o4fo1o0zo1bu2lo0
tafsîl,bo2o4fo1o0zbu2lo0
tafsîlât,bo2o4fo1o0zbu2lo4ebo2o0
tafsîlî,bo2o4fo1o0zbu2lbu2
tafsîl-i mahiyet,bo2o4fo1o0zbu2lu4 mo4ehu4bu2o4bo2o0
tagallüb,bo2o4ao1o4lo9o8bu1o0
tagayyür,bo2o4ao1o4bu2o9o8ro0
tağyîr,bo2o4ao1o0bu2bu2ro0
tahâret,to4ho4ero4bo2o0
tahfîf,bo2o4xo1o0fo1bu2fo1o0
tahiyye,bo2o4xu4bu2o4o8h
tahiyye,bo2o4xu4bu2o4o8h
tahkîk,bo2o4xo0fo2bu2fo2o0
tahkîkî,bo2o4xo0fo2bu2fo2bu2
tahkîm,bo2o4xo0kbu2mo0
tahkîr,bo2o4xo0fo2bu2ro0
tahlîl,bo2o4xo0lbu2lo0
tahliye,bo2o4xo1o0lu4bu2o4h
tahmîl,bo2o4xo0mbu2lo0
tahrîbât,bo2o4xo1o0rbu2bu1o4ebo2o0
tahrîb-i medeniyet,bo2o4xo1o0ru4bu2bu1u4 mo4do4bo1u4bu2o4bo2o0
tahrîf,bo2o4xo0rbu2fo1o0
tahrîfât,bo2o4xo0rbu2fo1o4ebo2o0
tahrîk,bo2o4xo0rbu2ko0
tahrîm,bo2o4xo0ru4bu2mo0
tahrîr,bo2o4xo0rbu2ro0
tahrîrî,bo2o4xo0rbu2rbu2
tahsîl,bo2o4xo0zbu2lo0
tahsîn,bo2o4xo0sbu2bo1o0
tahsîs,bo2o4xo1o0zbu2zo0
tahsîsât,bo2o4xo1o0zbu2zo4ebo2o0
taht,bo2o4xo0bo2o0
tahte'l-bahir,bo2o4xo0bo2o4 elo0bu1o4xu4ro0
taht-ı emir,bo2o4xo0bo2u4 eo4mu4ro0
taht-ı hâkimiyet,bo2o4xo0bo2u4 xo4eku4mu4bu2o4bo2o0
taht-ı nezâret,bo2o4xo0bo2u4 bo1o4to1o4ero4bo2o0
taht-ı riyâset,bo2o4xo0bo2u4 ru4bu2o4eso4bo2o0
taht-ı silâh,bo2o4xo0bo2u4 su4lo4exo0
taht-ı tevkîf,bo2o4xo0bo2u4 bo2o4wo0fo2bu2fo1o0
taht-ı tasdîk,bo2o4xo0bo2u4 bo2o4zo0du4bu2fo2o0
taht-ı tasarruf,bo2o4xo1o0bo2u4 bo2o4zo4ro9o8fo1o0
tahtie,bo2o4xo1o0tu4bo5o4h
tahvîl,bo2o4xo0wbu2lo0
tahvîl-i mekân,bo2o4xo0wu4bu2lu4 mo4ko4ebo1o0
tahabbüb,bo2o4xo4bu1o9o8bu1o0
tahabbüb-ü ilâhî,bo2o4xo4bu1o9o8bu1o9 eu4lhbu2
tahaccür,bo2o4xo4xu1o9o8ro0
tahaffuz,bo2o4xo4fo1o4o8to1o0
tahakküm,bo2o4xo4ko9o8mo0
tahakkuk,bo2o4xo4fo2o9o8fo2o0
tahallül,bo2o4xo1o4lo9o8lo0
tahammül,bo2o4xo4mo9o8lo0
tahammuk,bo2o4xo4mo9o8fo2o0
tahannün,bo2o4xo4bo1o9o8bo1o0
taharrî,bo2o4xo4ro8bu2
taharrüf,bo2o4xo4ro9o8fo1o0
taharrük,bo2o4xo4ro9o8ko0
tahassür,bo2o4xo4so9o8ro0
tahassüs,bo2o4xo4so9o8so0
tahassun,bo2o4xo4zo9o8bo1o0
