a,h
MEBDE'-İ HAREKET,mo4bu1o0do4eo5u4 xo4ro4ko4bo2o0
MEBDE'-İ HİLKAT,mo4bu1o0do4eo5u4 xo1u4lo0fo2o4bo2o0
MEBDE'-İ TE'LÎF,mo4bu1o0do4eo5u4 bo2o4eo5o0lbu2fo1o0
MEBDE'-İ VAHDET,mo4bu1o0do4eo5u4 wo4xo0do4bo2o0
MEBZÛLİYET-İ MUTLAKA,mo4bu1o0do1o9wlu4bu2o4bo2u4 mo9to0lo4fo2o4h
MECÂZ,mo4xu1o4ero1o0
MECÂZÎ,mo4xu1o4ero1bu2
MECLİS-İ HALVET,mo4xu1o0lu4su4 xo1o4lo0wo4bo2o0
MECLİS-İ İHVÂN,mo4xu1o0lu4su4 eu4xo1o0wo4ebo1o0
MECLİS-İ MÜNEVVER,mo4xu1o0lu4su4 mo9bo1o4wo4o8ro0
MECNUN,mo4xu1o0bo1o9wbo1o0
MEDÂR-I BAHİS,mo4do4eru4 bu1o4xu4bo3o0
MEDÂR-I BEREKET,mo4do4eru4 bu1o4ro4ko4bo2o0
MEDÂR-I FAHR,mo4do4eru4 fo1o4xo1o0ro0
MEDÂR-I FEYZ,mo4do4eru4 fo1o4bu2o0zo1o0
MEDÂR-I GAM,mo4do4eru4 ao1o4mo0
MEDÂR-I GAM VE ELEM,mo4do4eru4 ao1o4mo0 wo4eo4lo4mo0
MEDÂR-I HAMD,mo4do4eru4 xo4mo0do0
MEDÂR-I HÜSN-Ü MAÎŞET,mo4do4eru4 xo9so0bo1o9 mo4abu2so3o4bo2o0
MEDÂR-I İBRET,mo4do4eru4 au4bu1o0ro4bo2o0
MEDÂR-I İFTİHÂR,mo4do4eru4 eu4fo1o0bo2u4xo1o4ero0
MEDÂR-I İLTİBÂS,mo4do4eru4 eu4lo0bo2u4bu1o4eso0
MEDÂR-I İMTİYÂZ,mo4do4eru4 eu4mo0bo2u4bu2o4ero1o0
MEDÂR-I İNTİBAH,mo4do4eru4 eu4bo1o0bo2u4bu1o4eho0
MEDÂR-I İTHÂM,mo4do4eru4 eu4bo2o0ho4emo0
MEDAR-I KEMAL,mo4do4eru4 ko4mo4elo0
MEDAR-I KEMÂL,mo4do4eru4 ko4mo4elo0
MEDÂR-I MAÎŞET,mo4do4eru4 mo4abu2so3o4bo2o0
MEDÂR-I MES'ÛLİYET,mo4do4eru4 mo4so0bo5o9wlu4bu2o4bo2o0
MEDÂR-I MÜHEYYİC,mo4do4eru4 mo9ho4bu2u4o8xu1o0
MEDÂR-I NAZAR,mo4do4eru4 bo1o4to1o4ro0
MEDÂR-I NECÂT,mo4do4eru4 bo1o4xu1o4ebo2o0
MEDÂR-I ÖZÜR,mo4do4eru4 ao9do1o9ro0
MEDÂR-I SENEVÎ,mo4do4eru4 so4bo1o4wbu2
MEDÂR-I SOHBET,mo4do4eru4 zo9xo0bu1o4bo2o0
MEDÂR-I SÜRÛR,mo4do4eru4 so9ro9wro0
MEDÂR-I ŞEÂMET,mo4do4eru4 so3o4eo6mo4bo2o0
MEDÂR-I ŞEREF,mo4do4eru4 so3o4ro4fo1o0
MEDÂR-I ŞÜKRÂN,mo4do4eru4 so3o9ko0ro4ebo1o0
MEDÂR-I ŞÜKÜR,mo4do4eru4 so3o9ko9ro0
MEDÂR-I TAAYYÜŞ,mo4do4eru4 bo2o4ao4bu2o9o8so3o0
MEDÂR-I TEKLÎF,mo4do4eru4 bo2o4ko0lu4bu2fo1o0
MEDÂR-I TENEVVÜR,mo4do4eru4 bo2o4bo1o4wo9o8ro0
MEDÂR-I TESELLİ,mo4do4eru4 bo2o4so4lo8bu2
MEDÂR-I TEVECCÜH,mo4do4eru4 bo2o4wo4xu1o9o8ho0
MEDÂR-I ZUHÛR,mo4do4eru4 to1o9ho9wro0
MEDENİYET-İ SEFÎHE,mo4do4bo1u4bu2o4bo2u4 so4fo1u4bu2ho4h
MEDH Ü SENÂ,mo4do0xo9 w bo3o4bo1o4e
MEDİH,mo4du4xo0
MEDLÛL-Ü MECÂZÎ,mo4do0lo9wlo9 mo4xu1o4ero1bu2
MEDLÛL-Ü ZİHNÎ,mo4do0lo9wlo9 do1u4ho0bo1u4bu2
MEDYÛN-U ŞÜKRÂN,mo4do0bu2o9wbo1o9 so3o9ko0ro4ebo1o0
MEFHÛM,mo4fo1o0ho9wmo0
MEFHÛM-U İŞÂRÎ,mo4fo1o0ho9wmo9 eu4so3o4erbu2
MEFHÛM-U MUHĀLİF,mo4fo1o0ho9wmo9 mo9xo1o4elu4fo1o0
MEFHÛM-U MUVÂFIK,mo4fo1o0ho9wmo9 mo9wo4efo1u4fo2o0
MEFHÛM-U SARÎH,mo4fo1o0ho9wmo9 zo4rbu2xo0
MEFTUNİYET,mo4fo1o0bo2o9wbo1u4bu2o4bo2o0
MEHDÎ,mo4ho0dbu2
MEKTUB-U RABBÂNÎ,mo4ko0bo2o9wbu1o9 ro4bu1o4o8ebo1bu2
MELEKE-İ AMELİYE,mo4lo4ko4u4 ao4mo4lu4bu2o4h
MELEK-İ MÜEKKEL,mo4lo4ku4 mo9wo5o4ko4o8lo0
MELEK-İ SIYÂNET,mo4lo4ku4 zu4bu2o4ebo1o4bo2o0
MELEKİYET,mo4lo4ku4bu2o4bo2o0
MELFÛF,mo4lo0fo1o9wfo1o0
MEMÂLÎK,mo4mo4elbu2ko0
MEMDÛH,mo4mo0do9wxo0
MEMNÛ',mo4mo0bo1o9wao0
ME'MÛL,mo4eo5o0mo9wlo0
ME'MURİN-İ İLÂHİYE,mo4eo5o0mo9wru4bu2bo1u4 eu4lo6hu4bu2o4h
MENCE',mo4bo1o0xu1o4eo5o0
MENFİ MİLLİYET,mo4bo1o0fo1u4bu2 mu4lu4o8bu2o4bo2o0
MENFÛR,mo4bo1o0fo1o9wro0
MENHÛS,mo4bo1o0xo9wso0
MENNÂN,mo4bo1o4o8ebo1o0
MENSÛBİYET,mo4bo1o0swo9bu1u4bu2o4bo2o0
MENSÛCÂT-I AMEL,mo4bo1o0so9wxu1o4ebo2u4 ao4mo4lo0
MENŞE',mo4bo1o0so3o4eo5o0
MENŞE'-İ ASLÎ,mo4bo1o0so3o4eo5u4 eo4zo0lbu2
MENŞE'-İ HAYÂT,mo4bo1o0so3o4u4 xo4bu2o4ebo2o0
ME'NÛS,mo4eo5o0bo1o9wso0
MENZİL-İ KAMER,mo4bo1o0ro1u4lu4 fo2o4mo4ro0
MENZİL-İ SAADET,mo4bo1o0ro1u4lu4 so4ao4edo4bo2o0
MERÂYÂ,mo4ro4ebu2o4e
MERCİİYET,mo4ro0xu1u4au4bu2o4bo2o0
MERHAMETEN,mo4ro0xo4mo4bo2eo44
MERKEZİYET,mo4ro0ko4ro1u4bu2o4bo2o0
MERTEBE-İ İSMET,mo4ro0bo2o4bu1o4u4 au4zo0mo4bo2o0
MERTEBE-İ LETÂFET,mo4ro0bo2o4bu1o4u4 lo4to4efo1o4bo2o0
MERTEBE-İ VELÂYET,mo4ro0bo2o4bu1o4u4 wo4lo4ebu2o4bo2o0
MESAİL-İ DAKİKA,mo4so4ebo5u4lu4 do4fo2u4bu2fo2o4h
MESÂİL-İ MÜTEFERRİKA,mo4so4ebo5u4lu4 mo9bo2o4fo1o4ru4o8fo2o4h
MESCİD-İ KEBÎR,mo4so0xu1u4du4 ko4bu1bu2ro0
MESCİD-İ KEBÎR-İ ÂLEM,mo4so0xu1u4du4 ko4bu1u4bu2ru4 ao4elo4mo0
MESCİD-İ SEYYÂR,mo4so0xu1u4du4 so4bu2o4o8ero4
MES'ELE-İ İMÂMET,mo4so0bo5o4lo4u4 eu4mo4emo4bo2o0
MESLEK-İ UHUVVET,mo4so0lo4ku4 eo9xo1o9wo4o8bo2o0
MES'ÛL,mo4so0bo5o9wlo0
MES'ÛLİYET,mo4so0bo5o9wlu4bu2o4bo2o0
MEŞHER-İ A'ZAM,mo4so3o0ho4ru4 eo4ao0to1o4mo0
MEŞÎHAT-I İSLÂMİYE,mo4so3bu2xo1o4bo2u4 eu4so0lo4emu4bu2o4h
MEŞREBEN,mo4so3o0ro4bu1o44e
MEŞREB-İ AŞK,mo4so3o0ro4bu1u4 ao4so3o0fo2o0
MEŞRÛ',mo4so3o0ro9wao0
MEŞ'ÛM,mo4so3o0bo5o9wmo0
META',mo4bo2o4eao0
METBÛ',mo4bo2o0bu1o9wao0
METÎN,mo4bo2bu2bo1o0
MEVCÛDÂT-I CİSMÂNİYE,mo4wo0xu1o9wdo4ebo2u4 xu1u4so0mo4ebo1u4bu2o4h
MEVCÛDÂT-I HĀRİCİYE,mo4wo0xu1o9wdo4ebo2u4 xo1o4eru4xu1u4bu2o4h
MEVCÛDÂT-I İLMİYE,mo4wo0xu1o9wdo4ebo2u4 au4lo0mu4bu2o4h
MEVCUDÂT-I SEYYARE,mo4wo0xu1o9wdo4ebo2u4 so4bu2o4o8ero4h
MEVCUDÂT-I SÜFLİYE,mo4wo0xu1o9wdo4ebo2u4 so9fo1o0lu4bu2o4h
MEVCÛDİYET,mo4wo0xu1o9wdu4bu2o4bo2o0
MEVCUD-U HÂRİCÎ,mo4wo0xu1o9wdu4 xo1o4eru4xu1u4bu2
MEVCÛD-U HÂRİCÎ,mo4wo0xu1o9wdo9 xo1o4eru4xu1bu2
MEVHİBE-İ İLÂHİYE,mo4wo0hu4bu1o4u4 eu4lhu4bu2o4h
MEVKIF,mo4wo0fo2u4fo1o0
MEVKİ',mo4wo0fo2u4ao0
MEVSÛF,mo4wo0zo9wfo1o0
MEVSÛK,mo4wo0bo3o9wfo2o0
MEVT-İ DÜNYA,mo4wo0bo2u4 do9bo1o0bu2o4e
MEVT-İ ZÂHİRÎ,mo4wo0bo2u4 to1o4ehu4rbu2
MEVT-İ ZEKÂT,mo4wo0bo2u4 ro1o4ko4ebo2o0
MEVZÛ',mo4wo0zo1o9wao0
MEVZŪ',mo4wo0zo1o9wao0
MEVZÛÂT,mo4wo0zo1o9wao4ebo2o0
MEVZÛN,mo4wo0ro1o9wbo1o0
MEYDÂN-I HAŞİR,mo4bu2o0do4ebo1u4 xo4so3o0ro0
MEYDÂN-I MÜDÂFAA,mo4bu2o0do4ebo1u4 mo9do4efo1o4ao4h
MEYDÂN-I ZUHÛR,mo4bu2o0do4ebo1u4 to1o9ho9wro0
MEYL-İ TEKEMMÜL,mo4bu2o0lu4 bo2o4ko4mo9o8lo0
MEYMENET,mo4bu2o0mo4bo1o4bo2o0
ME'YÛSİYET,mo4eo5o0bu2o9wsu4bu2o4bo2o0
MEYYİTE,mo4bu2u4o8bo2o4h
MEZHEB-İ SELEF,mo4do1o0ho4bu1u4 so4lo4fo1o0
MEZRAA,mo4ro1o0ro4ao4h
MEZRAA-İ ÂHİRET,mo4ro1o0ro4ao4h
MEZRAA-İ DÜNYA,mo4ro1o0ro4ao4u4 do9bo1o0bu2o4e
MEZRAA-İ DÜNYÂ,mo4ro1o0ro4ao4u4 do9bo1o0bu2o4e
MEZRAA-İ MASNÛÂT,mo4ro1o0ro4ao4u4 mo4zo0bo1o9wao4ebo2o0
MEZRAA-İ SEMÂVİYE,mo4ro1o0ro4ao4u4 so4mo4ewu4bu2o4h
ME'ZÛN,mo4eo0do1o9wbo1o0
MEZÛNİYET,mo4eo5o0do1o9wbo1u4bu2o4bo2o0
MIH,mbu2xo1o0
MİFTÂH,mu4fo1o0bo2o4exo0
MİHENK,mu4ho4bo1o0ko0
MİHMÂNDÂR-I KERÎM,mu4ho0mo4ebo1o0do4eru4 ko4ru4bu2mo0
MİKYÂS,mu4fo2o0bu2o4eso0
MİKYÂS-I MA'RİFET,mu4fo2o0bu2o4esu4 mo4ao0ru4fo1o4bo2o0
MİNBER,mu4bo1o0bu1o4ro0
MİNNET,mu4bo1o4o8bo2o0
Mİ'RÂC,mu4ao0ro4e xu1o0
Mİ'RÂCİYE,mu4ao0ro4exu1u4bu2o4h
Mİ'RÂÇ,mu4ao0ro4exu1o0
MİR'ÂT-I MA'RİFET,mu4ro0ebo2u4 mo4ao0ru4fo1o4bo2o0
MİR'ÂT-I RAHMET-İ ÂLEM,mu4ro0ebo2u4 ro4xo0mo4bo2u4 ao4elo4mo0
MİR'ÂT-I RÛH,mu4ro0eo6bo2u4 ro9wxo0
MÎRÎ,mbu2rbu2
MİSÂLÎ,mu4bo3o4elbu2
MİSÂL-İ ENSEB,mu4bo3o4elu4 eo4bo1o0so4bu1o0
MİSÂL-İ MUSAĞĞAR,mu4bo3o4elu4 mo9zo4ao1o4o8ro0
MİSÂL-İ RAHMET-İ ÂLEM,mu4bo3o4elu4 ro4xo0mo4bo2u4 ao4elo4mo0
MİSBÂH,mu4zo0bu1o4exo0
MİSİL,mu4bo3u4lo0
MİSLİYET,mu4bo3o0lu4bu2o4bo2o0
MİSTĀR,mu4so0to4ro0
MİZÂÇ,mu4ro1o4exu1o0
MÎZÂN,mbu2ro1o4ebo1o0
MÎZÂN-I A'ZAM-I ADÂLET,mbu2ro1o4ebo1u4 eo4ao0to1o4mu4 ao4do4elo4bo2o0
MÎZÂN-I KAZÂ,mbu2ro1o4ebo1u4 fo2o4zo1o4e
MÎZÂN-I MAHSÛS,mbu2ro1o4ebo1u4 mo4xo1o0zo9wzo0
MUACCİZ,mo9ao4xu1u4o8ro1o0
MUALLÂ,mo9ao4lo4o8e
MUALLEM,mo9ao4lo4o8mo0
MUALLİM-İ EKBER,mo9ao4lu4o8mu4 eo4ko0bu1o4ro0
MUALLİM-İ UKŪL,mo9ao4lu4o8mu4 ao9fo2o9wlo0
MUÂMELÂT,mo9ao4emo4leo4bo2o0
MUÂMELE,mo9ao4emo4lo4h
MUAMMÂ,mo9ao4mo4o8e
MUAMMÂ-YI HİLKAT,mo9ao4mo4o8ebu2u4 xo1u4lo0fo2o4bo2o0
MUAMMER,mo9ao4mo4o8ro0
MUÂREFE,mo9ao4ero4fo1o4h
MUARRİF,mo9ao4ru4o8fo1o0
MUÂŞERET,mo9ao4eso3o4ro4bo2o0
MUATTAL,mo9ao4to4o8lo0
MUATTIL,mo9ao4tu4o8lo0
MUÂVENET,mo9ao4ewo4bo1o4bo2o0
MUÂVENET-İ GAYBİYE,mo9ao4ewo4bo1o4bo2u4 ao1o4bu2o0bu1u4bu2o4h
MUÂVİN,mo9ao4ewu4bo1o0
MÛCİB-İ CEZÂ,mo9wxu1u4bu1u4 xu1o4ro1o4e
MÛCİB-İ İSTİKRÂH,mo9wxu1u4bu1u4 eu4so0bo2u4ko0ro4eho0
MÛCİB-İ MUÂHEZE,mo9wxu1u4bu1u4 mo9wo5o4exo1o4do1o4h
MÛCİD-İ HAKİKİ,mo9wxu1u4du4 xo4fo2u4bu2fo2u4bu2
MÛCİD-İ KÜLL-İ MEVCÛD,mo9wxu1u4du4 ko9lu4o8 mo4wo0xu1o9wdo0
MU'CİZEKÂR,mo9ao0xu1u4ro1o4h ko4ero0
MU'CİZNÜMÂ,mo9ao0xu1u4ro1o0bo1o9mo4e
MU'CİZÜ'L-BEYÂN,mo9ao0xu1u4ro1o9 elo0bu1o4bu2o4ebo1o0
MUFASSAL,mo9fo1o4zo4o8lo0
MUFASSALEN,mo9fo1o4zo4o8leo44
MUGADDÎ,mo9ao1o4do8bu2
MUHABBET-İ FITRİYE,mo9xo4bu1o4o8bo2u4 fo1u4to0ru4bu2o4h
MUHABBET-İ MECÂZİYE,mo9xo4bu1o4o8bo2u4 mo4xu1o4ero1u4bu2o4h
MUHABBET-İ NEFSÂNÎYE,mo9xo4bu1o4o8bo2u4 bo1o4fo1o0so4ebo1u4bu2o4h
MUHABBET-İ RAHMÂN,mo9xo4bu1o4o8bo2u4 ro4xo0mbo1o0
MUHABBET-İ ZÂTÎ,mo9xo4bu1o4o8bo2u4 do1o4ebo2u4bu2
MUHABBET-İ ZÂTİYE,mo9xo4bu1o4o8bo2u4 do1o4ebo2u4bu2o4h
MUHÂBERE,mo9xo1o4ebu1o4ro4h
MUHÂCİR,mo9ho4exu1u4ro0
MUHÂFAZA,mo9xo4efo1o4to1o4h
MUHÂKEME,mo9xo4eko4mo4h
MUHAKKİK,mo9xo4fo2u4o8fo2o0
MUHAKKİKÎN,mo9xo4fo2u4o8fo2bu2bo1o0
MUHÂL ENDER MUHÂL,mo9xo4elo0 eo4bo1o0do4ro0 mo9xo4elo0
MUHÂLEFET,mo9xo1o4elo4fo1o4bo2o0
MUHÂLİF,mo9xo1o4elu4fo1o0
MUHÂREBE,mo9xo4ero4bu1o4h
MUHARREM,mo9xo4ro4o8mo0
MUHÂSARA,mo9xo4ezo4ro4h
MUHAT,mo9xo4eto0
MUHÂVERE,mo9xo4ewo4ro4h
MUHBİR-İ SÂDIK,mo9xo1o0bu1u4ru4 zo4edu4fo2o0
MUHİK,mo9xu4fo2o8
MUHKEM,mo9xo0ko4mo0
MUHLİS,mo9xo1o0lu4zo0
MUHRİK,mo9xo0ru4fo2o0
MUHTÂR,mo9xo1o0bo2o4ero0
MUHTERİK,mo9xo0bo2o4ru4fo2o0
MUHTEVİYÂT,mo9xo0bo2o4wu4bu2o4ebo2o0
MUHYİDDÎN,mo9xo0bu2u4bu2 eldo8bu2bo1o0
MUÎN,mo9abu2bo1o0
MUÎN-İ ZÂLİM,mo9abu2bo1u4 to1o4elu4mo0
MUKADDEME-İ MÜKÂFAT-I LAHİKA,mo9fo2o4do4o8mo4u4 mo9ko4efo1o4ebo2u4 lo4exu4fo2o4h
MUKADDERÂT,mo9fo2o4do4o8ro4ebo2o0
MUKADDERÂT-I BEŞER,mo9fo2o4do4o8ro4ebo2u4 bu1o4so3o4ro0
MUKADDERÂT-I HAYÂT,mo9fo2o4do4o8ro4ebo2u4 xo4bu2o4ebo2o0
MUKADDERÂT-I HAYÂTİYE,mo9fo2o4do4o8ro4ebo2u4 xo4bu2o4ebo2u4bu2o4h
MUKADDESÂT,mo9fo2o4do4o8so4ebo2o0
MUKANNEN,mo9fo2o4bo1o4o8bo1o0
MUKAVVES,mo9fo2o4wo4o8so0
MUKĀYESE,mo9fo2o4ebu2o4so4h
MUKNİ',mo9fo2o0bo1u4ao0
MUKTEZÂ-YI ADÂLET,mo9fo2o0bo2o4zo1o4ebu2u4 ao4do4elo4bo2o0
MUKTEZÂ-YI FITRÎ,mo9fo2o0bo2o4zo1o4ebu2u4 fo1u4to0rbu2
MUKTEZÂ-YI HÂL,mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
MUKTEZA-YI HİKMET,mo9fo2o0bo2o4zo1o4ebu2 xu4ko0mo4bo2o0
MUKTEZĀ-YI İNSANİYET,mo9fo2o0bo2o4zo1o4ebu2u4 eu4bo1o0so4ebo1u4bu2o4bo2o0
MUKTEZÂY-I RAHMET,mo9fo2o0bo2o4zo1o4ebu2u4 ro4xo0mo4bo2o0
MUNAZZIM,mo9bo1o4to1u4o8mo0
MÛNİS,mo9wbo1u4so0
MUNSIF,mo9bo1o0zu4fo1o0
MURÂKABE,mo9ro4efo2o4bu1o4h
MURDAR,mo9ro0do4ero0
MURDİA,mo9ro0zo1u4ao4h
MUSADDAK,mo9zo4do4o8fo2o0
MUSAFFÂ,mo9zo4fo1o8bu2
MUSAHHARİYET,mo9so4xo1o4o8ru4bu2o4bo2o0
MUSAHHİH,mo9zo4xu4o8xo0
MUSALLAT,mo9so4lo4o8to0
MUSAMMEM,mo9zo4mo4o8mo0
MUSANNA',mo9zo4bo1o4o8ao0
MUSARRAH,mo9zo4ro4o8xo0
MUSİBET-İ ÂMME,mo9zbu2bu1o4bo2u4 aeo4mo4o8h
MUSÎBET-İ ÂMME,mo9zu4bu2bu1o4bo2u4 ao4emo4o8h
MUSİBETZEDE,mo9zbu2bu1o4bo2o0ro1o4do4h
MUSÎBETZEDE,mo9zbu2bu1o4bo2o0ro1o4do4h
MUTAASSIB,mo9bo2o4ao4zu4o8bu1o0
MUTÂBAKAT,mo9to4ebu1o4fo2o4bo2o0
MUTÂBIK,mo9to4ebu1u4fo2o0
MUTÂBIK-I MUKTEZÂ-YI HÂL,mo9to4ebu1u4fo2u4 mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
MUTÂBIK-I MUKTEZĀ-YI HÂL,mo9to4ebu1u4fo2u4 mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
MUTĀBIK-I VÂKİ',mo9to4ebu1u4fo2u4 wo4efo2u4ao0
MUTASAVVER,mo9bo2o4zo4wo4o8ro0
MUTAZAMMIN,mo9bo2o4zo1o4mu4o8bo1o0
MU'TEBER,mo9ao0bo2o4bu1o4ro0
MU'TERİZ,mo9ao0bo2o4ru4zo1o0
MU'TEZİLE,mo9ao0bo2o4ro1u4lo4h
MUTÎ',mo9tbu2ao0
MUTMAİN,mo9to0mo4bo5u4bo1o0
MUTTALİ',mo9to4o8lu4ao0
MUTTARİD,mo9to4o8ru4do0
MUTTASIF,mo9bo2o4o8zu4fo1o0
MUVÂFAKAT,mo9wo4efo1o4fo2o4bo2o0
MUVÂFIK,mo9wo4efo1u4fo2o0
MUVAHHİD,mo9wo4xu4o8do0
MUVAHHİDÎN,mo9wo4xu4o8dbu2bo1o0
MUVÂZÎ,mo9wo4ero1bu2
MUZÂAF,mo9zo1o4eao4fo1o0
MUZAFFER,mo9to1o4fo1o4o8ro0
MUZDAR,mo9zo1o0to4ro0
MUZDARİB,mo9zo1o0to4ru4bu1o0
MUZIRRA,mo9zo1u4ro4o8h
MUZMER,mo9zo1o0mo4ro0
MÜBÂDELE,mo9bu1o4edo4lo4h
MÜBÂHASE,mo9bu1o4exo4bo3o4h
MÜBÂHÂT,mo9bu1o4eho4ebo2o0
MÜBÂLAĞA,mo9bu1o4elo4ao1o4h
MÜBÂREK,mo9bu1o4ero4ko0
MÜBÂŞERET,mo9bu1o4eso3o4ro4bo2o0
MÜBÂŞERET-İ CÜZ'İYE,mo9bu1o4eso3o4ro4bo2u4 xu1o9ro1o0bo5u4bu2o4h
MÜBÂŞİR,mo9bu1o4eso3u4ro0
MÜBAYENET,mo9bu1o4ebu2o4bo1o4bo2o0
MÜBÂYENET,mo9bu1o4ebu2o4bo1o4bo2o0
MÜBAYENET-İ MAHİYET,mo9bu1o4ebu2o4bo1o4bo2u4 mo4ehu4bu2o4bo2o0
MÜBELLİĞ,mo9bu1o4lu4o8ao1o0
MÜBERRÂ,mo9bu1o4ro4o8e
MÜBEYYİZ,mo9bu1o4bu2u4o8zo1o0
MÜBEZZİR,mo9bu1o4do1u4o8ro0
MÜCÂHİD,mo9xu1o4ehu4do0
MÜCÂZÂT,mo9xu1o4ero1o4ebo2o0
MÜCEDDED,mo9xu1o4do4o8do0
MÜCELLEDE,mo9xu1o4lo4o8do4h
MÜCESSEM,mo9xu1o4so4o8mo0
MÜCTEHİD,mo9xu1o0bo2o4hu4do0
MÜDÂFAA,mo9do4efo1o4ao4h
MÜDÂFAANÂME,mo9do4efo1o4ao4h bo1o4emo4h
MÜDÂFİ',mo9do4efo1u4ao0
MÜDÂHALE,mo9do4exo1o4lo4h
MÜDAKKİK,mo9do4fo2u4o8fo2o0
MÜDDEHAR,mo9do4o8xo1o4ro0
MÜDEBBİR,mo9do4bu1u4o8ro0
MÜDEBBİR-İ HAKÎM,mo9do4bu1u4o8ru4 xo4kbu2mo0
MÜDELLEL,mo9do4lo4o8lo0
MÜDERRİS,mo9do4ru4o8so0
MÜECCEL,mo9wo5o4xu1o4o8lo0
MÜEKKEL,mo9wo5o4ko4o8lo0
MÜELLEFÂT,mo9wo5o4lo4o8fo1o4ebo2o0
MÜENNES,mo9wo5o4bo1o4o8bo3o0
MÜESSİR-İ HAKÎKİ,mo9wo5o4bo3u4o8ru4 xo4fo2u4bu2fo2u4bu2
MÜEYYİD,mo9wo5o4bu2u4o8do0
MÜEZZİN-İ A'ZAM,mo9wo5o4do1u4o8bo1u4 eo4ao0to1o4mo0
MÜFERRAH,mo9fo1o4ro4o8xo0
MÜFETTİŞ,mo9fo1o4bo2u4o8so3o0
MÜFTERÎ,mo9fo1o0bo2o4rbu2
MÜHEFHEF,mo9ho4fo1o0ho4fo1o0
MÜHEYYÂ,mo9ho4bu2o4o8e
MÜHEZZEB,mo9ho4do1o4o8bu1o0
MÜHÎB,mo9hbu2bu1o0
MÜKEBBİR,mo9ko4bu1u4o8ro0
MÜKELLEF,mo9ko4lo4o8fo1o0
MÜKELLEFÎN,mo9ko4lo4o8fo1u4bu2bo1o0
MÜKERREM,mo9ko4ro4o8mo0
MÜKRİM,mo9ko0ru4mo0
MÜLÂHAZA,mo9lo4exo4to1o4h
MÜLÂKĀT,mo9lo4efo2o4ebo2o0
MÜLÂKÎ,mo9lo4efo2bu2
MÜLÂZIM,mo9lo4ero1u4mo0
MÜLHEM,mo9lo0ho4mo0
MÜLHİD,mo9lo0xu4do0
MÜLKİYE,mo9lo0ku4bu2o4h
MÜLK-Ü TEN,mo9lo0ko9 bo2o4bo1o0
MÜLTEBİS,mo9lo0bo2o4bu1u4so0
MÜLZEM,mo9lo0ro1o4mo0
MÜMÂNAAT,mo9mo4ebo1o4ao4bo2o0
MÜMÂNAÂT,mo9mo4ebo1o4ao4ebo2o0
MÜMÂSİL,mo9mo4esu4lo0
MÜMTÂZ,mo9mo0bo2o4ero1o0
MÜMTENİ',mo9mo0bo2o4bo1u4ao0
MÜMTEZİC,mo9mo0bo2o4ro1u4xu1o0
MÜNÂCÂT,mo9bo1o4exu1o4ebo2o0
MÜN'ADİM,mo9bo1o0ao4du4mo0
MÜNÂFIK,mo9bo1o4efo1u4fo2o0
MÜNÂSEBET,mo9bo1o4eso4bu1o4bo2o0
MÜNÂVEBE,mo9bo1o4ewo4bu1o4h
MÜNÂZAA,mo9bo1o4ero1o4ao4h
MÜNÂZARA,mo9bo1o4eto1o4ro4h
MÜNBASİT,mo9bo1o0bu1o4su4to0
MÜNCEMİD HEVES,mo9bo1o4o0xu1o4mu4o8do0 ho4wo4so0
MÜNCER,mo9bo1o0xu1o4ro0
MÜNCEZİB,mo9bo1o0xu1o4do1u4bu1o0
MÜNDERİC,mo9bo1o0do4ru4xu1o0
MÜNEVVİM,mo9bo1o4wu4o8mo0
MÜNEVVİR,mo9bo1o4wu4o8ro0
MÜNFAİL,mo9bo1o0fo1o4au4lo0
MÜNHASİF,mo9bo1o0xo1o4su4fo1o0
MÜNTEHÂ,mo9bo1o0bo2o4ho4e
MÜNTEHAB,mo9bo1o0bo2o4xo1o4bu1o0
MÜNTEHÂ-YI TE'LÎF,mo9bo1o0bo2o4ho4ebu2u4 bo2o4eo5o0lu4bu2fo1o0
MÜNZEVÎ,mo9bo1o0ro1o4wbu2
MÜRÂCAAT,mo9ro4exu1o4ao4bo2o0
MÜRECCİH,mo9ro4xu1u4o8xo0
MÜREFREF,mo9ro4fo1o0ro4fo1o0
MÜRÎD,mo9rbu2do0
MÜRŞİD-İ EKBER,mo9ro0so3u4du4 eo4ko0bu1o4ro0
MÜRŞİD-İ EKMEL,mo9ro0so3u4du4 eo4ko0mo4lo0
MÜRŞİD-İ KÂMİL,mo9ro0so3u4du4 ko4emu4lo0
MÜRŞİD-İ MUTLAK,mo9ro0so3u4du4 mo9to0lo4fo2o0
MÜRŞİD-İ RABBANÎ,mo9ro0so3u4du4 ro4bu1o4o8ebo1bu2
MÜRTEZIK,mo9rbo2o4ro1u4fo2o0
MÜRÛR-U A'SÂR,mo9ro9wro9 eo4ao0zo4ero0
MÜRÛR-U ZAMAN,mo9ro9wru4 ro1o4mo4ebo1o0
MÜSÂBAKA,mo9so4ebu1o4fo2o4h
MÜSÂDEME,mo9zo4edo4mo4h
MÜSÂDERE,mo9zo4edo4ro4h
MÜSÂVÂT,mo9so4ewo4ebo2o0
MÜSÂVÂT-I MUTLAKA,mo9so4ewo4ebo2u4 mo9to0lo4fo2o4h
