a,h
teberrük,bo2bu1rk
teberrüken,bo2bu1rke
teberzin,bo2bu1rro1ybo1
tebessüm,bo2bu1sm
tebettül,bo2bu1bo2l
tebevvül,bo2bu1wl
tebeyyün,bo2bu1bu2bo1
tebhâl,bo2bu1xo1el
tebhîr,bo2bu1xo1bu2r
teb'îd,bo2bu1abu2d
teblerze,bo2bu1 lrro1h
teblîğ,bo2bu1lbu2ao1
teblîğât,bo2bu1lbu2ao1ebo2
tebrîd,bo2bu1ryd
tebrie,bo2bu1rbo5h
tebrîk,bo2bu1ryk
tebrîkât,bo2bu1rykebo2
tebrîkname,bo2bu1ryk bo1emh
tebşîr,bo2bu1so3bu2r
tecâhül,bo2xu1ehl
tecârib,bo2xu1erbu1
tecâsür,bo2xu1esr
tecâvüz,bo2xu1ewro1
tecavüzkâr,bo2xu1ewro1ker
tecdîd,bo2xu1dyd
teceddüd,bo2xu1dd
teceddüdât,bo2xu1ddebo2
tecellî,bo2xu1ly
tecellîgâh,bo2xu1lbu2ko7eh
tecemmu,bo2xu1ma
tecemmül,bo2xu1ml
tecennün,bo2xu1bo1bo1
tecerru',bo2xu1ra
tecerrüd,bo2xu1rd
tecessüm,bo2xu1sm
tecessüs,bo2xu1ss
tecessüskâr,bo2xu1ssker
tecevvüf,bo2xu1wfo1
tecezzî,bo2xu1ro1y
techîl,bo2xu1hbu2l
techîz,bo2xu1hbu2ro1
techîzât,bo2xu1hbu2ro1ebo2
te'cîl,bo2eo5xu1bu2l
tecnîs,bo2xu1bo1bu2s
tecribe,bo2xu1rbu1h
tecribî,bo2xu1rbu1y
tecrîd,bo2xu1ryd
tecrîden,bo2xu1ryde
tecrübe,bo2xu1rbu1h
tecvîd,bo2xu1wyd
tecvîz,bo2xu1wyro1
teczie,bo2xu1ro1bo5h
teczîr,bo2xu1do1yr
tecziye,bo2xu1ro1yh
tedâbir,bo2debu1bu2r
tedâfü,bo2defo1a
tedâfüî,bo2defo1ay
tedâhül,bo2dexo1l
tedâî,bo2deay
tedarikât,bo2derkebo2
tedârukât,bo2derkebo2
tedârük,bo2derk
tedâvül,bo2dewl
tedbîr,bo2dbu1bu2r
tedbîrülmenzil,bo2dbu1bu2relmbo1ro1l
tedennî,bo2dbo1y
tederrüs,bo2drs
tedfîn,bo2dfo1bu2bo1
tedhîn,bo2dxo1bu2bo1
tedhîn,bo2dhbu2bo1
tedhîş,bo2dhbu2so3
te'dîb,bo2eo5dybu1
te'diyât,bo2eo5dyebo2
te'diye,bo2eo5dyh
tedkîk,bo2dfo2bu2fo2
tedkîkât,bo2dfo2bu2fo2ebo2
tedrîcen,bo2dryxu1e
tedrîcî,bo2dryxu1y
tedrîs,bo2drys
tedrîsât,bo2drysebo2
tedvîn,bo2dwbu2bo1
tedvîr,bo2dwyr
teeddüb,bo2eo5dbu1
teeddüben,bo2eo5dbu1e
teehhül,bo2eo5hl
teehhür,bo2eo5xo1r
teellüm,bo2eo5lm
teemmül,bo2eo5ml
teennî,bo2eo5bo1y
teessüf,bo2eo5sfo1
teessür,bo2eo5bo3r
teessüs,bo2eo5ss
tefahhur,bo2fo1xo1r
tefahhus,bo2fo1xz
tefâhür,bo2fo1exo1r
tefakkud,bo2fo1fo2d
tefâsîl,bo2fo1ezbu2l
tefâsîr,bo2fo1esbu2r
tefâvüt,bo2fo1ewbo2
tefavvuk,bo2fo1wfo2
tefazzul,bo2fo1zo1l
tefehhüm,bo2fo1hm
tefekkür,bo2fo1kr
tefekkürât,bo2fo1krebo2
tefelsüf,bo2fo1lsfo1
teferru'ât,bo2fo1raebo2
teferrüc,bo2fo1rxu1
teferrücgâh,bo2fo1rxu1ko7eh
teferrüd,bo2fo1rd
tefessüh,bo2fo1sxo1
tefe'ül,bo2fo1eo5l
tefevvuh,bo2fo1wh
tefevvuk,bo2fo1wfo2
tefhîm,bo2fo1xo1bu2m
tefhîm,bo2fo1hbu2m
tefrîh,bo2fo1ryx
tefrîk,bo2fo1ryfo2
tefrika,bo2fo1rfo2h
tefriş,bo2fo1ryso3
tefrişat,bo2fo1ryso3ebo2
tefrît,bo2fo1ryt
tefsir,bo2fo1sbu2r
tefsirât,bo2fo1sbu2rebo2
tefte,bo2fo1bo2h
teftîn,bo2fo1bo2bu2bo1
teftiş,bo2fo1bo2bu2so3
tefviz,bo2fo1wyzo1
tegafül,bo2ao1efo1l
tegayür,bo2ao1eyr
tegayyür,bo2ao1bu2r
tegazzül,bo2ao1ro1l
teh,bo2h
tehâcî,bo2hexu1y
tehâcüm,bo2hexu1m
tehallüf,bo2xo1lfo1
tehallüs,bo2xo1lz
tehâlüf,bo2xo1elfo1
tehâlük,bo2helk
tehâsum,bo2xo1ezm
tehâşî,bo2xeso3y
tehâvün,bo2hewbo1
tehcîr,bo2hxu1bu2r
tehdîd,bo2hdyd
tehdîdâmîz,bo2hdyd eo6mbu2ro1
tehdîden,bo2hdyde
tehdîdkâr,bo2hdydker
tehdîdkârâne,bo2hdydkerebo1h
teheccî,bo2hxu1y
tehevvu,bo2hwa
tehevvür,bo2hwr
teheyyüc,bo2hbu2xu1
tehî,bo2hy
tehîdest,bo2hy dsbo2
tehîdestî,bo2hbu2dsbo2y
tehîmağz,bo2hy mao1ro1
tehîmiyân,bo2hy mbu2ebo1
te'hîr,bo2eo5xo1bu2r
tehiyye,bo2hbu2h
tehniyet,bo2hbo1bu2bo2
tehyie,bo2hbu2bo5h
tehzîb,bo2hdo1ybu1
tehzîl,bo2hro1yl
tehzîz,bo2hro1yro1
tek,bo2k
tek,bo2k
tekabül,bo2fo2ebu1l
tekâlîf,bo2kelbu2fo1
tekâmül,bo2keml
tekâpu,bo2kebu3w
tekârîr,bo2fo2eryr
tekârub,bo2fo2erbu1
tekâsüf,bo2kebo3fo1
tekâsül,bo2kesl
tekâsür,bo2kebo3r
tekâtu',bo2fo2eta
tekâüd,bo2fo2ead
tekâüdiye,bo2fo2eadyh
tekâvîm,bo2fo2ewym
tekâyâ,bo2keye
tekbîr,bo2kbu1bu2r
tekdîr,bo2kdyr
tekebbür,bo2kbu1r
tekeffül,bo2kfo1l
tekellüm,bo2klm
tekemmül,bo2kml
tekerrür,bo2krr
tekessur,bo2ksr
tekessür,bo2kbo3r
tekevvün,bo2kwbo1
tekevvünât,bo2kwbo1ebo2
tekeyyüf,bo2kbu2fo1
tekfîl,bo2kfo1bu2l
tekfîn,bo2kfo1bu2bo1
tekfîr,bo2kfo1bu2r
te'kîd,bo2eo5kbu2d
teklîf,bo2klbu2fo1
teklîfât,bo2klbu2fo1ebo2
tekmîl,bo2kmbu2l
tekmile,bo2kmlh
tekrâr,bo2krer
tekrâren,bo2krere
tekrîm,bo2krym
tekrîr,bo2kryr
teksîf,bo2kbo3bu2fo1
teksîr,bo2kbo3bu2r
tekvîn,bo2kwybo1
tekye,bo2kbu2h
tekzîb,bo2kdo1ybu1
telâffuz,bo2lfo1to1
telâfî,bo2lefo1y
telâkî,bo2lefo2y
telakkî,bo2lfo2y
telakkiyât,bo2lfo2bu2ebo2
telâmîz,bo2lembu2do1
telâsuk,bo2lezfo2
telâşî,bo2leso3y
telattuf,bo2ltfo1
telâtum,bo2letm
telbîs,bo2lbu1bu2s
tele,bo2lh
telebbüs,bo2lbu1s
telef,bo2lfo1
telefât,bo2lfo1ebo2
telehhüf,bo2lhfo1
tele'lu,bo2leo5lwo5
telemmüz,bo2lmdo1
televvün,bo2lwbo1
telh,bo2lxo1
telhîs,bo2lxo1bu2z
telhîsen,bo2lxo1bu2ze
telhkâm,bo2lxo1kem
te'lîf,bo2eo5lbu2fo1
te'lîfât,bo2eo5lbu2fo1ebo2
te'lifbîn,bo2eo5lbu2fo1 bu1bu2bo1
te'lîfkerde,bo2eo5lbu2fo1 krdh
tel'în,bo2labu2bo1
tel'înât,bo2labu2bo1ebo2
telkîh,bo2lfo2bu2x
telkîn,bo2lfo2bu2bo1
telkînî,bo2lfo2bu2bo1y
tell,bo2l
telmîh,bo2lmbu2x
telmîhât,bo2lmbu2xebo2
telmîhen,bo2lmbu2xe
telvîn,bo2lwybo1
temâdî,bo2medy
temâs,bo2mes
temâsîl,bo2mebo3bu2l
temâsül,bo2mebo3l
temâşâ,bo2meso3e
temaşagâh,bo2meso3eko7eh
temâyül,bo2meyl
temâyülât,bo2meylebo2
temâyüz,bo2meyro1
temcîd,bo2mxu1bu2d
temdîd,bo2mdyd
temeddün,bo2mdbo1
temekkün,bo2mkbo1
temelluk,bo2mlfo2
temellük,bo2mlk
temennî,bo2mbo1y
temerküz,bo2mrkro1
temerrüd,bo2mrd
temeshur,bo2msxo1r
temessül,bo2mbo3l
temettü,bo2mbo2a
temevvüc,bo2mwxu1
temevvül,bo2mwl
temeyyüz,bo2mbu2ro1
temîn,bo2eo5mbu2bo1
temînât,bo2eo5mbu2bo1ebo2
temînen,bo2eo5mbu2bo1e
temkîn,bo2mkbu2bo1
temlîk,bo2mlbu2k
temr,bo2mr
temrîn,bo2mrybo1
temsîl,bo2mbo3bu2l
temsîlât,bo2mbo3bu2lebo2
temyîz,bo2mbu2bu2ro1
ten,bo2bo1
tenâfür,bo2bo1efo1r
tenahnuh,bo2bo1xbo1x
tenâkus,bo2bo1efo2z
tenâkuz,bo2bo1efo2zo1
tenâkür,bo2bo1ekr
tenâsân,bo2bo1 eo6sebo1
tenâsur,bo2bo1ezr
tenâsüb,bo2bo1esbu1
tenâsüh,bo2bo1esxo1
tenâsül,bo2bo1esl
tenâsülî,bo2bo1esly
tena'um,bo2bo1am
tenâvüb,bo2bo1ewbu1
tenâzur,bo2bo1eto1r
tenâzurî,bo2bo1eto1ry
tenbân,bo2bo1bu1ebo1
tenbel,bo2bo1bu1l
tenbîh,bo2bo1bu1bu2h
tenbîhât,bo2bo1bu1bu2hebo2
tendürüst,bo2bo1 drsbo2
tene,bo2bo1h
tenebbüh,bo2bo1bu1h
tenebbüt,bo2bo1bu1bo2
teneffür,bo2bo1fo1r
teneffüs,bo2bo1fo1s
tenevvü',bo2bo1wa
tenevvür,bo2bo1wr
tenezzüh,bo2bo1ro1h
tenezzül,bo2bo1ro1l
tenezzülen,bo2bo1ro1le
teng,bo2bo1ko7
tengdest,bo2bo1ko7 dsbo2
tenhâ,bo2bo1he
te'nîs,bo2eo5bo1bu2s
tenkîd,bo2bo1fo2bu2d
tenkîdât,bo2bo1fo2bu2debo2
tenkîh,bo2bo1fo2bu2x
tenkîl,bo2bo1kbu2l
tenkîs,bo2bo1fo2bu2z
tenkîsât,bo2bo1fo2bu2zebo2
tenmiye,bo2bo1mbu2h
tennûr,bo2bo1wr
tennûre,bo2bo1wrh
tenperver,bo2bo1 bu3rwr
tensîb,bo2bo1sbu2bu1
tensîk,bo2bo1sbu2fo2
tenşît,bo2bo1so3bu2t
tenûmend,bo2bo1wmbo1d
tenvîm,bo2bo1wym
tenvîr,bo2bo1wyr
tenzîh,bo2bo1ro1yh
tenzîl,bo2bo1ro1yl
tenzîlât,bo2bo1ro1ylebo2
ter,bo2r
terâcim,bo2rexu1m
Terafu,bo2refo1a
terâfuk,bo2refo1fo2
terahhum,bo2rxm
terakkî,bo2rfo2y
terakkîperver,bo2rfo2y bu3rwr
terakkiyât,bo2rfo2bu2ebo2
terâküm,bo2rekm
terâne,bo2rebo1h
terâzû,bo2rero1w
terbî',bo2rbu1bu2a
terbiye,bo2rbu1bu2h
terbiyevî,bo2rbu1bu2wy
terceme,bo2rxu1mh
tercî',bo2rxu1bu2a
tercîh,bo2rxu1bu2x
tercüman,bo2rxu1mebo1
tercüme,bo2rxu1mh
terdâmen,bo2rdembo1
terdîd,bo2rdyd
terdîf,bo2rdyfo1
tereddüd,bo2rdd
tereke,bo2rkh
terekküb,bo2rkbu1
terekkübât,bo2rkbu1ebo2
terennüm,bo2rbo1m
teressüb,bo2rsbu1
tereşşüh,bo2rso3x
terettüb,bo2rbo2bu1
terfî',bo2rfo1bu2a
terfîk,bo2rfo1bu2fo2
tergîb,bo2rao1bu2bu1
terhîn,bo2rhbu2bo1
terhis,bo2rxo1bu2z
ter'îb,bo2rabu2bu1
terk,bo2rk
terkeş,bo2rkso3
terkîb,bo2rkbu2bu1
terkuve,bo2rfo2wh
termîm,bo2rmbu2m
termîmât,bo2rymebo2
ters,bo2rs
tersâ,bo2rse
tersân,bo2rsebo1
tersâyân,bo2rseyebo1
tersengîz,bo2rs ebo1ko7bu2ro1
tersî',bo2rzbu2a
tersîb,bo2rsbu2bu1
tersîm,bo2rsbu2m
tersnâk,bo2rsbo1ek
tertîb,bo2rbo2bu2bu1
tertîbât,bo2rbo2bu2bu1ebo2
terütâze,bo2rwbo2ero1h
tervîc,bo2rwyxu1
terzebân,bo2rro1bu1ebo1
terzîk,bo2rro1yfo2
terzîl,bo2rdo1yl
tesâdüf,bo2zedfo1
tesâdüfen,bo2zedfo1e
tesâdüfî,bo2zedfo1y
tesâdüm,bo2zedm
tesâhub,bo2zexbu1
tesâmüh,bo2semx
tesâmühkâr,bo2semxker
tesâmühperver,bo2so3emx bu3rwr
tesânîf,bo2zebo1bu2fo1
tesânüd,bo2sebo1d
tesâud,bo2zead
tesâvî,bo2sewy
tesâvîr,bo2zewyr
tesbîh,bo2sbu1bu2x
tesbît,bo2bo3bu1bu2bo2
tescîl,bo2sxu1bu2l
tesdîs,bo2sdys
tesellî,bo2sly
tesellîkâr,bo2sly ker
tesellüm,bo2slm
teselsül,bo2slsl
tesettür,bo2sbo2r
teseyyüb,bo2bo3bu2bu1
teshîl,bo2shbu2l
teshîlât,bo2shbu2lebo2
teshîr,bo2sxbu2r
teshîr,bo2sxo1bu2r
tes'îd,bo2sabu2d
te'sîr,bo2eo5bo3bu2r
te'sîrât,bo2eo5bo3bu2rebo2
te'sîs,bo2eo5sbu2s
te'sîsât,bo2eo5sbu2sebo2
teskîn,bo2skbu2bo1
teslîh,bo2slbu2x
teslîm,bo2slbu2m
teslîs,bo2bo3lbu2bo3
tesmîm,bo2smbu2m
tesmiye,bo2smbu2h
tesniye,bo2bo3bo1bu2h
tesrî',bo2srya
tesvîd,bo2swyd
tesviye,bo2swyh
teşâbüh,bo2so3ebu1h
teşa'şu',bo2so3aso3a
teşa'ub,bo2so3abu1
teşbîh,bo2so3bu1bu2h
teşcî',bo2so3xu1bu2a
teşdîd,bo2so3dyd
teşebbüs,bo2so3bu1bo3
teşebbüsât,bo2so3bu1bo3ebo2
teşekkül,bo2so3kl
teşekkürât,bo2so3krebo2
teşennüc,bo2so3bo1xu1
teşerrüf,bo2so3rfo1
teşevvüş,bo2so3wso3
teşeyyu',bo2so3bu2a
teşfiye,bo2so3fo1bu2h
teşhîr,bo2so3hbu2r
teşhîs,bo2so3xo1bu2z
teşkîl,bo2so3kbu2l
teşne,bo2so3bo1h
teşnedil,bo2so3bo1h dl
teşrî',bo2so3rya
teşrîf,bo2so3ryfo1
teşrîfât,bo2so3ryfo1ebo2
teşrîh,bo2so3ryx
teşrîhhâne,bo2so3ryx xo1ebo1h
teşrîk,bo2so3ryk
teşrîn-i evvel,bo2so3rybo1 ewl
teşrîn-i sânî,bo2so3rybo1 bo3ebo1y
teşvîk,bo2so3wyfo2
teşvîkât,bo2so3wyfo2ebo2
teşvîş,bo2so3wbu2so3
teşyî',bo2so3bu2bu2a
tetâbu',bo2bo2ebu1a
tetâbuk,bo2tebu1fo2
tetebbu',bo2bo2bu1a
tetebu'ât,bo2bo2bu1aebo2
tetimme,bo2bo2mh
tevâfuk,bo2wefo1fo2
tevaggul,bo2wao1l
tevahhuş,bo2wxso3
tevakki,bo2wfo2y
tevakku',bo2wfo2a
tevakkuf,bo2wfo2fo1
tevâlî,bo2wely
tevânâ,bo2webo1e
tevârîh,bo2weryxo1
tevârüs,bo2werbo3
tevâtur,bo2webo2r
tevâzu,bo2wezo1a
tevâzün,bo2wero1bo1
tevbe,bo2wbu1h
tevbîh,bo2wbu1bu2xo1
tevcîh,bo2wxu1bu2h
tevdî',bo2wdya
teveccüh,bo2wxu1h
tevellüd,bo2wld
teverrüm,bo2wrm
tevessü,bo2wsa
tevessül,bo2wsl
tevezzü',bo2wro1a
tevfîkan,bo2wfo1bu2fo2e
tevhîd,bo2wxbu2d
te'vîl,bo2eo5wyl
tevkîf,bo2wfo2bu2fo1
tevlîd,bo2wlbu2d
tevsî',bo2wsbu2a
tevsîk,bo2wbo3bu2fo2
tevşîh,bo2wso3bu2x
tevvâb,bo2webu1
tevzî',bo2wro1ya
teyakkuz,bo2bu2fo2to1
teyemmün,bo2bu2mm
te'yîd,bo2eo5ybu2d
tezâd,bo2zo1ed
tezâhür,bo2to1ehr
tezâhürât,bo2to1ehrebo2
tezâyüd,bo2ro1eyd
tezekkür,bo2do1kr
tezelzül,bo2ro1lro1l
tezerv,bo2do1rw
tezevvüc,bo2ro1wxu1
tezhîb,bo2do1hbu2bu1
tezkâr,bo2do1ker
tezkîr,bo2do1kbu2r
tezlîl,bo2do1lbu2l
tezvîc,bo2ro1wyxu1
tezvîr,bo2ro1wyr
tezyîd,bo2ro1ybu2d
tezyîn,bo2ro1ybu2bo1
tezyînat,bo2ro1ybu2bo1ebo2
tıbb,tbu1
tıbbî,tbu1y
tıbbiye,tbu1bu2h
tıbk,tbu1fo2
tıfl,tfo1l
tıflâne,tfo1lebo1h
tılâ,tlea
tınab,tbo1ebu1
tıraş,bo2reso3
tıynet,tbu2bo1bo2
tîb,tbu2bu1
ticârethâne,bo2xu1erbo2 xo1ebo1h
tîğ,bo2bu2ao1
tilâvet,bo2lewbo2
tilmîz,bo2lmbu2do1
tîmâr,bo2bu2mer
tîmârhâne,bo2bu2merxo1ebo1h
timsâh,bo2msex
timsâl,bo2mbo3el
timsâlî,bo2mbo3ely
tîr,bo2bu2r
tîrâje,bo2bu2rero3h
tîrdân,bo2bu2rdebo1
tîre,bo2bu2rh
tîrendâz,bo2bu2rebo1dero1
tîrkeş,bo2bu2rkso3
tiryâk,bo2ryek
tiryâkî,bo2ryeky
tis'a,bo2sah
tis'în,bo2sabu2bo1
tîşe,bo2bu2so3h
tîz,bo2bu2ro1
tîzâb,bo2bu2ro1ebu1
töhmet,bo2hmbo2
tûde,bo2wdh
tufeylât,tfo1bu2lebo2
tufeylî,tfo1bu2ly
tufeyliyet,tfo1bu2lbu2bo2
tuffah,bo2fo1ex
tufû,bo2fo1w
tufûliyyet,tfo1wlbu2bo2
tuğyân,tao1bu2ebo1
tuhaf,bo2xfo1
tuhfe,bo2xfo1h
tuhm,bo2xo1m
tûl,twl
tûlânî,twlebo1y
tullâb,tlebu1
tulû,tlwa
tulûât,tlwaebo2
tuluk,twlwfo2
tu'me,tamh
turfa,trfo1h
turre,trh
turş,bo2rso3
turuk,trfo2
turuncî,bo2rbo1xu1y
tûsen,bo2wsbo1
tûşe,bo2wso3h
tût,bo2wbo2
tûtî,twty
tuyûf,tbu2wfo1
tuyûr,tbu2wr
tüccâr,bo2xu1er
tühmet,bo2hmbo2
tühmetli,bo2hmbo2lw
tükme,bo2kmh
tülbend,bo2wlbu1bo1d
tün,bo2wbo1
tünbek,bo2bo1bu1k
tünd,bo2bo1d
tündbâd,bo2bo1dbu1ed
tündmizâc,bo2bo1dmro1exu1
türâb,bo2rebu1
türb,bo2rbu1
türbet,bo2rbu1bo2
türk,bo2wrk
Türkân,bo2rkebo1
türrehe,bo2rhh
türşî,bo2rso3y
türşrû,bo2rso3 rw
tüvân,bo2webo1
tüvânâ,bo2webo1e
tüvânger,bo2webo1ko7r
ubûdiyyet,abu1wdybo2
ubûr,abu1wr
ucb,axu1bu1
u'cûbe,eaxu1wbu1h
ûd,awd
ûdî,awdy
udûl,adwl
ufuk,efo1fo2
ufûnet,afo1wbo1bo2
uhde,ahdh
uhrâ,exo1ry
uhrevî,exo1rwy
uhreviyye,exo1rwbu2h
uht,exo1bo2
uhuvvet,exo1wbo2
ukâb,afo2ebu1
ukalâ,afo2le
ukbâ,afo2bu1y
ukde,afo2dh
ukûbât,afo2wbu1ebo2
ukûbet,afo2wbu1bo2
ukûd,afo2wd
ukûl,afo2wl
ûlâ,ewly
ulemâ,alme
ulûfe,alwfo1h
ulûhiyyet,elwhbu2bo2
ulûm,alwm
ûlülazm,ewlw elato1m
ûlülebsâr,ewlw elebu1zer
ûlülemr,ewlw elemr
ulüvv,alw
ulvî,alwy
ulyâ,albu2e
umde,amdh
umk,amfo2
ummâl,amel
ummân,amebo1
umran,amrebo1
umûm,amwm
umûmen,amwme
umûmhâne,amwm xo1ebo1h
umûmî,amwmy
umûmiyyet,amwmbu2bo2
umûr,emwr
unf,abo1fo1
unfen,abo1fo1e
unfuvân,abo1fo1webo1
unmûzec,ebo1mwdo1xu1
unnâb,abo1ebu1
unsur,abo1zr
urefâ,arfo1e
Urhan,ewrxo1ebo1
urûc,arwxu1
urûk,arwfo2
urve,arwh
uryân,aryebo1
usâre,azerh
usât,azebo2
usr,asr
usret,asrbo2
ustûre,estwrh
ustûrevî,estwrwy
usûl,ezwl
usûlî,ezwly
uşşâk,aso3efo2
utrûş,etrwso3
utûfet,atwfo1bo2
uyûb,abu2wbu1
uyûn,abu2wbo1
uzlet,aro1lbo2
uzletgâh,aro1lbo2ko7eh
uzletgüzin,aro1lbo2 ko7ro1ybo1
uzmâ,ato1my
uzûbet,ado1wbu1bo2
uzûbet,aro1wbu1bo2
uzv,azo1w
uzvî,azo1wy
uzviyye,azo1wyh
uzviyyet,azo1wybo2
übbehet,ebu1hbo2
übhet,ebu1hbo2
übüvvet,ebu1wbo2
ücret,exu1rbo2
ücûr,exu1wr
ücûrât,exu1wrebo2
üdebâ,edbu1e
üftâde,efo1bo2edh
üftâdegân,efo1bo2edko7ebo1
üftânühîzân,efo1bo2ebo1 w xo1bu2ro1ebo1
üfûl,efo1wl
üf'ûle,efo1awlh
üf'ûlevî,efo1awlwy
ükül,ekl
ülfet,elfo1bo2
ümem,emm
ümenâ,embo1e
ümerâ,emre
ümîd,embu2d
ümîdbahş,embu2dbu1xo1so3
ümîdbahşî,embu2dbu1xo1so3y
ümîdvâr,embu2dwer
ümîdvârî,embu2dwery
ümm,em
ümmehât,emhebo2
ümmet,embo2
ümmîd,embu2d
ümmiyyet,embu2bo2
ümmülbilâd,em elbu1led
ümmülkitâb,em elkbo2ebu1
ümmülkurâ,em elfo2re
ümrân,amrebo1
ünâs,ebo1es
ünbûbe,ebo1bu1wbu1h
üns,ebo1s
ünsiyyet,ebo1sbu2bo2
ünûset,ebo1wbo3bo2
ürcûfe,erxu1wfo1h
üryân,aryebo1
üsbû',esbu1wa
üsbû'î,esbu1way
üserâ,esre
üskuf,esfo2fo1
üslûb,eslwbu1
üss,es
üssülesâs,es eleses
üstâd,esbo2ed
üstâdâne,esbo2edebo1h
üstâdî,esbo2edy
üstûr,esbo2wr
üstûre,estwrh
üstühan,esbo2xo1webo1
üstüre,esbo2rh
üstüvâne,esbo2webo1h
üstüvâr,esbo2wer
üstüvârî,esbo2wery
üştür,eso3bo2r
üştürban,eso3bo2rbu1ebo1
üştürdil,eso3bo2rdl
üştürhâr,eso3bo2rxo1er
üzn,edo1bo1
vâbeste,webu1sbo2h
vâbestegân,webu1sbo2ko7ebo1
vâcib,wexu1bu1
vâcibât,wexu1bu1ebo2
vâcibe,wexu1bu1h
vâcibülîfâ,wexu1bu1 eleyfo1e
vâcibülvücûd,wexu1bu1 elwxu1wd
vâcid,wexu1d
va'd,wad
vâdî,wedy
vâfir,wefo1r
vâh,weh
vâha,wexh
vahâmet,wxo1embo2
vâhasretâ,wexsrbo2e
vâhayfâ,wexbu2fo1e
vahdânî,wxdebo1y
vahdâniyyet,wxdebo1bu2bo2
vahdet,wxdbo2
vâhî,wehy
vahîd,wxbu2d
vâhid,wexd
vahîm,wxo1bu2m
vahş,wxso3
vahşet,wxso3bo2
vahşetengîz,wxso3bo2 ebo1ko7bu2ro1
vahşetnâk,wxso3bo2bo1ek
vahşî,wxso3y
vahy,wxy
vâiz,weato1
vâjgûn,wero3ko7wbo1
vak'a,wfo2ah
vak'anüvis,wfo2ah bo1wys
vak'anüvîsân,wfo2ah bo1wysebo1
vakar,wfo2er
vakâyi',wfo2eya
vakf,wfo2fo1
vakfe,wfo2fo1h
vakfegâh,wfo2fo1h ko7eh
vakfiyye,wfo2fo1bu2h
vâkıa,wefo2ah
vâkıâ,wefo2ae
vâkıât,wefo2aebo2
vâkıf,wefo2fo1
vâki,wefo2a
vakiyye,wfo2bu2h
vakt,wfo2bo2
vaktâki,wfo2bo2ekh
vakûr,wfo2wr
vakûrâne,wfo2wrebo1h
vâlâ,wele
vâlâcâh,welexu1eh
vâlâkadr,welefo2dr
vâlid,weld
vâlide,weldh
vâlideyn,weldybo1
vâlih,welh
vâliyân,welbu2ebo1
vâm,wem
vâmdâr,wemder
vâmhâh,wemxo1weh
vâpesin,webu3sbu2bo1
vâr,wer
varak,wrfo2
varaka,wrfo2h
varakpâre,wrfo2 bu3erh
vâreste,wersbo2h
vârî,wery
vârid,werd
vâridât,werdebo2
vâride,werdh
vâris,werbo3
varta,wrth
vârûn,werwbo1
vârûne,werwbo1h
vasat,wst
vasatî,wsty
vasf,wzfo1
vâsıl,wezl
vâsıta,westh
vâsi',wesa
vasiyyet,wzbu2bo2
vasiyyetnâme,wzbu2bo2 bo1emh
vasl,wzl
vassaf,wzefo1
vassal,wzel
vatan,wtbo1
vatandaş,wtbo1deso3
vatanî,wtbo1y
vatanperver,wtbo1 bu3rwr
vatanperverâne,wtbo1 bu3rwrebo1h
vâveylâ,wewyle
vâye,weyh
va'z,wato1
vaz',wzo1a
vazâif,wto1ebo5fo1
vaz'an,wzo1ae
vâzı',wezo1a
vâzıh,wezo1x
vâzıhan,wezo1xe
vazî',wzo1bu2a
vazîfe,wto1bu2fo1h
vazîfedâr,wto1bu2fo1h der
vazîfeşinas,wto1bu2fo1h so3bo1es
vaziyet,wzo1abu2bo2
vebâl,wbu1el
vecâhet,wxu1ehbo2
vecd,wxu1d
vecdâver,wxu1deo6wr
vech,wxu1h
veche,wxu1hh
vecîbe,wxu1bu2bu1h
vecîz,wxu1bu2ro1
vecîze,wxu1bu2ro1h
vedâ,wdea
vedâyi',wdeya
vedîa,wdyah
vefâ,wfo1e
vefâdâr,wfo1eder
vefâkâr,wfo1eker
vefât,wfo1ebo2
vefeyât,wfo1bu2ebo2
vefk,wfo1fo2
vegayrühü,wao1bu2rh
vegayrühüm,wao1bu2rhm
veh,wh
vehb,whbu1
vehbî,whbu1y
vehelümmecerrâ,w hlm xu1ry
vehhâb,whebu1
vehhâbiyyet,whebu1bu2bo2
vehhâbiyyûn,whebu1bu2wbo1
vehim,whm
vehle,whlh
vehleten,whlho2
vehm,whm
vehmî,whmy
vehmnâk,whmbo1ek
veillâ,wele
vekâhat,wfo2exbo2
vekâlet,wkelbo2
vekâleten,wkelho2
vekâletnâme,wkelbo2 bo1emh
vekâletpenâh,wkelbo2 bu3bo1eh
vekâyi',wfo2eya
vekıs'alâhâzâ,wfo2s aly hdo1e
vekil,wkbu2l
velâdet,wledbo2
velâyet,wleybo2
velev,wlw
velhâsıl,welxezl
velî,wly
velî,wly
velîahd,wlbu2ahd
velîk,wlbu2k
velîkin,wlbu2kbo1
velîme,wlbu2mh
velûd,wlwd
velvele,wlwlh
verâ,wre
verâset,wrebo3bo2
verd,wrd
verem,wrm
verese,wrbo3h
verîd,wryd
vesâik,wbo3ebo5fo2
vesâil,wsebo5l
vesâit,wsebo5t
vesâtet,wsetbo2
vesâyâ,wzeye
vesîka,wbo3bu2fo2h
vesîle,wsbu2lh
vesme,wsmh
vesvese,wswsh
veş,wso3
veşak,wso3fo2
veted,wbo2d
veter,wbo2r
vetîre,wbo2bu2rh
veyl,wyl
vezâif,wto1ebo5fo1
vezân,wro1ebo1
vezâret,wro1erbo2
