a,eo6
süpürmek,swbu3wrmk
süpürtmek,swbu3wrbo2mk
süpürtülmek,swbu3wrlmk
sür’at,srabo2
sür’atli,srabo2ly
sürdürmek,swrdbu2rmk
süre,swrh
sürekli,swrkly
süreksiz,swrksro1
süreksizlik,swrksro1lk
süreyya,bo3rbu2e
sürfe,srfo1h
sürgü,swrko7w
sürgülemek,swrko7wlmk
sürgün,swrko7wbo1
sürgünavı,swrko7wbo1 eo6wy
sürgünlük,swrko7wbo1lk
sürme,srmh||
sürme,swrmh
sürmek,swrmk
Sürmene,swrmbo1h
sürnatürel,swrbo1ebo2wrh||l
sürpriz,swrbu3rbu2ro1
sürre,zrh
sürre,zrh
sürrealayı,zrh||eo6lebu2y
sürremini,zrh||eo5mbu2bo1y
sürtmek,swrbo2mk
sürtük,swrbo2wk
sürtülmek,swrbo2lmk
sürtünmek,swrbo2bo1mk
sürü,swrw
sürücü,swrwxu1y
sürüklemek,swrwklmk
sürüklemek,swrwklbo1mk
sürüklenmek,swrwklbo2mk
sürüm,swrwm
sürünceme,swrwbo1xu1mh
süründürmek,swrwbo1dbu2rmk
sürünmek,swrwbo1mk
sürür,srwr
sürür,swrwr
sürûr,srwr
Sürüş,swrwso3
sürütme,swrwbo2mh
sürütmek,swrwbo2mk
Süryanî,srbu2ebo1y
süs,sws
süslenmek,swslbo1mk
süslü,swsly
süsmek,swsmk
süt,swbo2
sütane,swbo2xo1ebo1h
sütbaba,swbo2 bu1ebu1e
sütbeyaz,swbo2 bu1bu2ezo1
sütcü,swbo2xu1y
sütcülük,swbo2xu1bu2lk
sütdişi,swbo2 dbu2so3y
sütkardeş,swbo2 fo2erdeso3
sütkırı,swbo2||fo2bu2ry
sütkuzusu,swbo2 fo2wro1wsy
sütlâç,swbo2lexu1
sütleğen,swbo2lkbo1
sütliman,swbo2||lbu2mebo1
sütlü,swbo2ly
sütlüce,swbo2lbu2xu1h
sütlük,swbo2lk
sütnine,swbo2 bo1bu2bo1h
sütotu,swbo2 ewbo2y
sütûn,sbo2wbo1
sütvurgunu,swbo2 wwrao1wbo1y
süzdürmek,swro1dbu2rmk
süzgeç,swro1ko7xu3
süzgün,swro1ko7wbo1
süzme,swro1mh
süzmek,swro1mk
süzülmek,swro1wlmk
şabân,so3abu1ebo1
şâd,so3ed
şadırvan,so3edrwebo1
şafak,so3fo1fo2
şâfî,so3efo1y
şâfiî,so3efo1ay
şaft,so3efo1bo2
şah,so3eh
şahbâz,so3ehbu1ero1
şahıs,so3xo1z
şâhid,so3ehd
şâhidlik,so3ehdlk
şâhika,so3ehfo2h
şâhin,so3ehbu2bo1
şahlanmak,so3exo1lebo1mfo2
şahmerdan,so3ehmrdebo1
Şahnâme,so3ehbo1emh
şahnişîn,so3ehbo1so3bu2bo1
şahsan,so3xo1zeo44
şahsî,so3xo1zy
şahsiyât,so3xo1zbu2ebo2
şahsiyet,so3xo1zbu2bo2
şâibe,so3ebo5bu1h
şair,so3ear
şairâne,so3earebo1h
şâirlik,so3earlk
şak,so3efo2
şak,so3fo2
şaka,so3efo2e
şakaayık,so3fo2ebo5fo2
şakayık,so3fo2ebo5fo2
şakak,so3fo2efo2
şakak,so3efo2efo2
şakacı,so3efo2exu1y
şakalaşmak,so3efo2eleso3mfo2
şakımak,so3efo2bu2mfo2
şakırdamak,so3efo2bu2rdemfo2
şakırdatmak,so3efo2bu2rdebo2mfo2
şakırdı,so3efo2bu2rdy
şakır,so3efo2bu2rso3efo2bu2r
şâkir,so3ekr
şakird,so3ekrd
şakirdlik,so3ekrdlk
şakıy,so3fo2y
şaklaban,so3efo2lebu1ebo1
şaklabanlık,so3efo2lebu1ebo1lfo2
şaklamak,so3efo2lemfo2
şaklatmak,so3efo2lebo2mfo2
şakrak,so3efo2refo2
şakşak,so3efo2so3efo2
şâkûl,so3efo2wl
şakûlî,so3efo2wly
şâkullamak,so3efo2wllemfo2
şal,so3el
şalgam,so3elao1em
şalgam,so3lao1m
şalvar,so3elwer
Şam,so3em
şama,so3eme
şem'a,so3mah
şamalı,so3emely
şamalı,so3mah||ly
şamandıra,so3emebo1dbu2re
şamar,so3emer
şamata,so3emebo2e
şamatacı,so3emebo2exu1y
şamatalı,so3emebo2ely
şamdan,so3emdebo1
şamdan,so3madebo1
şamdancı,so3emdebo1xu1y
şamfıstığı,so3em fo1sbo2bu2ao1y
şâmil,so3eml
şamişi,so3em ebu2so3y
şâmme,so3emh
şampanya,so3embu3ebo1bu2e
şamşekeri,so3em so3kry
şan,so3ebo1
şanlı,so3ebo1ly
şans,so3ebo1s
şanslı,so3ebo1sly
şanssız,so3ebo1sro1
şanssızlık,so3ebo1ro1lfo2
şantaj,so3ebo1bo2ero3
şantöz,so3ebo1bo2wro1
şap,so3ebu3
Şapdenizi,so3ebu3 dko3ro1y
şaphâne,so3ebu3xo1ebo1h
şapırdamak,so3ebu3bu2rdemfo2
şapırdatmak,so3ebu3bu2rdebo2mfo2
şapırşapır,so3ebu3bu2rso3ebu3bu2r
şapırtı,so3ebu3bu2rdy
şapilleti,so3ebu3 albo2y
şapka,so3ebu3fo2h
şapkacı,so3ebu3fo2h||xu1y
şapkalı,so3ebu3fo2h||ly
şaplak,so3ebu3lefo2
şaplamak,so3ebu3lemfo2
şaplatmak,so3ebu3lebo2mfo2
şapşal,so3ebu3||so3el
şapşap,so3ebu3||so3ebu3
şar,so3er
şarbon,so3erbu1wbo1
şarampol,so3erebo1bu3wl
şarap,so3rebu3
şarapçı,so3rebu3xu1y
şarapçılık,so3rebu3xu1bu2lfo2
şaraphâne,so3rebu3xo1ebo1h
şarapnel,so3rebu3bo1l
şarıldamak,so3erbu2ldemfo2
şarılşarıl,so3erbu2l||so3erbu2l
şarıltı,so3erbu2lbo2y
şâ’rî,so3ary
şârî,so3era
şârih,so3erx
şârık,so3refo2
şârık,so3erfo2
şark,so3rfo2
şarkan,so3rfo2eo44
şarkı,so3rfo2y
şarkıcı,so3rfo2bu2xu1y
Şarkışla,so3erfo2bu2so3lh
şarkî,so3rfo2y
şarkî,so3rfo2y
Şarkî Karaağaç,so3rfo2y fo2rh||eo6ao1exu1
Şarkî Karaağaç,so3rfo2y fo2rh||eo6ao1exu1
Şarköy,so3erkwy
şarlatan,so3erlebo2ebo1
şarlatanlık,so3erlebo2ebo1lfo2
şarşar,so3erso3er
şart,so3rt
şartetmek,so3rt ebu2bo2mk
şartlamak,so3rtlemfo2
şartlaşmak,so3rtleso3mfo2
şartlı,so3rtly
şartnâme,so3rtbo1emh
şa’şaa,so3aso3ah
şa’şa,so3aso3ah
şa’şaalandırmak,so3aso3ah||lebo1dbu2rmfo2
şa’şalandırmak,so3aso3ah||lebo1dbu2rmfo2
şa’şaalı,so3aso3ah||ly
şa’şalı,so3aso3ah||ly
şaşı,so3eso3y
şaşılık,so3eso3bu2lfo2
şaşırma,so3eso3bu2rmh
şaşırmak,so3eso3bu2rmfo2
şaşırtma,so3eso3bu2rbo2mh
şaşkın,so3eso3fo2bu2bo1
şaşkınlık,so3eso3fo2bu2bo1lfo2
şaşma,so3eso3mh
şaşmak,so3eso3mfo2
şatafât,so3tfo1ebo2
şatafatlı,so3tfo1h||bo2ly
şâtır,so3etr
şato,so3ebo2w
Şavşat,so3ewso3ebo2
şâyân,so3ebu2ebo1
şayak,so3ebu2efo2
şâyed,so3ebu2d
şâyeste,so3ebu2sbo2h
şâyî,so3ebu2a
şâz,so3edo1
şeâmet,so3bo5embo2
şeâmet,so3eo6mbo2
şeâmetli,so3bo5embo2ly
şebboy,so3bu1o8wy
şebek,so3bu1k
şebeke,so3bu1kh
şebîh,so3bu1bu2h
Şebin Karahisar,so3bu1bu2fo2 fo2rh||xzer
şecâat,so3xu1eabo2
şecâatli,so3xu1eabo2ly
şecere,so3xu1rh
şedde,so3dh
şeddeli,so3dh||ly
şef,so3fo1
şefâat,so3fo1eabo2
şefâatci,so3fo1eabo2xu1y
şeffaf,so3fo1o8efo1
şeffaflık,so3fo1o8efo1lfo2
şefkat,so3fo1fo2bo2
şefkatli,so3fo1fo2bo2ly
şefkatsiz,so3fo1fo2bo2sro1
şefkatsizlik,so3fo1fo2bo2sro1lk
şeftâli,so3fo1bo2aely
şehâb,so3hebu1
şehâdet,so3hedbo2
şehâdetnâme,so3hedbo2bo1emh
şehâmet,so3hembo2
şehâmetli,so3hembo2ly
şehâdetlû,so3hembo2lw
şehbender,so3hbu1bo1dr
şehbenderhâne,so3hbu1bo1drxo1ebo1h
şehbenderlik,so3hbu1bo1drlk
şehîd,so3hbu2d
şehidlik,so3hbu2dlk
şehir,so3hr
şehirli,so3hrly
şehlâ,so3hle
şehrâh,so3hreh
şehremâneti,so3hremebo1bo2y
Şehremini,so3hrembu2bo1y
şehriye,so3hrbu2h||
şehriye,so3arbu2h
şehvânî,so3hwebo1y
şehvet,so3hwbo2
şehzâde,so3hro1edh
şek,so3k
şekaavet,so3fo2ewbo2
şekavet,so3fo2ewbo2
şeker,so3kr
şekerleme,so3krlmh
şekerlemek,so3krlmk
şekerlenmek,so3krlbo1mk
şekerli,so3krly
şekil,so3kl
şeklen,so3kleo44
şeklî,so3kly
şem’a,so3mah||
şema,so3h||me
Şemdinan,so3bu2mdbu2bo1ebo1
şemme,so3mh
şempanze,so3bu2mbu3ebo1ro1h
şems,so3ms
şemsiyeci,so3msbu2h||xu1y
şemsiyecilik,so3msbu2h||xu1bu2lk
şemsiyelik,so3msbu2h||lk
şen,so3bo1
şenâat,so3bo1eabo2
şenî,so3bo1bu2a
şe’niyet,so3eo5bo1bu2bo2
şenlendirmek,so3bo1lbo1dbu2rmk
şenlenmek,so3bo1lbo1mk
şenlik,so3bo1lk
şenlikli,so3bo1lkly
şenliksiz,so3bo1lksro1
şer,so3r
şerbet,so3rbu1bo2
şerbetçi,so3rbu1bu2bo2xu1y
şerbetçilik,so3rbu1bu2bo2xu1bu2lk
şerbetlik,so3rbu1bo2lk
şeref,so3rfo1
şerefiye,so3rfo1bu2h
şereflendirmek,so3rfo1lbo1dbu2rmk
şereflenmek,so3rfo1lbo1mk
şerh,so3rx
şerha,so3rxh
şerhetmek,so3rx ebu2bo2mk
şer’i,so3ray
şerîat,so3rbu2abo2
şerîatcı,so3rbu2abo2xu1y
şerif,so3rbu2fo1
şerik,so3rbu2k
şerîklik,so3rbu2klk
şerîr,so3rbu2r
şetâret,so3terbo2
şetâretlendirmek,so3terbo2lbo1dbu2rmk
şetâretli,so3terbo2ly
şetmetmek,so3bo2m ebu2bo2mk
şevk,so3wfo2
şevketli,so3wkbo2ly
şevketlû,so3wkbo2lw
şevkli,so3wfo2ly
şevvâl,so3wel
şey,so3bo5
şeyh,so3bu2xo1
şeyhülislâm,so3bu2xo1 eleslem
şeytan,so3bu2tebo1
şeytanarabası,so3bu2tebo1 eo6rebu1h||sy
şeytanbezi,so3bu2tebo1 bu1ro1y
şeytânî,so3bu2tebo1y
şeytanlık,so3bu2tebo1lfo2
şeytantırnağı,so3bu2tebo1 tbu2rbo1eao1y
şeytantüyü,so3bu2tebo1 bo2wko7y
şık,so3fo2
şık,so3bu2fo2
şıklık,so3bu2fo2lfo2
şıllık,so3bu2llfo2
şımarık,so3bu2merbu2fo2
şımarmak,so3bu2mermfo2
şımartılmak,so3bu2merbo2bu2lmfo2
şımartmak,so3bu2merbo2mfo2
şıpıdık,so3bu2bu3bu2dbu2fo2
şıpşıp,so3bu2bu3so3bu2bu3
şırıldamak,so3bu2rbu2ldemfo2
şırılşırıl,so3bu2rbu2l||so3bu2rbu2l
şırıltı,so3bu2rbu2lbo2y
şırınga,so3bu2rbu2bo1ao1e
şırlamak,so3bu2rlemfo2
şırlanyağı,so3bu2rleao1ebo1 bu2eao1y
Şırnak,so3bu2rbo1efo2
şırpadak,so3bu2rbu3edefo2
şîa,so3bu2ah
şiâr,so3aer
şiddet,so3dbo2
şiddetlendirmek,so3dbo2lbo1dbu2rmk
şiddetli,so3dbo2ly
şifâ,so3fo1e
şifâhâne,so3fo1exo1ebo1h
şifâhen,so3fo1eheo44
şifâhî,so3fo1ehy
şifre,so3bu2fo1rh||
şifre,so3fo1rh
şifreli,so3bu2fo1rh||ly
şi’î,so3bu2ay
şi’îlik,so3bu2abu2lk
şiir,so3ar
şikaak,so3fo2efo2
şikak,so3fo2efo2
şikâr,so3ker
şikâyet,so3kebu2bo2
şikâyetçi,so3kebu2bo2xu1y
şikâyetnâme,so3kebu2bo2bo1emh
Şile,so3bu2lh
şilte,so3bu2lbo2h||
şilte,so3lbo2h
şimâl,so3mel
şimâlen,so3meleo44
şimâli,so3mely
şimdi,so3bu2mdy
şimdiden,so3bu2mdbu2dbo1
şimdiden,so3bu2mdbo1
şimdiki,so3bu2mdbu2ky
şimdilik,so3bu2mdbu2lk
şimendifer,so3bu2mbo1dwfo1r
şimşek,so3bu2mso3k
şimşek,so3mso3k
şimşir,so3bu2mso3bu2r
şinik,so3bu2bo1bu2k
şira,so3bu2re
Şiran,so3bu2rebo1
şîrâze,so3bu2rero1h
şirin,so3bu2rbu2bo1
şirinlik,so3bu2rbu2bo1lk
şirk,so3rk
şirket,so3rkbo2
şîrpençe,so3bu2rbu3bo1xu1h
şirret,so3rbo2
şirretlik,so3rbo2lk
Şirvan,so3bu2rwebo1
şiş,so3bu2so3
şişe,so3bu2so3h
şişeci,so3bu2so3h||xu1y
şişehâne,so3bu2so3h||xo1ebo1h
şişhâne,so3bu2so3xo1ebo1h
şişhâneli,so3bu2so3xo1ebo1h||ly
şişirilmek,so3bu2so3bu2rbu2lmk
şişirmek,so3bu2so3bu2rmk
şişirtmek,so3bu2so3bu2rbo2mk
şişkebabı,so3bu2so3 kbu1ebu1y
şişkin,so3bu2so3kbu2bo1
şişkinlik,so3bu2so3kbu2bo1lk
şişko,so3bu2so3fo2w
şişlemek,so3bu2so3lh||mk
şişlenmek,so3bu2so3lh||bo1mk
şişli,so3bu2so3ly
şişman,so3bu2so3mebo1
şişmanlık,so3bu2so3mebo1lfo2
şişmek,so3bu2so3mk
şitâb,so3bo2ebu1
şitâbân,so3bo2ebu1ebo1
Şitak,so3bu2bo2efo2
şîve,so3bu2wh
şivekâr,so3bu2wh||ker
şîveli,so3bu2wh||ly
şîvesiz,so3bu2wh||sro1
şîvesizlik,so3bu2wh||sro1lk
şoför,so3wfo1wr
şol,so3wl
şose,so3wso3h
şöhret,so3hrbo2
şöhretli,so3hrbo2ly
şömine,so3wmbu2bo1h
şöven,so3wwh||bo1
şövenizm,so3wwbu2bo1bu2ro1m
şöyle,so3wbu2lh
şöylece,so3wbu2lh||xu1h
şu,so3w
şuâ,so3aea
şubat,so3bu1et
şûbe,so3abu1h
şûh,so3wxo1
şûhluk,so3wxo1lfo2
şukadar,so3wfo2eder
şûle,so3alh
şulelendirmek,so3alh||lbo1dbu2rmk
şulelenmek,so3alh||lbo1mk
şûleli,so3alh||ly
şûrâ,so3wre
şuracık,so3wrexu1fo2
şurada,so3wredh
şuralı,so3wrely
şurası,so3wresy
şûriş,so3wrso3
şurup,so3rwbu3
şuur,so3awr
şuurlu,so3awrly
şübhe,so3bu1hh
şübheli,so3bu1hh||ly
şübhelendirmek,so3bu1hh||lbo1dbu2rmk
şübhelenmek,so3bu1hh||lbo1mk
şübhesiz,so3bu1hh||sro1
şübhesizlik,so3bu1hh||sro1lk
şühûd,so3hwd
şükran,so3krebo1
şükür,so3kr
şümûl,so3mwl
şümullendirmek,so3mwllbo1dbu2rmk
şürekâ,so3rke
şüûn,so3bo5wbo1
taabi,tebu1a
tabi,tebu1a
taabbüd,bo2abu1d
taaffun,bo2afo1bo1
taak,tefo2
taallûk,bo2alfo2
taallûkat,bo2alfo2ebo2
taam,taem
taammuden,bo2amdeo44
taarruz,bo2arzo1
taarruzî,bo2arzo1y
tâat,teabo2
tabâbet,tbu1ebu1bo2
tabak,tbu1efo2
tabak,tebu1efo2
tabak,tbu1fo2
tabak,dbu1eao1
tabaka,tbu1fo2h
tabakaat,tbu1fo2ebo2
tabakhâne,dbu1eao1xo1ebo1h
tabaklık,dbu1eao1lfo2
tab’an,tbu1aeo44
taban,tebu1ebo1
tabanca,tebu1ebo1xu1h
tabanlı,tebu1ebo1ly
tabansız,tebu1ebo1sro1
tabansızlık,tebu1ebo1sro1lfo2
tabasbus,bo2bu1zbu2z
tabelâ,tbu1lh||
tabelâ,tebu1lh
tab’etmek,tbu1a ebu2bo2mk
tabı,tbu1a
tâbî,bo2ebu1a
tâbi,bo2ebu1a
tabîatli,tbu1bu2abo2ly
tabîatsız,tbu1bu2abo2sro1
tabiat,tbu1bu2abo2
tabib,tbu1bu2bu1
tâbiiyet,bo2ebu1abu2bo2
tâbir,bo2abu1bu2r
tâbirci,bo2abu1bu2rxu1y
tabirnâme,bo2abu1bu2rbo1emh
tâbiye,bo2abu1bu2h
tab’iye,tbu1abu2h
tabla,tbu1lh
tablakâr,tbu1lh||ker
tablakârlık,tbu1lh||kerlfo2
tablet,bo2ebu1lh||bo2
tablo,bo2ebu1lw
tabur,tebu1wr
tabut,bo2ebu1wbo2
tabya,tebu1bu2h
tac,bo2exu1
tâcil,bo2axu1bu2l
tâcir,bo2exu1r
tâciz,bo2axu1bu2ro1
tâdad,bo2aded
tadıcı,tedbu2xu1y
tâdil,bo2adbu2l
tâdilât,bo2adbu2lebo2
tafdil,bo2fo1zo1bu2l
tafra,tfo1rh
tafracı,tfo1rh||xu1y
tafsil,bo2fo1zbu2l
tafsilât,bo2fo1zbu2lebo2
tafta,bo2efo1bo2e
tağdiye,bo2ao1dbu2h
tağyîr,bo2ao1bu2bu2r
tahammülfersa,bo2xml fo1rze
tahâret,therbo2
tahattur,bo2xo1tr
tahdid,bo2xdbu2d
tahfif,bo2xo1fo1bu2fo1
tahin,texbu2bo1
tahin,txbu2bo1
tahinî,texbu1bo1y
tahinî,txbu1bo1y
tahkik,bo2xfo2bu2fo2
tahkikat,bo2xfo2bu2fo2ebo2
tahkim,bo2xkbu2m
tahkir,bo2xfo2bu2r
tahlîl,bo2xlbu2l
tahlîs,bo2xo1lbu2z
tahlîsiye,bo2xo1lbu2zbu2h
tahliye,bo2xo1lbu2h
tahmîl,bo2xmbu2l
tahmîn,bo2xo1mbu2bo1
tahmînen,bo2xo1mbu2bo1eo44
tahmini,bo2xo1mbu2bo1y
tahmîs,bo2xo1mbu2s
tahnit,bo2xbo1bu2t
tahra,thrh||
tahra,dhrh
tahrîb,bo2xo1rbu2bu1
tahrif,bo2xrbu2fo1
tahrik,bo2xrbu2k
tahrîr,bo2xrbu2r
tahrirât,bo2xrbu2rebo2
tahsîl,bo2xzbu2l
tahsîlât,bo2xzbu2lebo2
tahsildar,bo2xzbu2lder
tahsin,bo2xsbu2bo1
tahsis,bo2xo1zbu2s
tahsisât,bo2xo1zbu2zebo2
tahşîdât,bo2xso3bu2debo2
taht,bo2xo1bo2
tahta,bo2xo1bo2h
tahtaboş,bo2xo1bo2h||bu1wso3
tahtakurusu,bo2xo1bo2h||fo2wrwsy
tahtelbahir,bo2xbo2 elbu1xr
tahtelârz,bo2xbo2 elerzo1
tahtelhıfız,bo2xbo2 elxfo1to1
tahtırevan,bo2xo1bo2rwebo1
tahvîl,bo2xwbu2l
tahvîlât,bo2xwbu2lebo2
tahzîr,bo2xdo1bu2r
tâife,tebo5fo1h
taka,tefo2h
takabbuz,bo2fo2bu1zo1
takamaka,tefo2h||mefo2h
takarrub,bo2fo2rbu1
takarrür,bo2fo2rr
takas,bo2fo2ez
tâkat,tefo2bo2
tâkatsiz,tefo2bo2sro1
tâkatsizlik,tefo2bo2sro1lk
takatuka,tefo2etwfo2h
takbîh,bo2fo2bu1bu2x
takdırmak,tefo2dbu2rmfo2
takdîm,bo2fo2dbu2m
takdîr,bo2fo2dbu2r
takdîs,bo2fo2dbu2s
takılış,tefo2bu2lbu2so3
takılma,tefo2bu2lmh
takılmak,tefo2bu2lmfo2
takım,tefo2bu2m
takım,tefo2m
takınmak,tefo2bu2bo1mfo2
takırdamak,tefo2bu2rdemfo2
takırdatmak,tefo2bu2rdebo2mfo2
takırtakır,tefo2bu2r||tefo2bu2r
takırtı,tefo2bu2rdy
takırtukur,tefo2wrtwfo2wr
takışdırmak,tefo2bu2so3dbu2rmfo2
tâkızafer,tefo2 to1fo1r
tâkib,bo2fo2bu2bu1
takke,tekbu2h||
takke,tekbu2h
takke,bo2efo2bu2h
takla,tefo2le
taklîb,bo2fo2lbu2bu1
taklîd,bo2fo2lbu2d
taklîdi,bo2fo2lbu2dy
takma,tefo2mh
takmak,tefo2mfo2
takoz,tefo2wro1
takriben,bo2fo2rbu2bu1eo44
takrîr,bo2fo2rbu2r
takrîz,bo2fo2rbu2zo1
taksi,bo2efo2sy
taksim,bo2fo2sbu2m
taksîmât,bo2fo2sbu2mebo2
taksimetre,bo2efo2sbu2mbo2rh
taksîr,bo2fo2zbu2r
taksit,bo2fo2sbu2t
taktak,tefo2tefo2
tokmak,twfo2mefo2
taktî,bo2fo2tbu2a
taktuk,tefo2bo2wfo2
taktuka,tefo2bo2wfo2h
takurtukur,tefo2wrtwfo2wr
takuşdurmak,dwfo2wso3dbu2rmfo2
tokuşdurmak,dwfo2wso3dbu2rmfo2
takvâ,bo2fo2we
takvâ,bo2fo2wy
takvîm,bo2fo2wbu2m
takviye,bo2fo2wbu2h
takyîd,bo2fo2bu2bu2d
talâk,tlefo2
talâkat,tlefo2bo2
talâkatli,tlefo2bo2ly
talân,telebo1
talân,bo2elebo1
talaş,teleso3
talaş,bo2eleso3
taleb,tlbu1
talebe,tlbu1h
talebkâr,tlbu1ker
tâli,bo2ely
tâlib,telbu1
tâlih,tela
tâlih,bo2ely
tâlihli,telaly
tâlihsiz,telasro1
tâlihsizlik,telasro1lk
tâlik,bo2albu2fo2
tâlim,bo2albu2m
tâlîmât,bo2albu2mebo2
tâlimatnâme,bo2albu2mebo2bo1emh
talk,tlfo2
tallenmek,bo2llh||bo1mk
taltif,bo1ltbu2fo1
tam,tem
tam,tam
tam,bo2em
tamâ,tma
tamah,tma
tamahkâr,tmaker
tamahkârlık,tmakerlfo2
tambur,tbo1bu1wr
tambura,tbo1bu1wrh
tamburacı,tbo1bu1wrh||xu1y
tâmik,bo2ambu2fo2
tâmim,bo2ambu2m
tâmir,bo2ambu2r
tamîrât,bo2ambu2rebo2
tamtakır,tem tefo2bu2r
tamu,temw
tan,teko3
tan,bo2eko3
ta’n,tabo1
tanassur,bo2bo1zr
ta’netmek,tabo1 ebu2bo2mk
tanık,tebo1bu2fo2
tanıklık,tebo1bu2fo2lfo2
tanımak,tebo1bu2mfo2
tanınmak,tebo1bu2bo1mfo2
tanışık,tebo1bu2so3bu2fo2
tanışmak,tebo1bu2so3mfo2
tanin,tbo1bu2bo1
tank,bo2ebo1fo2
Tanrı,teko3ry
tanrı,bo2eko3ry
tantana,tbo1tbo1h
tantanalı,tbo1tbo1h||ly
tanyeri,teko3||bu2ry
tanyeri,bo2eko3||bu2ry
tanzîfat,bo2bo1to1bu2fo1ebo2
tanzîm,bo2bo1to1bu2m
tanzîmât,bo2bo1to1bu2mebo2
tanzîmatcı,bo2bo1to1bu2mebo2xu1y
tanzîr,bo2bo1to1bu2r
tapa,tebu3e
tapa,tebu2h
tapdırmak,tebu2dbu2rmfo2
tapıcı,tebu3bu2xu1y
tapınma,tebu3bu2bo1mh
tapınmak,tebu3bu2bo1mfo2
tapınış,tebu3bu2bo1bu2so3
tapışdırmak,tebu3bu2so3dbu2rmfo2
tapmak,tebu3mfo2
tapu,tebu3w
târ,bo2er
tarab,trbu1
târâc,bo2erexu1
taraça,trexu3h
taraf,trfo1
tarafdâr,trfo1der
tarafdarlık,trfo1derlfo2
tarafgîr,trfo1kbu2r
tarafgirlik,trfo1kbu2rlk
taraflı,trfo1ly
tarak,terefo2
tarak,trefo2
tarakcı,terefo2xu1y
tarakcılık,terefo2xu1bu2lfo2
taraklama,terefo2lemh
taraklamak,terefo2lemfo2
taraklanmak,terefo2lebo1mfo2
taraklatmak,terefo2lebo2mfo2
taraklı,terefo2ly
tarakotu,terefo2 ewbo2y
tarama,teremh
taramak,teremfo2
taranmak,terebo1mfo2
tarâvet,trewbo2
tarâvetli,trewbo2ly
tarassud,bo2rzd
tarçın,terxu3bu2bo1
tard,trd
tardetmek,trdebu2bo2mk
tarh,trx
tarhana,bo2erxo1ebo1h
tarhetmek,trx ebu2bo2mk
târif,bo2arbu2fo1
târife,bo2arfo1h
târih,bo2erbu2xo1
târîhî,bo2erbu2xo1y
tarîk,trbu2fo2
târikat,trbu2fo2bo2
târiz,bo2arbu2zo1
tarla,bo2erle
tarsîn,bo2rzbu2bo1
Tarsus,trsws
tartaklamak,terbo2efo2lemfo2
tartdırmak,terbo2dbu2rmfo2
tartı,terbo2y
tartılı,terbo2bu2ly
tartılmak,terbo2bu2lmfo2
tartma,terbo2mh
tartmak,terbo2mfo2
tartısız,terbo2bu2sro1
tartışmak,terbo2bu2so3mfo2
târümar,bo2ermer
tarz,trro1
tarziye,bo2rzo1bu2h
tas,tes
tasaddî,bo2zdy
tasallut,bo2slt
tasannû,bo2zbo1a
tasarlamak,bo2eserlemfo2
tasarlanmak,bo2eserlebo1mfo2
tasarruf,bo2zrfo1
tasavvuf,bo2zwfo1
tasavvufî,bo2zwfo1y
tasavvur,bo2zwr
tasavvurî,bo2zwry
tasdi,bo2adbu2a
tasdik,bo2zdbu2fo2
tasfiye,bo2zfo1bu2h
tasgîr,bo2zao1bu2r
tashîh,bo2zxbu2x
tashîhât,bo2zxbu2xebo2
taslak,teslefo2
taslak,bo2eslefo2
taslamak,teslemfo2
tasma,tesme
tasma,tsmh
tasnif,bo2zbo1bu2fo1
tasrîh,bo2zrbu2x
tastamam,bo2es||bo2mem
tasvîb,bo2zwbu2bu1
tasvîr,bo2zwbu2r
taş,teso3
taşbalığı,teso3 bu1elbu2ao1y
taşbasması,teso3 bu1ezmh||sy
taşcı,teso3xu1y
taşcılık,teso3xu1bu2lfo2
taşımak,teso3bu2mfo2
taşınma,teso3bu2bo1mh
taşınmak,teso3bu2bo1mfo2
taşırmak,teso3bu2rmfo2
taşıtmak,teso3bu2bo2mfo2
taşkın,teso3fo2bu2bo1
taşkınlık,teso3fo2bu2bo1lfo2
Taşköprü,teso3kwbu3ry
taşlamak,teso3lemfo2
taşlatmak,teso3lebo2mfo2
taşlı,teso3ly
taşlık,teso3lfo2
taşma,teso3mh
taşmak,teso3mfo2
taşocağı,teso3 ewxu1eao1y
taşra,tso3rh||
taşra,teso3rh
taşralı,tso3rh||ly
taşralık,tso3rh||lfo2
taşyürekli,teso3 bu1wrkly
tat,tebo2
tat,bo2ebo2
tatar,bo2ebo2er
tatarböreği,bo2ebo2erbu1wrh||ky
tatarcık,bo2ebo2erxu1fo2
tatbîk,bo2tbu1fo2
tatbikaat,bo2tbu1bu2fo2ebo2
tatbîkî,bo2tbu1bu2fo2y
tatdırmak,tebo2dbu2rmfo2
tathîr,bo2thbu2r
tathîrât,bo2thbu2rebo2
tatil,bo2atbu2l
tatilnâme,bo2atbu2l||bo1emh
tatlamak,tebo2lemfo2
tatlanmak,tebo2lebo1mfo2
tatlı,tebo2ly
tatlıca,tebo2lbu2xu1h
tatlıcı,tebo2lbu2xu1y
tatlılık,tebo2lbu2lfo2
tatlımsı,tebo2lbu2msy
tatlılaşdırmak,tebo2lbu2leso3dbu2rmfo2
tatlılaşmak,tebo2lbu2leso3mfo2
tatlîk,bo2tlbu2fo2
tatma,tebo2mh
tatmak,tebo2mfo2
tatmîn,bo2tmbu2bo1
tatsız,tebo2sro1
tatsızlanmak,tebo2sro1lebo1mfo2
tatsızlatmak,tebo2sro1lebo2mfo2
tatsızlık,tebo2sro1lfo2
tâûn,teawbo1
taûnî,teawbo1y
